material_id,composition,E_f
mp-1205568,Sr2 Li1 Os1 O6,-2.439951683833333
mp-26301,Li4 Bi8 P12 O48,-2.2857810513756607
mp-1222623,Li2 La6 Mn2 O14,-3.2070392061470305
mp-766486,Li2 Cu2 S4,-0.6449300912630189
mp-1235117,Li1 P4 Br12 O4,-1.2907157043764177
mp-759219,Li2 Mn4 P10 O30,-2.535440205430856
mp-13277,Ba2 Li2 P2,-0.9094072093253972
mp-1096093,Li1 Y2 Cd1,2.1630264966666672
mp-1112999,Cs2 Li1 Tl1 Cl6,-1.8254037205977025
mp-758434,Li4 Fe4 Si4 O16,-2.469717441547618
mp-1189549,Li4 H8 N4,-0.5861106602083339
mp-1001787,Li1 Rh3,-0.146932781666667
mp-831160,Li4 Fe4 P4 O16,-2.4471807236394554
mp-861245,Li1 Ag1 F4,-1.868980030277778
mp-1110651,Rb2 Li1 Sb1 F6,-2.899522457333333
mp-867567,Li4 Fe4 P4 O20,-2.171038424747024
mp-2348641,Li3 Ni3 O6,-1.495839940416667
mp-752619,Li2 V2 F6,-2.9871687141666663
mp-1404711,Li4 Co4 O8,-1.6979180708333337
mp-13916,Li4 Ca4 Si8,-0.3735602645833333
mp-779915,Li8 V8 P8 H16 O40,-2.152831701422619
mp-8315,Li2 Sm2 Al2 F12,-3.6041362141049382
mp-1214380,Ba2 Li2 Gd4 Mo8 O32,-2.597914540972223
mp-26817,Li4 V4 P8 O28,-2.6993104356926407
mp-1035011,Li1 Hf1 Mg14 O15,-2.8537434637365595
mp-781682,Li2 Mn6 B6 O18,-2.398762633570402
mp-758695,Li6 Fe6 Si6 O24,-2.4730808619047613
mp-765154,Li16 Ni16 P16 O64,-2.273815476139456
mp-1029932,Li4 V4 N8,-1.0259676122916677
mp-674361,Li10 Nb10 O30,-2.8868796037666677
mp-861625,Li1 Zn1 Ag2,-0.1610029654166656
mp-867211,Li1 Ca2 In1,-0.3830101166666679
mp-757800,Li9 Cu9 C9 O27,-1.6386300216666658
mp-581285,Li4 Gd24 B12 O56,-3.536169111388889
mp-1096051,Li1 Cd2 Cu1,0.8281437027083349
mp-753481,Li4 Ni4 P4 O16,-2.283383293282313
mp-758499,Li4 Fe4 Si4 O16,-2.5182623383333325
mp-26063,Li4 Cr4 P12 O36,-2.601392221130953
mp-765286,Li2 Sn2 P8 O24,-2.4888562184391514
mp-755136,Li2 Fe2 F6,-2.7339029851666665
mp-753327,Li4 Si4 Bi4 O16,-2.5298855326190477
mp-1222538,Li2 V6 O8,-2.2753939479166663
mp-935791,Li2 Sb4 P10 O36,1.0609168841712462
mp-29719,Li1 Ni1 N1,-0.1284520035277753
mp-779475,Li6 Mn12 B12 O36,-2.4185414378056422
mp-12716,Li1 Tl1 Pd2,-0.414281964166669
mp-1032414,Li1 Mg6 Mn1 O8,-2.7876526982040226
mp-24817,Li6 Be6 H18,-0.3274231897500002
mp-676780,Li1 Mn9 Se10,-0.978702217381823
mp-770078,Li4 Mn4 P4 C4 O28,-2.176586258037021
mp-753307,Li1 Ni4 O4 F1,-1.5412858215833332
mp-759934,K8 Li4 Mn4 P4 C4 O28,-2.343322078492863
mp-753722,Li1 Cu1 S2,-0.6456720825130189
mp-1236215,Cs1 Li1 Ac1 O3,-2.1795785879980847
mp-1235849,Li1 Pr2 Zn2 P2 O2,-1.716048257883598
mp-1222294,Li1 Nd1 S2,-1.9783908315104208
mp-780482,Li4 V4 P8 H4 O32,-2.4766450833745406
mp-887746,Li4 Fe4 Se16 O40,-1.4233654270442715
mp-1662205,Li4 Co4 P4 O16,-2.3744022197108845
mp-1185240,Li1 Y3,0.1977400066666668
mp-753767,Li4 Mn4 B4 O12,-2.506071759655171
mp-569501,Li4 Ca4 Bi4,-0.8158198619444444
mp-864631,Li1 Nb1 Rh2,-0.4422452208333336
mp-758456,Li2 Mn2 F6,-2.945302031752874
mp-1523240,Li1 La1 Mn4 O12,-1.6780960000031924
mp-976244,Li3 Mg3,-0.0461313325000004
mp-756996,Li2 V4 F14,-3.183374274583332
mp-989579,Rb2 Li1 Tl1 Cl6,-1.7995519041666674
mp-753571,Li1 V1 F6,-2.9704845297916678
mp-758767,Li8 Co8 Si8 O32,-2.322601475654762
mp-862677,Li1 Ho1 Tl2,-0.3858985604166705
mp-753095,Li2 Mn2 Si2 O8,-2.5648314151806244
mp-1235608,Sr2 Li1 Cu1 Br1 O2,-1.8979921769047616
mp-851033,Li4 Co12 O4 F20,-2.206314291583334
mp-1305141,Li2 Co8 O16,-1.2496612925641022
mp-1236190,Li1 Tl6 Si2 O7,-1.7022924984895855
mp-684109,Li4 Bi4 P8 O28,-2.500396669101731
mp-757127,Li2 Si6 Bi2 O16,-2.793048081794871
mp-1235478,Li1 Dy2 O2 F2,-3.267897128095236
mp-1197768,Ba8 Li4 Al4 C16 N32,-0.8707911422395833
mp-989504,Na2 Li1 N1 F6,-1.8125144436091951
mp-1095913,Li1 La1 In2,1.3555626089583337
mp-1180477,Li1 H1 Pd1,-0.1580321918055567
mp-1236582,Sr2 Li1 Co1 W1 O6,-2.3819032534848463
mp-1028223,Li1 Mg14 Al1,0.0178066547916668
mp-1099308,Ba1 Li1 Mg6,0.1344520845833334
mp-1219622,Rb2 Li2 Mg2 B8 H32,-0.4111575311956513
mp-16264,Li4 Ca4 Sb4,-1.0060458652777768
mp-559971,Li6 S12 N6 O24 F12,-1.7420742651666663
mp-1222451,Li1 Zr1 N2,-1.0521180021354102
mp-776450,Li2 Mn6 B6 O18,-2.4024852288829037
mp-766457,Li4 Sn4 P8 O28,-2.5006500781926397
mp-1235552,Sr1 Li1 Al1 O3,-2.941724195972222
mp-1101602,Li4 Cr8 P12 O48,-2.462586269570104
mp-766044,Sr1 Li1 La3 Fe1 O8,-3.092850196309523
mp-752999,Li1 Fe1 Co3 O8,-1.35131880025641
mp-1097153,Li1 Al2 Co1,1.9326086422222204
mp-1235439,Li1 Bi2 I2 O2,-1.2653298169047622
mp-755632,Li4 Fe4 F16,-2.824562875138889
mp-26199,Li2 V2 P8 O24,-2.6537741353835966
mp-1193297,Li2 S4 N6 O16,-0.5612101527380945
mp-1097166,Li1 Zn1 Ga2,1.0869089336025644
mp-9144,Li1 As1 F6,-2.561488243020833
mp-1206553,Rb2 Li1 Ru1 Cl6,-1.7468098178333336
mp-757437,Li8 Co8 P8 O32,-2.330553314889456
mp-1236147,K2 Li1 S2 O4 F2,-2.068439796166666
mp-1204228,Na8 Li8 Co8 P8 O32 F8,-2.4960735897894994
mp-758762,Li4 Fe4 P8 O28,-2.425815282965367
mp-976291,Li2 Al2 H8,-0.209801012777777
mp-561237,Li8 Ca8 B8 O24,-3.009753449583334
mp-1236043,Li1 Ga4 W2 O12,-2.1767358164912274
mp-758488,Li2 P6 W4 O26,-2.422744575776943
mp-9703,K8 Li4 Ga4 As8,-0.5732784683888887
mp-1235121,Sr4 Li1 Tb2 Ru2 O12,-2.724873835555555
mp-6253,K2 Li2 Be2 F8,-3.354593514369047
mp-772428,Li2 V2 S6 O24,-1.9045776421078429
mp-850949,Li4 Mn4 Si4 O16,-2.6348922401806254
mp-1222592,Li1 In1 Mo6 Se6,-0.5555203902784902
mp-6854,Cs2 Li1 Mn1 C6 N6,-0.2592421122234203
mp-764721,Li2 V2 O2 F6,-2.958389664722223
mp-1305171,Li4 Mn4 C8 O24,-1.978938328126437
mp-25373,Li1 Mn1 O2,-2.059800784066092
mp-758355,Li8 V8 P8 O40,-2.607100430528273
mp-1185262,Li1 Pd2 Au1,-0.2842359004166717
mp-1211005,Li2 Tb2 W4 O16,-2.656866489166666
mp-1235737,Li1 Zn1 Co4 O8,-1.17608246452381
mp-1180610,Li4 B20 O52,-1.5430206816666656
mp-761971,Li3 La3 Nb12 O36,-3.091155248796297
mp-1199484,Li4 Cu8 B4 P8 H8 O40,-2.1013861332936505
mp-1402872,Li1 V3 O4 F2,0.7062938621666668
mp-1245579,Li1 Cd1 N1,0.2128793658333343
mp-760165,Li2 Cu4 P10 O30,-2.283841702349896
mp-1176818,Li2 Bi2 P8 O24,-2.509680617050265
mp-1235847,Li1 V1 Fe1 P4 O14,-2.556381736043084
mp-1031055,Li1 Mg6 W1 O8,-2.672083433333333
mp-775915,Li4 Mn4 P12 O36,-2.578257039299495
mp-1103834,Li1 Mo6 S8,-0.8635529087777798
mp-542122,Ba6 Li2 Ru4 O18,-2.296273440722222
mp-1176521,Li2 V2 O6,-2.3426157911666663
mp-26819,Li4 Mn4 P4 O16,-2.587461343701032
mp-763247,Li2 V2 Si2 O10,-2.669827786979166
mp-1188218,Li4 H8 N4,-0.3117531902083339
mp-1210949,Li2 Ho2 S4 O16,-2.394259688194443
mp-26669,Li2 Cr2 P8 O24,-2.5954567381613742
mp-1185294,Li1 Ac2 Pb1,-0.2657519795833294
mp-1031107,Li1 Hf1 Mg6 O7,-2.687956229055556
mp-757829,Li6 Cr6 P6 O24,-2.522745545663265
mp-752874,Li4 Mn4 F16,-2.873854954794061
mp-1301584,Li2 V10 O14 F2,-2.503601765595238
mp-758691,Li4 Fe8 B8 O24,-2.262639641515151
mp-1235431,Ba2 Li1 Zn2 S2 O2,-1.6909274803703704
mp-1235954,Li1 Co6 O2 F10,-2.049695101228071
mp-755125,Li4 Mn4 Si4 O16,-2.570505030894911
mp-1026802,Li1 Mg14 C1,0.245028756822917
mp-757805,Li2 V2 P8 O24,-2.58264908121693
mp-1195770,Li2 Zr4 As6 O24,-2.4894098294907394
mp-753019,Li2 Mn4 F18,-2.491601411807951
mp-778122,Li4 Cr4 P4 O20,-2.428021650059524
mp-1236531,Rb1 Li1 Cu2 H3 S2 O10,-1.6132721286622806
mp-6783,Na6 Li6 S6 O24,-2.255475457935139
mp-862493,Li1 Er2 Al1,-0.238739195833336
mp-1185242,Li1 Tm2 Ga1,-0.3720296666666698
mp-1185468,Li1 Mg17 Al11,-0.0048140244252873
mp-1147633,Li2 Cu4 Bi2 O8,-1.391638084166666
mp-1639253,Li4 Ni8 O12,-1.3991384663888884
mp-1235094,Li1 Ti8 O16,-3.3598267608000003
mp-780871,Li6 Fe12 Si12 O48,-2.331975490128204
mp-761275,Li2 V2 F10,-3.0975546244047623
mp-1018789,Li2 O4,-1.0400345677777771
mp-772626,Li4 Mn4 P4 O16,-2.559513997986746
mp-753541,Li2 Cu2 F8,-2.081201757777781
mp-25911,Li2 V6 P12 O40,-2.6416824163730146
mp-862764,Li1 Ca2 Rh1,-0.208042231666667
mp-758467,Li2 P8 W2 O24,-2.488479845383596
mp-775226,Li4 Mn8 B8 O24,-2.4222751936389755
mp-772215,Li2 Nb16 O20,-2.386377027017544
mp-780114,Li4 V4 Si4 O20,-2.650765358854166
mp-1226095,Li4 Ga4 O40,-0.241024332986111
mp-1095830,Sr2 Li1 Sn1,1.118031815416667
mp-1029395,Li2 Cr2 N4,-0.6783073420833334
mp-756861,Li1 La4 Ti3 O12,-3.646184420666666
mp-29345,Li4 Ga4 I12,-1.0371590336666665
mp-862545,Li1 Tm2 Tc1,-0.0586937766666686
mp-677318,Li1 Ni4 O5,-1.3132646270833337
mp-26927,Li2 Mn4 P6 O20,-2.574890390507748
mp-770684,Li4 Cr8 O16,-2.2264949079761918
mp-759439,Li4 Fe16 P12 O48,-2.306367765988095
mp-1101504,Li1 Mo1 P2 O8,-2.441914361051588
mp-25420,Li2 Ti2 P2 O8 F2,-3.01686216235119
mp-9562,Li2 Be2 As2,-0.4783789836111112
mp-1205129,Na6 Li2 Ti4 Si8 H8 O32,-2.717823098471264
mp-757239,Li12 Mn12 P12 O48,-2.5510417884629364
mp-849639,Li3 V6 O3 F15,-3.033247900740741
mp-1245817,Li1 Fe1 N1,-0.2676613661111122
mp-561288,K6 Li2 Ir2 O8,-1.6437810594537028
mp-756369,Li4 Al4 V4 O16,-2.7893075165476198
mp-782632,Li8 Ni8 S16 O64,-1.7284564192361114
mp-1185387,Li1 Nd1 O3,-2.2961331466666666
mp-1040099,Li1 Mg30 B1 O32,-2.954955310195312
mp-1222346,Li1 Mo6 Se2 S6,-0.805023771611106
mp-973924,Li1 Mg16 Al12,-0.0162884690804596
mp-850961,Li3 Fe6 O3 F15,-2.522684619259258
mp-1026861,Li1 La1 Mg14,0.0477897632291668
mp-764462,Li2 Mn2 V2 P8 O28,-2.588390241182655
mp-698647,Li8 V8 O16,-2.455909491770832
mp-754728,Li4 Sc4 V4 O16,-2.989712208333333
mp-673101,Li2 Sn8 P6 O24,-2.315376323613095
mp-758010,Li18 Mn18 P18 O72,-2.572177286161349
mp-766478,Li4 V4 C4 O12 F8,-2.475015971354167
mp-1235261,Li1 La2 Co2 Sb2 Pb2 O12,-2.1053036149206346
mp-1030910,Na1 Li1 Mg6 O7,-2.553364049147509
mp-1198331,Rb16 Li4 H12 S16 O64,-2.042728625610118
mp-1639470,Li2 V2 P4 O14,-2.675357795465367
mp-1235228,Li1 Ta1 Nb1 Ag2 O6,-2.120137867181817
mp-753804,Li1 Co2 P2 O8,-2.2316984225091576
mp-19340,Li4 V4 O8,-2.4916296833333327
mp-754122,Li2 Ni2 P2 O8,-2.3068818047108843
mp-1097621,Li1 Mn1 Au2,0.9063626264798864
mp-1096598,Li1 Ti2 Ir1,2.5551097549999997
mp-1021296,Li2 La2 Mg12,0.0482769845833335
mp-766078,Li2 V6 Fe4 Cu2 O24,-2.038248302280701
mp-753605,Li4 Cu4 S4,-0.8449253827083325
mp-753719,Sr1 Li1 Nb2 O6 F1,-3.189824364621211
mp-1097271,Li1 Y2 Ag1,2.150655251250001
mp-779366,Li4 Cr4 P16 O48,-2.542571761494707
mp-569331,Li2 Sn12 Pd4,-0.3370155353703679
mp-765076,Li4 Mn4 O4 F8,-2.6172749632528736
mp-758389,Li1 Nb1 Te3 O12,-1.7993348525490185
mp-1105976,Li2 B18,0.0166771165833338
mp-779023,Li4 Mn8 B8 O24,-2.4214689054571563
mp-1238844,Li4 Cr8 S16,-0.9817954201190467
mp-754755,Li2 V2 F8,-3.185336401388889
mp-26397,Li4 Mn4 P8 O28,-2.5454438293681907
mp-1095674,Cs4 Li2 Br6,-1.993260884444446
mp-777352,Li16 Mn16 F48,-3.008753203252874
mp-849990,Li4 Mn8 B8 O24,-2.422277907502611
mp-757577,Li4 P4 W4 O20,-2.469660502559524
mp-1281748,Li4 Ni4 O8,-1.473682412083333
mp-997534,Li6 V6 P12 H12 O48,-2.35815635119898
mp-26013,Li2 Mo4 P6 O24,-2.5025528462367714
mp-769018,Li4 Fe8 S12 O48,-1.9178655831018512
mp-755256,Li1 Bi1 B2 O5,-2.413054503240739
mp-755392,Li4 Sn4 P4 O16,-2.394329465782312
mp-768509,Li8 Cr8 B16 O40,-2.596985535601852
mp-849303,Li2 Mn2 P8 O24,-2.472145396379765
mp-24411,K4 Li2 Al2 H12,-0.3616885275333334
mp-973874,Li1 La2 Al1,-0.2186799616666661
mp-753436,Li4 Cr4 Si4 O16,-2.7273136183333326
mp-1222666,Li1 Mn2 Cu1 Ru2 O8,-1.6376461792282433
mp-1176729,Li2 Fe4 O4 F6,-2.300181653229166
mp-1176577,Li2 V2 P8 O24,-2.650281422605818
mp-1235643,Li1 Eu2 Cr2 O8,-2.485400164871796
mp-12449,Li2 Pr4 Os2 O12,-2.798275225166666
mp-760277,Li4 V4 Cr4 P16 O56,-2.639503684138321
mp-1110976,Cs2 Li1 Bi1 F6,-2.9311461147643683
mp-780658,Li2 Mn6 P12 O40,-2.4622276714994524
mp-1235811,Li1 Pu2 Te1 O2,-1.989700032083328
mp-1029331,Li2 Hf4 N6,-1.749723572152779
mp-1198780,Li8 Sb8 O16,-1.9906688995833328
mp-559875,K6 Na4 Li2 Te2 O12,-1.8297541076545087
mp-756016,Li4 V4 F16,-3.15589483763889
mp-755709,Li4 Fe4 O8,-1.941506357083332
mp-1114237,Na2 Li1 Pd1 F6,-2.3548900525833374
mp-1021342,Li1 Mg6 C1,0.2765059048958331
mp-1235361,Li1 Dy2 Mn4 O8,-2.438835081226052
mp-758360,Li4 V4 P8 O28,-2.6717868213744578
mp-1185416,Li1 Sb3,-0.2065444064583346
mp-863378,Li16 Co16 P16 O64,-2.391998796943027
mp-1235964,Ba2 Li1 Tm1 Cu3 O7,-2.040859067559524
mp-695365,Li1 Al3 Si9 N14 O2,-1.5381755327011497
mp-1222467,Li1 Ag3 Ir2 O6,-1.0190038794444434
mp-777388,Li2 V2 Fe2 P4 O16 F4,-2.620428321174602
mp-867927,Li1 V1 Ir2,-0.5806818716666662
mp-1104112,Li2 Ti4 O8,-3.1932042721428564
mp-1013987,Li4 Ni8 P8 O36,-1.9131747419727887
mp-1113026,Cs2 Li1 Au1 Cl6,-1.3684115951666684
mp-774908,Li2 Ti2 Nb2 O8,-2.916612502380952
mp-1111834,Cs2 Li1 Ta1 Br6,-1.6540511709977015
mp-1176679,Li4 Fe4 Sn4 O16,-1.978521102976189
mp-775350,Li16 V16 Si16 O64,-2.771558340119048
mp-761120,Li4 Mn8 O4 F20,-2.7095943504661566
mp-22042,Li2 Co4 P6 O20,-2.389712662016369
mp-1098000,Li4 Eu12 O16,-3.0321208841666696
mp-1235076,Li1 Cr4 Hg2 O8,-1.7424435632222233
mp-757672,Li4 Co4 P4 O16,-2.3561406572108843
mp-776037,Li6 V24 O60,-2.349773890222222
mp-556237,K4 Li4 Y4 F20,-3.7871767000729166
mp-761224,Li4 Fe8 B8 O24,-2.262637878333332
mp-1235153,Ba2 Li1 Tb1 Sn1 O6,-2.794981019090909
mp-753341,Li2 Mn6 O4 F12,-2.642608566843869
mp-571132,Li1 Mg10 Al1 H24,-0.2718658795370372
mp-1236250,Li1 Co5 Sb1 O8,-1.4311571475555562
mp-756218,Li2 V2 Cr2 O8,-2.4577424211904764
mp-585043,Li1 Mo1 P2 O8,-2.3727835560515875
mp-754537,Li1 Lu1 O2,-3.31526847625
mp-861956,Li1 Pm2 Ir1,-0.5049128554166629
mp-1235581,Li1 Bi2 I2 O2,-1.248467582619048
mp-755835,Li2 Bi2 B4 O10,-2.3915621721296296
mp-1176510,Li2 V2 S6,-1.1407083801666658
mp-26581,Li2 Fe4 P6 O24,-2.245587929847883
mp-759371,Li4 Fe8 B8 O24,-2.2578794678787872
mp-2411702,Li2 Fe2 F8,-2.8152514330555563
mp-697926,Li4 Cd8 H4 Se8 O28,-1.524817086866986
mp-780095,Li4 Mn4 P12 H8 O40,-2.3263493282466423
mp-1222312,Li1 Eu1 S2,-1.7064530193098957
mp-753279,Li1 Ag5 F12,-1.4486869212037037
mp-863415,Li6 Fe6 Si6 O24,-2.490891270714286
mp-973561,Li1 Ce2 Ru1,-0.0914242833333318
mp-26997,Li4 Co4 P16 O48,-2.425835130800264
mp-776544,Li4 Fe8 O4 F20,-2.518419683703703
mp-554998,Li4 V4 I8 O32,-1.4701447800694438
mp-775976,Li9 Ni9 B9 O27,-2.140532977129629
mp-1110652,Rb2 Li1 Pr1 F6,-3.5143486895
mp-1176400,Na8 Li4 Fe4 P4 C4 O28,-2.2882763058257543
mp-765515,Li1 Co15 O16,-0.7838808797916661
mp-1236405,Cs7 Li1 Au5 O2,-0.6157651490613039
mp-1235289,Li1 Fe8 O14 F2,-1.5266220553333334
mp-1235038,Ba3 Li1 As2 O8,-2.4102946541666666
mp-756170,Sr3 Li1 Ta4 O12 F2,-3.441777810348485
mp-768542,Li4 Cr4 B8 O20,-2.631679002685184
mp-1110972,Cs2 Li1 Pr1 F6,-3.528951874083336
mp-1232996,Li1 Co2 O4,-1.322454897619047
mp-780844,Li2 V16 F66,-2.959835086210317
mp-1096335,Li1 Ge2 Pt1,1.3198944791666665
mp-1091362,Li2 Nd4 Si4,-0.5671532786666666
mp-779343,Li4 Mn4 F16,-2.8742443010440604
mp-777674,Li4 Fe4 F16,-2.778880779722222
mp-756037,Li2 Mn2 Co6 O16,-1.4605178462511044
mp-766529,Li4 Fe4 Si4 O16,-2.4837491533333327
mp-10520,Li2 Nd2 Ti2 O8,-3.414705732023809
mp-1275948,Li2 Ni6 O8,-1.3492032447916662
mp-756511,Li4 V4 B4 O16,-2.5984679535714283
mp-1210924,Li2 Tb4 Ru2 O12,-2.862381880166666
mp-859087,Li4 Mn4 P4 O16,-2.5662215569153184
mp-753432,Li2 Mn2 Fe2 O8,-1.938327053037766
mp-1284576,Li2 Cr4 O8,-2.1972638876190485
mp-1206724,Li2 As6,-0.0019930719791663
mp-1235553,Ba2 Li1 Eu1 Cu4 O8,-1.949767863645833
mp-757307,Li3 V3 Si6 O18,-2.942612281833334
mp-1077386,Li2 Fe2 P2,-0.5609917759920636
mp-759855,Li3 V3 Fe3 P6 H6 O30,-2.2963626421638645
mp-1201845,Li1 Au1 C4 S4 O12 F12,-1.7236435709803923
mp-760194,Li8 V8 F48,-2.946349872447917
mp-1235194,Li1 Eu2 Co1 O4,-2.1905694091666668
mp-781961,Li4 Cr4 P4 H8 O20,-2.111648237547618
mp-1036528,Li1 Mg14 Al1 O16,-3.011793901979166
mp-1245582,Li1 Pd1 N1,0.146729148194448
mp-758351,Li4 P16 W4 O48,-2.505295747189152
mp-1185609,Li1 Gd2 Rh1,2.089858764166664
mp-1176609,Li2 Nb2 P8 O24,-2.5911430964947084
mp-10687,Li1 Cd1 P1,-0.2047134669642799
mp-709066,Rb16 Li4 H12 S16 O64,-2.0416990474851184
mp-753423,Li2 Mn4 P4 O16,-2.459799307575469
mp-753939,Li4 Sn4 P4 O16,-2.405645029710883
mp-23057,Cs2 Li2 Br4,-1.9540658904166663
mp-1095845,Li1 Ti2 Os1,2.830643817499997
mp-766456,Li4 Fe8 P8 O32,-2.3762915434706957
mp-1031012,Na1 Li1 Mg6 O7,-2.488151616480842
mp-26861,Li2 Co2 P8 O24,-2.380781289828041
mp-758890,Li2 Ag4 F8,-1.711376584166666
mp-1021317,Sr2 Li2 Mg12,0.0824045508333335
mp-774859,Li4 Nb4 P4 O20,-2.758494234434523
mp-600561,Li1 Rh1,-0.1860063383333337
mp-1027823,Li1 Mg14 Cu1,0.0316621905729173
mp-862716,Li1 Ag3,-0.1287975304166657
mp-756227,Li2 V4 F14,-3.205222373083333
mp-761149,Li8 Mn8 F40,-2.677097401430625
mp-1021277,Li2 Mg12 Sb2,-0.1003710216666664
mp-781739,Li2 V16 F66,-2.9877392147817465
mp-1176707,Li6 Fe6 F18,-2.7490719865
mp-763331,Li2 Mn4 F10,-2.9805613739619257
mp-1097525,Li1 Cu1 Au2,0.9799801916666668
mp-1176622,Li2 Mn2 F8,-2.863903393544061
mp-1110855,K2 Li1 Mo1 Cl6,-1.7073482966666405
mp-753565,Li1 Ti4 V1 O8,-2.8949992869047625
mp-1236076,Li1 Tm2 Cl2 O2,-2.721718568333336
mp-1194722,K4 Li4 Tm4 F20,-3.822806559135418
mp-30248,Li4 Mo4 S8,-1.122879958489584
mp-1100438,Li1 Sc1 Sn1,-0.0712403411111104
mp-1027955,Li1 Mg14 Zn1,0.017487819791667
mp-753560,Li4 V4 P4 H4 O20,-2.488002800469576
mp-31367,Li4 Cl4 O8,-1.096492950208333
mp-779809,Li8 Sb8 S16 O64,-1.9092512959027768
mp-1445091,Li1 Mn3 O4 F2,2.506809941787356
mp-777525,Li4 Fe4 F16,-2.7727870322222223
mp-554837,Ba6 Li2 Ir4 O18,-2.1843745997222244
mp-1021272,Li2 Mg12 Sb2,-0.0980675747916663
mp-861268,Li1 La1 Nb2 O7,-3.179230402803029
mp-1236349,Li1 Mn2 B8 O14,-2.48143407590115
mp-758422,Li4 V4 P8 O28,-2.6611928488744585
mp-1096180,Li1 Zr1 Pd2,1.6203101102083295
mp-1185413,Li1 Pm2 Co1,0.0905160545833361
mp-1097465,Li1 Hf1 Hg2,1.612397044895829
mp-766451,Li4 Co8 P8 O32,-2.2283573334706963
mp-862722,Li1 Ho1 Au2,-0.776720307916662
mp-757939,Li4 Fe4 C4 O16,-1.8452107958333328
mp-24405,Li2 Cd8 Ge10 H2 O30,-1.8981561460416665
mp-1201317,Li4 V4 Cu8 O24,-1.5191323648333324
mp-753473,Li2 Co2 O4,-1.6502539833333332
mp-1284451,Li2 Mn6 O8,-2.045141750890804
mp-755433,Li2 Co4 O4 F6,-1.906493343854167
mp-6721,Sr6 Li2 Ru2 O12,-2.579383224393939
mp-1222366,Li2 Ni2 Rh2 F12,-2.31606112037037
mp-777472,Li4 Fe4 F16,-2.7345426251388893
mp-861954,Li1 Ta1 Ru2,-0.2124819110000011
mp-1193296,Li4 Ti8 O16,-3.2178225292857143
mp-1111150,K2 Li1 Co1 F6,-2.7406179652833336
mp-757797,Li4 Ti4 P8 O28,-2.8379083553138527
mp-849622,Li2 Fe8 B8 O24,-2.229367872142857
mp-755983,Li2 V4 Fe2 O12,-2.190256788333334
mp-780663,Li5 Mn10 B10 O30,-2.4296428185935217
mp-860885,Li4 Ni4 P12 O36,-2.404604102125849
mp-862887,Li1 Sc2 Os1,-0.3309254483333337
mp-767609,Li4 V4 F20,-3.0926431597619044
mp-27064,Li2 Cu2 P2 O8,-2.1850161639965973
mp-770731,Li4 Zr8 O16,-3.275953902976189
mp-26856,Li4 Sn4 P16 O48,-2.4601106142724865
mp-1233002,Sr4 Li1 Mn2 Ga2 O10,-2.6115618073260736
mp-1197625,Li4 Ce16 Ge16,-0.6714435387037017
mp-759500,Li3 Co3 F9,-2.584331390166668
mp-997515,Li2 Fe16 O24,-1.6777376639682533
mp-1306746,Li4 Co4 P4 O16,-2.2778804579251704
mp-1311636,Li2 V6 Zn4 O16,-2.3125836002380944
mp-26326,Li2 Fe2 P4 O14,-2.4881913991017304
mp-1235114,Ba3 Li1 Ti3 O8,-3.027538477555555
mp-753431,Li2 Mn4 O4 F6,-2.548416314586924
mp-778512,Li8 Fe8 F32,-2.7281928728472224
mp-1176591,Li1 N1 O2,-1.2359137408333334
mp-504206,Li4 V4 P20 O60,-2.5637855738203466
mp-756958,Li4 Fe4 P4 O16,-2.469217819710884
mp-1238788,Li4 Cr8 S16,-0.9066745069047611
mp-1147554,Li2 La2 S2 O2,-2.777995097083334
mp-765159,Li4 Cr4 C4 O16,-2.1706356683333325
mp-1094588,Li1 Mg5,-0.0108752519444443
mp-760238,Li3 V3 Cr3 P12 O42,-2.639988309693877
mp-1236065,Li1 Cd4 Tc4 O12,-1.503224929206348
mp-1209991,Na2 Li2 Lu4 F16,-4.038679100670499
mp-1235743,K2 Li1 Nd4 Nb2 O12,-3.1337544989444432
mp-995393,Li2 S8,-0.6129430461666665
mp-1222914,Li1 B1 H16 O10,-1.478706570625
mp-1192528,Li4 Ca12 As8 H4,-1.0413947356547624
mp-976330,Li1 Zr2 Ir1,-0.5524095066666668
mp-1190882,Li2 Lu2 W4 O16,-2.679026495416666
mp-849298,Li2 Mn6 B6 O18,-2.388089264820402
mp-26197,Li4 Co4 P8 O28,-2.326245933874458
mp-1026841,Na1 Li1 Mg14,0.0428057357363504
mp-1302478,Li2 V6 Zn4 O16,-2.317196738809524
mp-568863,Li4 Eu8 C4 Br12 N8,-1.698392431203705
mp-758824,Li8 Mn8 P8 H16 O40,-2.203855406590721
mp-780522,Li2 V2 P6 H16 O26,-1.9741885372985344
mp-753549,Li1 V6 O7 F5,-2.7513421699122804
mp-1021403,Li2 Mg12 Sn2,-0.0533002604166663
mp-1105326,Li4 Ta4 O12,-2.868123638133332
mp-756773,Li2 Co4 O8,-1.461298376190476
mp-1080066,Li2 Tm2 Sn4,-0.3530753833333344
mp-1211355,K1 Li1 Al2 Si4 O10 F2,-2.938619631529167
mp-1211242,Li4 Bi4 F8,-2.201062882083333
mp-1185471,Li1 Tb3,0.1822007141666652
mp-1026794,Li1 Mg14 Mo1,0.1271127697916667
mp-26647,Li4 Co4 P8 O28,-2.309661287510822
mp-756207,Li2 Co2 Ge2 O8,-1.8330453954761907
