material_id,composition,E_f
mp-1311449,Li8 Co4 O2 F14,-2.6415005480952383
mp-753500,Li16 V4 P8 O32,-2.65137229334127
mp-754733,Li4 Ti2 Cr3 Co3 O16,-2.239886216428571
mp-1147738,Li32 Zn8 P16 S64,-1.0575440465079358
mp-1290983,Li8 Y6 V2 O16,-3.014168735208333
mp-1174024,Li4 Mn1 Co3 O8,-1.769341248829024
mp-1177343,Li4 Nb2 Fe3 Cu3 O16,-1.9255621815476176
mp-770036,Li4 Mn3 V2 Cr3 O16,-2.271385661683087
mp-779783,Li8 Mn2 Fe6 B8 O24,-2.371597161372126
mp-776772,Li4 Ti2 Cr3 Sn3 O16,-2.4626950398214293
mp-1174299,Li8 Mn6 O14,-2.121670409973317
mp-1174561,Li8 Mn2 Co4 O14,-1.7959931416974544
mp-764385,Li4 Fe3 Cu3 Sb2 O16,-1.6665252886904756
mp-1177430,Li8 Fe4 P6 O24,-2.5060299086791376
mp-4426,Li8 Se2 O10,-1.9487821938177088
mp-755294,Li4 Fe3 Te1 O12,-1.5767024089999992
mp-1147735,Li8 Zn2 P4 S16,-1.0611635305079357
mp-755860,Li4 Cr3 Sn3 Sb2 O16,-2.135524147083333
mp-1174135,Li4 Mn1 Co3 O8,-1.7658430407040235
mp-753765,Li8 Cr6 Ni2 O16,-2.177985215208333
mp-677490,Li16 Nd12 Sb4 Te4 O48,-2.7248823670238083
mp-762510,Li4 Ni5 Sb3 O16,-1.6598459883333336
mp-759014,Li16 Mn4 O8 F12,-2.666978723376436
mp-771646,Li8 V2 Ga6 O16,-2.3655042844270824
mp-754576,Li4 Mg1 Co3 O8,-1.8876605405208329
mp-850289,Li8 Ti4 Ni6 Sb6 O32,-2.182003617321429
mp-850355,Li16 Co4 O8 F8,-2.295169981481481
mp-783919,Li8 Mn2 Fe6 P8 O32,-2.513777630886993
mp-758935,Li4 Fe7 P6 O24,-2.356798310272938
mp-1314586,Li8 V6 O16,-2.43876095488889
mp-1375244,Li8 V2 Cr6 O16,-0.985766208645833
mp-1177355,Li4 Mn7 P6 O24,-2.548449432358724
mp-763819,Li4 Mn7 O2 F14,-2.8013331677352062
mp-765095,Li4 Nb2 Cr3 Co3 O16,-2.2418855361904755
mp-757423,Li4 V1 Ni3 P4 O16,-2.427045375068027
mp-1174729,Li8 Mn2 Co4 O14,-1.820323739911741
mp-772097,Li4 Cr3 Fe5 O16,-1.8364180183333327
mp-756706,Li4 Cr1 Co3 O8,-1.7864739158333336
mp-759056,Li8 Ti4 Mn6 O20,-2.588723747568058
mp-779900,Li4 Co2 Ni3 O10,-1.452779657280702
mp-757584,Li8 V2 P4 O18,-2.62447771750744
mp-1177222,Li8 V6 P16 O58,-2.568664757794913
mp-775818,Li4 V3 Cr5 O16,-2.394878691190476
mp-753186,Li4 Mn3 Ni3 O12,-1.7547818739602925
mp-775383,Li8 V6 P16 O58,-2.5699213915449133
mp-774843,Li4 V3 Co3 Sn2 O16,-2.076792262619047
mp-1177457,Li4 Mn2 Fe3 Sn1 P6 O24,-2.431710311551312
mp-867956,Li4 Mn5 Ni1 P6 O24,-2.4615340505211405
mp-756375,Li4 Fe1 Cu3 O8,-1.5149646995833326
mp-754241,Li4 Cr3 Fe1 O8,-2.290827823958332
mp-1147726,Li12 Zn3 P6 S24,-1.059620606396825
mp-773508,Li4 Cu3 Ni3 W2 O16,-1.620640207261904
mp-770328,Li8 Cr6 Fe2 O16,-2.284072011145832
mp-1305882,Li8 Mn6 Co2 O16,-2.015037715445402
mp-767369,Li8 Ti8 Mn2 Cr8 O36,-2.702320853212828
mp-775950,Li32 Ca8 Ni8 O32,-2.0558948493333333
mp-754562,Li4 Mn3 Fe1 B4 O12,-2.4594669239080447
mp-851075,Li16 V20 O48,-2.424471151825396
mp-1222512,Li4 Zr3 O8,-3.1253852395555555
mp-779055,Li8 Mn6 P8 H4 O32,-2.4615384201102724
mp-1645230,Li8 Ti2 Co10 O24,-1.8721703355303017
mp-778382,Li8 Mn6 Fe2 B8 O24,-2.460190338283045
mp-774878,Li4 Cr2 Fe3 Co3 O16,-1.707749799047619
mp-770524,Li4 Mn3 V3 Cr2 O16,-2.2999136338259447
mp-770999,Li4 Nb3 V3 Ni2 O16,-2.449206727619049
mp-642996,Li8 H12 Os2,-0.4906729753787883
mp-753426,Li4 Ti3 Co3 Te2 O16,-2.2939259023809524
mp-768851,Li8 Al2 Cr6 O16,-2.561894140833332
mp-1174248,Li8 Mn6 O14,-2.141085864259032
mp-757922,Li4 Co3 Cu2 Sb3 O16,-1.6542737758333337
mp-1174320,Li8 Mn6 O14,-2.13284584283046
mp-775897,Li8 Ti6 Fe4 Sn6 O32,-2.479289892797619
mp-766600,Li32 Ti8 S32,-1.478110522129629
mp-690551,Li4 Mo3 O8,-2.063813125555556
mp-1645499,Li8 Ti2 Co10 O24,-1.7808929739393926
mp-772960,Li8 Cr4 P6 O24,-2.6221102253458044
mp-767675,Li8 Ti8 V2 Fe8 O36,-2.5417203116666665
mp-1174476,Li8 Mn2 Co4 O14,-1.8474455881260263
mp-755496,Li4 Ni3 Sn1 O8,-1.715713893645833
mp-752796,Li8 Ti4 Mn6 O20,-2.5948630730943743
mp-1222620,Li4 Mn1 Co2 Ni1 O8,-1.758802491329023
mp-861480,Li4 Nb3 Fe3 Sb2 O16,-2.2989385947619048
mp-776752,Li4 Mn2 Fe3 Sb1 P6 O24,-2.407186360926312
mp-775160,Li8 Ti4 Fe8 Co6 O36,-1.9480483964516129
mp-1177309,Li8 V6 P16 O58,-2.5681359668858232
mp-775656,Li4 Mn3 Nb2 V3 O16,-2.512674790254516
mp-1177198,Li8 V6 P16 O58,-2.570939257794913
mp-780578,Li8 Mn2 Si6 O18,-2.777258281692022
mp-1174692,Li8 Mn2 Co4 O14,-1.8487307013403125
mp-1177296,Li8 Ti8 Fe10 O36,-2.4189257371505364
mp-1174767,Li8 Mn2 Co4 O14,-1.7731862402688836
mp-757721,Li4 Mn3 Cu1 P4 O16,-2.515760780560638
mp-861547,Li4 Mn1 Co3 O8,-1.771164804454024
mp-26248,Li8 Cu2 P4 O16,-2.4561590131746027
mp-774587,Li4 Mn3 Ni3 Sn2 O16,-1.837814978111659
mp-849763,Li32 Cr8 P16 O72,-2.5587532891480658
mp-763223,Li4 Mn3 Fe2 Ni3 O16,-1.664540831683087
mp-759748,Na4 Li8 Mn4 C8 S2 O32,-2.0994750723949656
mp-778230,Li4 V3 Cr3 Cu2 O16,-2.096757447619047
mp-774451,Li4 Mn3 Fe2 Co3 O16,-1.7400429698973727
mp-1177257,Li4 Ti3 V3 Ni2 O16,-2.592095225119048
mp-1366652,Li8 Co6 O14,-0.0640725929166653
mp-755728,Li4 Ti5 V1 O12,-2.9729607495454533
mp-754057,Li4 Fe2 Cu3 Sb3 O16,-1.6968784015476186
mp-807569,Li8 Co2 O6 F2,1.2081726701851854
mp-757477,Li4 Mn1 V3 P4 O16,-2.6317671932084203
mp-1293153,Li8 Ti2 Co6 O16,-2.0546443041666658
mp-1211168,Li8 Be6 P6 I2 O24,-2.806604277054864
mp-1174468,Li8 Mn2 Co4 O14,-1.8430582281260268
mp-752971,Li8 V2 O8 F2,-2.5684274420833333
mp-1222443,Li4 Zn1 Cd3,-0.2501254839583318
mp-772531,Li4 Ti3 V3 Fe2 O16,-2.635714034761906
mp-753092,Li4 Ni3 O3 F4,-2.289865169702381
mp-759351,Li4 Co3 O1 F8,-2.548282932552083
mp-765840,Li4 V3 Co1 P4 O16,-2.5636266964965984
mp-762676,Li4 Nb2 V3 Fe3 O16,-2.4164046554761893
mp-759373,Li4 Co13 O28,-1.2431645571851853
mp-1177160,Li4 V5 Co3 O16,-2.166736257261905
mp-771729,Li8 Mn6 Nb2 O16,-2.314769886070403
mp-754258,Li4 Fe3 Ni1 O8,-1.7552067477083328
mp-777461,Li4 V3 Cr2 Sn3 O16,-2.3064189670833337
mp-770620,Li4 V1 Ni3 O8,-1.8443265995833336
mp-768701,Li8 Cr2 Fe6 O16,-2.0551027433333333
mp-775441,Li4 V3 Fe3 Sb2 O16,-2.1553572040476183
mp-1979079,Li8 Cr2 Te4 W2 O24,-1.939958925833333
mp-754076,Li4 Mn3 Fe3 Co2 O16,-1.7049194516830863
mp-759896,Li16 V4 F32,-3.0666422712179493
mp-1222565,Li8 B14 Cl2 O24,-2.7529154740625
mp-756045,Li8 Sn2 B4 O12,-2.3929708270512817
mp-757104,Li4 Mn1 Co3 P4 O16,-2.432953626779849
mp-763490,Li4 Ti3 Nb3 Cr2 O16,-2.80612687904762
mp-757783,Li4 Ti3 Cu3 W2 O16,-2.34747961047619
mp-772714,Li4 V3 Ni1 O8,-2.2818118808333336
mp-755809,Li4 Mn1 Fe5 O12,-1.6531577432392888
mp-1303744,Li8 Ti2 Ni6 O16,-1.9945458069791664
mp-780191,Li4 Co3 O1 F11,-2.4561933914912286
mp-770523,Li4 V2 Cr3 Fe3 O16,-2.1571889540476183
mp-1174840,Li8 Mn2 Co4 O14,-1.820161433840312
mp-1174316,Li8 Mn6 O14,-2.118560453187603
mp-1643984,Li8 Fe2 Te2 W4 O24,-2.0701277394999997
mp-774581,Li8 Ti6 V4 Cr8 O36,-2.657043618333333
mp-1173981,Li4 Mn1 Co3 O8,-1.7682371107040238
mp-773469,Li4 Mn5 Te3 O16,-1.8831465301067316
mp-1174359,Li8 Mn6 O14,-2.123365846759031
mp-1174027,Li4 Mn1 Co3 O8,-1.762954900704024
mp-758031,Li8 Sn2 P12 O36,-2.566710144006568
mp-1308768,Li8 Mn6 Co2 O16,-2.009582607632902
mp-1222533,Li4 Si1 Ge3 O10,-2.3974153785185184
mp-1174583,Li8 Mn2 Co4 O14,-1.856575841697455
mp-761276,Li4 Ni3 O6 F1,-1.671366041488094
mp-849667,Li4 Co5 O9 F1,-1.609281756491228
mp-1174264,Li8 Mn2 Co4 O14,-1.659624507054598
mp-763968,Li4 V3 Ni3 Te2 O16,-1.962419029523809
mp-1174630,Li8 Mn2 Co4 O14,-1.8300468734831683
mp-1324966,Li8 Mn2 Co4 O14,-0.0858864577688832
mp-753363,Li4 Sb1 Te3 O12,-1.7898294961666656
mp-756412,Li4 V3 Cr3 W2 O16,-2.381774492261904
mp-1177555,Li8 Mn10 Fe8 O36,-1.8444075763867256
mp-15753,Ba3 Li4 As4,-0.9237592312121204
mp-755203,Li8 Nb2 Fe2 W4 O24,-2.3706812246666664
mp-1978851,Li8 Ti2 Co10 O24,-1.858209092803029
mp-850408,Li4 Co1 Ni3 P4 O16,-2.359906562925169
mp-1177429,Li16 Fe12 Si12 O48,-2.459881810946969
mp-1174631,Li8 Mn2 Co4 O14,-1.8474567945545977
mp-768808,Li8 Al2 Cr6 O16,-2.562003390208332
mp-771275,Li4 V1 Te3 O12,-1.8710488236666665
mp-774858,Li4 Mn3 V2 Sb3 O16,-2.134841859897374
mp-759107,Li8 Mn6 P6 O24 F2,-2.6056389416763053
mp-753933,Li4 Sb1 Te2 W1 O12,-1.943019458333332
mp-1348408,Li4 Co7 O2 F14,-1.659752877160494
mp-775176,Li4 Fe1 Te2 W1 O12,-1.9117659658333324
mp-775290,Li4 Nb2 Cr3 Cu3 O16,-2.1319452101190484
mp-1308000,Li8 Co4 O2 F14,-2.6413380748809527
mp-758719,Li8 V4 Fe6 O20,-2.115316492807018
mp-775960,Li4 V5 Sb3 O16,-2.240402989047619
mp-1174524,Li8 Mn2 Co4 O14,-1.7933131177688832
mp-867537,Li4 Co3 Ni1 O8,-1.679092926458333
mp-776141,Li4 Fe3 Co2 Sb3 O16,-1.8149249858333327
mp-1174769,Li8 Mn2 Co4 O14,-1.7095134681260262
mp-766548,Li4 Ti11 O24,-3.29934714948718
mp-705404,Li16 Fe12 P16 O60,-2.474920390073261
mp-767820,Li4 V8 O13 F3,-2.593999842083333
mp-756252,Li8 Cr6 Co2 O16,-2.2198105277083338
mp-774605,Li8 Co6 Sn4 Sb6 O32,-1.9014966969047615
mp-774791,Li4 Mn3 Cr3 Te2 O16,-2.0759436453735622
mp-756835,Li4 Mn1 Fe3 O8,-1.900687364454023
mp-776613,Li4 Ti1 Cu2 Ni3 P6 O24,-2.3240704416130944
mp-754416,Li16 Mn4 B8 O24,-2.5232142386228995
mp-1174751,Li8 Mn2 Co4 O14,-1.7987206106260265
mp-1177404,Li32 Fe8 S24,-1.144967308854166
mp-764927,Li12 Cr3 P9 O36,-2.479698576363094
mp-777449,Li4 V5 Sn1 O12,-2.335581289469697
mp-555320,Li8 C2 O8,-2.051032988981481
mp-770974,Li4 Mn3 Nb2 Cu3 O16,-2.039821753111658
mp-1174593,Li8 Mn2 Co4 O14,-1.7825569338403124
mp-766091,Li4 La5 Ti6 Nb2 O26,-3.4238067124031004
mp-1177431,Li4 Fe3 Ni3 O12,-1.4689197769696962
mp-778187,Li8 Co6 P8 H36 O48,-1.8109916456491455
mp-1174479,Li8 Mn2 Co4 O14,-1.795522412054598
mp-1273431,Li16 Fe4 P8 O32,-2.5715711493412687
mp-779751,Li4 Ti3 Co3 W2 O16,-2.4190365279761914
mp-754209,Li4 Cr3 Ni1 O8,-2.183219597083334
mp-756583,Li4 V5 Cu1 Cl1 O15,-2.20256839099359
mp-1174081,Li4 Mn1 Co3 O8,-1.655468038204024
mp-771912,Li8 Cr4 C8 S2 O32,-2.07730580095679
mp-1303805,Li8 Cr6 Co2 O16,-2.213013404895833
mp-776073,Li8 Ti6 Nb4 Co6 O32,-2.6852339020833336
mp-1177484,Li4 Nb3 V2 Ni3 O16,-2.353473856547617
mp-1255615,Li16 V8 Si4 P8 O48,-2.6983773721485256
mp-1174378,Li8 Mn6 O14,-2.1264039639018883
mp-1177267,Li4 V3 Cu1 P4 O16,-2.535367756853741
mp-768874,Li8 Cr2 Fe6 O16,-2.0548518692708333
mp-765171,Li4 V3 Co3 Sb2 O16,-2.095437118154762
mp-859116,Li8 V2 F12,-2.937695501666667
mp-1177464,Li4 Mn3 Fe3 P6 O24,-2.4305858041245885
mp-1174486,Li8 Mn2 Co4 O14,-1.802934207054598
mp-765948,Li4 Nb3 Cr2 Fe3 O16,-2.384178036190476
mp-1174579,Li8 Mn2 Co4 O14,-1.8234410527688831
mp-1301464,Li8 Mn6 Co2 O16,-2.0243299079454022
mp-1177271,Li8 Ti6 V12 O36,-2.7200106976881733
mp-774513,Li8 Ti8 Co10 O36,-2.181363397795699
mp-1174623,Li8 Mn2 Co4 O14,-1.7458146220545976
mp-766048,Li8 V4 Si2 Ge2 O20,-2.5686229568518524
mp-770520,Li4 Ti2 Cr3 Fe3 O16,-2.320461768928571
mp-766808,Li4 Mn8 O13 F3,-2.231129247206486
mp-770505,Li4 Ti3 Cr2 Co3 O16,-2.3701538097619053
mp-1298695,Li8 Ti2 Ni6 O16,-1.9939682191666668
mp-1174283,Li8 Mn6 O14,-2.1197275614018887
mp-768714,Li4 Ti2 V3 Ni3 O16,-2.369445894285714
mp-1177235,Li4 V3 Ni2 Sb3 O16,-2.0819956576190477
mp-752950,Li4 Fe5 O10,-1.80803127254386
mp-764336,Li12 Mn9 O3 F24,-2.850891894455819
mp-1174621,Li8 Mn2 Co4 O14,-1.856105222768883
mp-774670,Li4 Mn3 Cu3 Sn2 O16,-1.7639789695402297
mp-1174473,Li8 Mn2 Co4 O14,-1.8353912816974556
mp-1306001,Li8 Ni6 Sb2 O16,-1.7848924202083332
mp-775239,Li8 Mn6 Fe2 B8 O24,-2.4596634457830446
mp-868646,Li4 V5 Sn3 O16,-2.343272076011905
mp-1177335,Li8 V6 P16 O58,-2.56923322040855
mp-770958,Li4 Nb1 Fe3 O8,-2.166832995208332
mp-752430,Li16 Mn4 Si8 O28,-2.759589392054598
mp-755173,Li8 Fe2 O6 F2,-2.1677471398148143
mp-1095231,Ba3 Li4 Bi4,-0.7882540912121275
mp-1303410,Li8 Co6 Ni2 O16,-1.624740827708333
mp-755720,Li4 Fe1 Te3 O12,-1.801552802166666
mp-766040,Li16 V8 Si4 O32,-2.5848700427222213
mp-754232,Li4 Co3 W1 O8,-1.895728076458334
mp-1317623,Li8 Cr6 Co2 O16,-2.2180270598958334
mp-1346420,Li4 V3 Fe2 O10,-0.4276734599122802
mp-766883,Li8 Ti8 Mn8 V2 O36,-2.657494977851316
mp-799387,Li4 Fe3 Te1 O8,-1.0839503775
mp-31082,Li4 Zr1 Ge2,-0.0594118690476191
mp-850217,Li16 V8 Si16 O52,-2.8777499477536224
mp-778996,Li8 Co4 Ni6 O20,-1.3695263772807014
mp-1661403,Li8 Mn6 Co6 Sn4 O32,-1.8814614134688017
mp-774789,Li8 Ti4 Co6 Sb6 O32,-2.184195835357142
mp-754592,Li16 Fe4 O4 F16,-2.7611553165833334
mp-1174757,Li8 Mn2 Co4 O14,-1.8028597556260255
mp-775798,Li4 Mn5 V1 P6 O24,-2.541894767271142
mp-757757,Li4 Cu3 Ni1 P4 O16,-2.224181193282312
mp-1177475,Li40 Mn10 P20 O90,-2.5248060823781286
mp-760224,Li8 V6 P16 O58,-2.571886104954005
mp-769605,Li8 V2 Cr6 O16,-2.4176934570833337
mp-27797,Li4 H4 Rh1,-0.4692428279629621
mp-1174674,Li8 Mn2 Co4 O14,-1.8361617256260263
mp-1645697,Li8 Ti2 Co10 O24,-1.8462243118939392
mp-1174054,Li4 Mn1 Co3 O8,-1.7572957019540238
mp-753836,Li4 Ti3 Ni2 Sn3 O16,-2.4204126502976187
mp-1174613,Li8 Mn2 Co4 O14,-1.8067531959831689
mp-756756,Li4 Fe5 Co1 O12,-1.568668904696969
mp-766597,Li8 Ti10 S24,-1.5184628373809517
mp-776757,Li4 Co2 Ni3 Sn1 P6 O24,-2.232647997654761
mp-777652,Li4 Fe3 Si3 O12,-2.43479811560606
mp-759422,Li12 Fe3 O3 F15,-2.805429966969697
mp-754563,Li4 Ti2 Mn3 Cu3 O16,-2.047413884421183
mp-754687,Li4 Mn3 Co2 Sb3 O16,-1.932844508111658
mp-1174645,Li8 Mn2 Co4 O14,-1.84468844491174
mp-768890,Li8 B4 O10,-2.552824954015151
mp-1174170,Li4 Mn3 Co1 O8,-1.9920188185704024
mp-755337,Li4 Nb1 Fe3 O8,-2.1567416364583325
mp-756399,Li4 Mn3 Nb2 Cr3 O16,-2.465737302754516
mp-849544,Li16 Fe12 O4 F32,-2.6315202111458333
mp-777769,Li16 Mn4 H24 S16 O72,-1.8570056195080105
mp-885625,Li4 V1 Ni3 O8,-1.8330112227083333
mp-775155,Li12 Fe3 O3 F15,-2.7814014981818174
mp-765704,Li4 Fe3 Cu2 Sb3 O16,-1.7501300601190468
mp-1211177,Li8 Cu2 Sb2 O12,-1.938448362777777
mp-1174738,Li8 Mn2 Co4 O14,-1.8033789749117408
mp-768746,Li8 Cr6 Ga2 O16,-2.3773398281770826
mp-560072,Li8 Be6 As6 Cl2 O24,-2.3541371146014485
mp-1201205,Li16 B4 H40 N12,-0.5102856884722221
mp-758474,Li4 V3 O4 F8,-2.902693333333334
mp-1174626,Li8 Mn2 Co4 O14,-1.841512502768884
mp-762374,Li4 La3 Nb12 O36,-3.072892958333334
mp-1174183,Li4 Mn3 Co1 O8,-2.014120631695402
mp-768690,Li8 Cr6 Ga2 O16,-2.3772761563020826
mp-861696,Li8 Ti8 Cr10 O36,-2.710281733118279
mp-1177202,Li8 V6 P16 O58,-2.5631939654085496
mp-1174703,Li8 Mn2 Co4 O14,-1.823076218840312
mp-762932,Li4 Ni5 O10,-1.3437702046491236
mp-756262,K4 Li16 Cr4 O20,-2.0338411736893933
mp-755437,Li4 V1 Fe3 O8,-2.0245312558333337
mp-758087,Li4 V3 C6 O18,-2.0980984801075278
mp-1661623,Li8 Ti6 V6 Te4 O32,-2.5643569741666647
mp-769595,Li8 V2 Cr6 O16,-2.417655715833333
mp-775973,Li4 Cr1 Te1 W2 O12,-2.1370132775000004
mp-754890,Li4 Mn1 P6 O18,-2.607893791176603
mp-767907,Li8 Ti8 V8 Ni2 O36,-2.7357783850537625
mp-1174799,Li8 Mn2 Co4 O14,-1.8181190141974548
mp-759802,Li8 Co10 O24,-1.4495636003968246
mp-755699,Li4 Cr1 Cu3 O8,-1.6396236027083342
mp-758259,Li4 Ti3 Cu3 Te2 O16,-2.1734609777380958
mp-1177192,Li8 V6 P16 O58,-2.572511610181277
mp-759678,Li4 Ti15 O32,-3.2904969245751623
mp-779066,Li8 Mn6 Fe2 B8 O24,-2.4607711009913777
mp-766971,Li16 Cr4 S16,-1.2610498742592584
mp-776297,Li4 Ti5 Co3 O16,-2.675372506428571
mp-1177530,Li4 Mn2 Ni3 Sn3 O16,-1.7993617858641204
mp-756952,Li4 Mn1 F8,-2.9149127554818746
mp-777417,Li4 Ti5 Mn3 O16,-2.87727389156404
mp-757201,Li4 Fe3 O8,-1.6180226948888885
mp-1177195,Li8 V6 O2 F22,-3.0847779549122807
mp-774312,Li4 Co1 Ni5 P6 O24,-2.1796736867797613
mp-769508,Li8 Ti4 Mn14 O36,-2.2850937748553948
mp-857358,Li8 V2 F12,-3.0647540066666674
mp-1174549,Li8 Mn2 Co4 O14,-1.734823282768883
mp-867624,Li4 Co5 O12,-1.4249579849206355
mp-795937,Li8 Mo2 O10,1.0765880564166672
mp-768403,Li16 Ti4 Cr4 O24,-2.597954798055555
mp-773000,Li4 Mn2 V3 Cr3 O16,-2.324531771042693
mp-754685,Li4 Cr1 Fe1 W2 O12,-2.107419982166665
mp-754279,Li4 Cr3 Ni1 O8,-2.182048040208333
mp-768647,Li16 Mn4 Cr4 O24,-2.202383884897031
mp-777591,Li4 Ti5 Fe3 O16,-2.7863595449999994
mp-752920,Li8 Mn2 Sb4 W2 O24,-2.087533101813217
mp-1174432,Li8 Mn2 Co4 O14,-1.859709582411741
mp-758641,Li8 Fe4 Ni10 O24,-1.478019304275361
mp-867667,Li4 Mn3 Cr2 Cu3 O16,-1.733786172397373
mp-1174815,Li8 Mn2 Co4 O14,-1.7944095270545972
mp-1174602,Li8 Mn2 Co4 O14,-1.841256768126026
mp-755859,Li4 Mn1 Fe3 B4 O12,-2.370073240330459
mp-566257,Li4 Mo3 O8,-2.075189679555556
mp-775133,Li4 Ti3 Fe3 W2 O16,-2.4914456479761915
mp-758315,Li12 Mn21 O36,-2.0690862595152426
mp-753117,Li4 Ti3 V3 O12,-2.823014579242424
mp-770404,Li8 V4 Si2 P4 O24,-2.697205284648526
mp-849356,Li8 Mn6 Fe2 P8 O32,-2.5904835646677813
mp-752722,Li16 Mn4 Si8 O28,-2.747264105447456
mp-1304002,Li8 Ni6 Bi2 O16,-1.6128487383333328
mp-1174684,Li8 Mn2 Co4 O14,-1.8092316606260264
mp-756410,Li4 Mn5 Fe1 O12,-1.965605270590386
mp-673092,Li4 Sn1 P6 O18,-2.580995190041051
mp-1174678,Li8 Mn2 Co4 O14,-1.7411838906260255
mp-769928,Li4 Nb1 V3 O8,-2.448135875208334
mp-1177277,Li8 Ti2 V8 Fe8 O36,-2.2404763432795702
mp-759494,Li8 V6 P16 O58,-2.5678659207494587
mp-769792,Li4 Fe5 Co1 O12,-1.6651309087878787
mp-756064,Li4 Fe1 Te1 W2 O12,-2.054836951499999
mp-1211214,Li8 Be6 As6 Br2 O24,-2.3341150280797085
mp-1147737,Li4 Zn1 P2 S8,-1.06002968084127
mp-760136,Li4 Ti1 Cu3 P4 O16,-2.382831154829932
mp-755645,Li4 Ti1 Fe5 O12,-1.987367347121212
mp-770826,Li16 Cr4 O20,-2.0270355950833334
mp-1174534,Li8 Mn2 Co4 O14,-1.8622509277688837
mp-1299412,Li8 Mn6 Sb2 O16,-2.0992209788829026
mp-766514,Li8 Fe6 B8 O24,-2.360269595652173
mp-756503,Li16 Fe4 B8 O24,-2.4307770187820514
mp-1174212,Li8 Co6 O14,-1.6910682375595232
mp-755204,Li4 Mn1 Fe3 B4 O12,-2.3708422340804582
mp-1177205,Li8 V6 P16 O58,-2.565165474044913
mp-759620,Li8 V6 P16 O58,-2.569189926999459
mp-770941,Li4 Mn3 Nb2 Fe3 O16,-2.268049285611659
mp-1278660,Li16 Co4 O4 F20,-2.689340418939394
mp-778251,Li4 Ti1 Co2 Ni3 P6 O24,-2.3499220236130944
mp-1103229,Li4 Sm3 Ge4,-0.6720487371212126
mp-758046,Li4 Mn3 Co3 Ni2 O16,-1.57842083204023
mp-1102495,Li4 Pr3 Ge4,-0.6594363180303027
mp-752544,Li8 Mn2 V2 W4 O24,-2.2690839980632176
mp-768968,Li8 B8 Sb4 S2 O32,-2.335414017129629
mp-802816,Li8 V6 Cr2 O16,1.1627368401041671
mp-775755,Li4 Ti3 Ni3 Sb2 O16,-2.387306558333333
mp-760234,Li16 V8 P12 O48,-2.6710414965362808
mp-776001,Li4 Nb3 V3 Sb2 O16,-2.4755329183333328
mp-756811,Li8 Ti2 S8,-1.5217616024074074
mp-801543,Li4 Co7 O2 F14,-0.2835477356790121
mp-777267,Li8 V6 O2 F22,-3.0937228083333337
mp-755202,Li4 Fe5 Ni1 O12,-1.6183771446969697
mp-757134,Li4 Ti2 Fe3 Cu3 O16,-1.896357401071428
mp-1255288,Li8 V4 Si2 P4 O24,-2.71045270393424
mp-766206,Sr1 Li4 La15 Co4 O32,-3.183840040327381
mp-753213,Li8 Ni4 O2 F14,-2.577111265238095
mp-770256,Li8 V4 Si6 O24,-2.745175536587302
mp-755532,Li4 Co4 O3 F9,-2.282586126916667
mp-29149,Li4 N1 Cl1,-1.018106857986112
mp-1408159,Li4 Mn1 V3 O8,-1.981912026329022
mp-772506,Li4 Cr3 Fe2 Sb3 O16,-2.08586278047619
mp-772715,Li4 Ti3 V3 Cr2 O16,-2.776123981904761
mp-760176,Li8 V6 P16 O58,-2.573887919726732
mp-1177306,Li4 Ni5 Sb1 O12,-1.4637469824242415
mp-1177467,Li4 Fe1 Co2 Ni3 P6 O24,-2.2075421137797617
mp-753545,Li4 Mn3 Co2 Te3 O16,-1.749905944540229
mp-1174465,Li8 Mn2 Co4 O14,-1.7962582006260266
mp-1174453,Li8 Mn2 Co4 O14,-1.714755505268883
mp-753744,Li4 Mn1 Cu3 P4 O16,-2.2927636817798507
mp-1174218,Li4 Mn3 Co1 O8,-1.990926345445402
mp-766499,Li8 Mn6 B8 O24,-2.4711983286431782
mp-861729,Li4 Ti2 Mn3 Co3 O16,-2.1592615162068967
mp-770518,Li4 Ti3 Mn3 Co2 O16,-2.406865045611659
mp-1177407,Li4 Fe5 Sn3 O16,-1.8937689892261895
mp-754548,Li4 Cr3 Fe3 Sn2 O16,-2.027349640476191
mp-755408,Li4 Co5 O9 F1,-1.7039504749122816
mp-1641494,Li8 Ti2 Co10 O24,-1.8592145021212112
mp-771089,Li4 Mn1 Fe5 O12,-1.76913971914838
mp-1174756,Li8 Mn2 Co4 O14,-1.8185707724117404
mp-772169,Li4 Fe3 Ni3 Te2 O16,-1.698840445952381
mp-759341,Li8 Cu2 P12 O36,-2.48437291090312
mp-1177395,Li4 Mn3 Co1 Cu2 P6 O24,-2.314359631553161
mp-755247,Li8 Mn2 W6 O24,-2.2603929590632177
mp-1222625,Li4 Mn1 Co2 Ni1 O8,-1.7434954594540226
mp-756608,Li4 Cr3 Ni2 Sb3 O16,-2.0285701683333337
mp-1177329,Li8 Ti4 Co14 O36,-1.8151251917741928
mp-759349,Li32 Co8 O32,-1.7822843542592592
mp-758677,Li4 Ni5 Sn1 P6 O24,-2.272919547904762
mp-803628,Li8 Ti2 Co6 O16,-2.0664167866666654
mp-768712,Li8 Mn2 Cr2 O12,-2.2412058117720304
mp-1174110,Li4 Mn3 Co1 O8,-1.9418829423204016
mp-755153,Li4 Cr3 Fe1 O8,-2.291002518958332
mp-756259,Li8 Mn10 Nb2 O24,-2.2094543451358417
mp-793779,Li4 Fe3 Co3 Sn2 O16,-1.7389548240476194
