formula,X,B,A,A_w,A_d,A_dw,composition,Tolerance_Factor
Na3O(BCl4)0.375(ClO4)0.625,Na,O,BCl4,0.375,ClO4,0.625,Na3 B0.375 Cl2.125 O3.5,1.096819041272315
Na3O(BCl4)0.25(ClO4)0.75,Na,O,BCl4,0.25,ClO4,0.75,Na3 B0.25 Cl1.75 O4,1.0643125828396691
Na3O(BCl4)0.125(ClO4)0.875,Na,O,BCl4,0.125,ClO4,0.875,Na3 B0.125 Cl1.375 O4.5,1.031806124407023
Na3O(BCl4)0.875Br0.125,Na,O,BCl4,0.875,Br,0.125,Na3 B0.875 Br0.125 Cl3.5 O1,1.2107742663395686
Na3O(BCl4)0.75Br0.25,Na,O,BCl4,0.75,Br,0.25,Na3 B0.75 Br0.25 Cl3 O1,1.162197199243592
Na3O(BCl4)0.625Br0.375,Na,O,BCl4,0.625,Br,0.375,Na3 B0.625 Br0.375 Cl2.5 O1,1.1136201321476153
Na3O(BCl4)0.5Br0.5,Na,O,BCl4,0.5,Br,0.5,Na3 B0.5 Br0.5 Cl2 O1,1.0650430650516387
Na3O(BCl4)0.375Br0.625,Na,O,BCl4,0.375,Br,0.625,Na3 B0.375 Br0.625 Cl1.5 O1,1.016465997955662
Na3O(BCl4)0.25Br0.75,Na,O,BCl4,0.25,Br,0.75,Na3 B0.25 Br0.75 Cl1 O1,0.9678889308596853
Na3O(BCl4)0.125Br0.875,Na,O,BCl4,0.125,Br,0.875,Na3 B0.125 Br0.875 Cl0.5 O1,0.9193118637637087
Na3O(BCl4)0.875(NH2)0.125,Na,O,BCl4,0.875,NH2,0.125,Na3 B0.875 H0.25 N0.125 Cl3.5 O1,1.201643238689949
Na3O(BCl4)0.75(NH2)0.25,Na,O,BCl4,0.75,NH2,0.25,Na3 B0.75 H0.5 N0.25 Cl3 O1,1.1439351439443526
Na3O(BCl4)0.625(NH2)0.375,Na,O,BCl4,0.625,NH2,0.375,Na3 B0.625 H0.75 N0.375 Cl2.5 O1,1.0862270491987562
Na3O(BCl4)0.5(NH2)0.5,Na,O,BCl4,0.5,NH2,0.5,Na3 B0.5 H1 N0.5 Cl2 O1,1.0285189544531599
Na3O(BCl4)0.375(NH2)0.625,Na,O,BCl4,0.375,NH2,0.625,Na3 B0.375 H1.25 N0.625 Cl1.5 O1,0.9708108597075636
Na3O(BCl4)0.25(NH2)0.75,Na,O,BCl4,0.25,NH2,0.75,Na3 B0.25 H1.5 N0.75 Cl1 O1,0.9131027649619673
Na3O(BCl4)0.125(NH2)0.875,Na,O,BCl4,0.125,NH2,0.875,Na3 B0.125 H1.75 N0.875 Cl0.5 O1,0.855394670216371
Na3OBr,Na,O,Br,1.0,,,Na3 Br1 O1,0.870734796667732
Na3OBr0.875I0.125,Na,O,Br,0.875,I,0.125,Na3 I0.125 Br0.875 O1,0.8795005832113669
Na3OBr0.75I0.25,Na,O,Br,0.75,I,0.25,Na3 I0.25 Br0.75 O1,0.8882663697550017
Na3OBr0.625I0.375,Na,O,Br,0.625,I,0.375,Na3 I0.375 Br0.625 O1,0.8970321562986366
Na3OBr0.5I0.5,Na,O,Br,0.5,I,0.5,Na3 I0.5 Br0.5 O1,0.9057979428422716
Na3OBr0.375I0.625,Na,O,Br,0.375,I,0.625,Na3 I0.625 Br0.375 O1,0.9145637293859065
Na3OBr0.25I0.75,Na,O,Br,0.25,I,0.75,Na3 I0.75 Br0.25 O1,0.9233295159295413
Na3OBr0.125I0.875,Na,O,Br,0.125,I,0.875,Na3 I0.875 Br0.125 O1,0.9320953024731762
Na3OBr0.875(NO2)0.125,Na,O,Br,0.875,NO2,0.125,Na3 Br0.875 N0.125 O1.25,0.8692738322437928
Na3OBr0.75(NO2)0.25,Na,O,Br,0.75,NO2,0.25,Na3 Br0.75 N0.25 O1.5,0.8678128678198537
Na3OBr0.625(NO2)0.375,Na,O,Br,0.625,NO2,0.375,Na3 Br0.625 N0.375 O1.75,0.8663519033959145
Na3OBr0.5(NO2)0.5,Na,O,Br,0.5,NO2,0.5,Na3 Br0.5 N0.5 O2,0.8648909389719754
Na3OBr0.375(NO2)0.625,Na,O,Br,0.375,NO2,0.625,Na3 Br0.375 N0.625 O2.25,0.8634299745480363
Na3OBr0.25(NO2)0.75,Na,O,Br,0.25,NO2,0.75,Na3 Br0.25 N0.75 O2.5,0.8619690101240971
Na3OBr0.125(NO2)0.875,Na,O,Br,0.125,NO2,0.875,Na3 Br0.125 N0.875 O2.75,0.8605080457001579
Na3OBr0.875(IO4)0.125,Na,O,Br,0.875,IO4,0.125,Na3 I0.125 Br0.875 O1.5,0.8900925752849257
Na3OBr0.75(IO4)0.25,Na,O,Br,0.75,IO4,0.25,Na3 I0.25 Br0.75 O2,0.9094503539021194
Na3OBr0.625(IO4)0.375,Na,O,Br,0.625,IO4,0.375,Na3 I0.375 Br0.625 O2.5,0.9288081325193132
Na3OBr0.5(IO4)0.5,Na,O,Br,0.5,IO4,0.5,Na3 I0.5 Br0.5 O3,0.9481659111365068
Na3OBr0.375(IO4)0.625,Na,O,Br,0.375,IO4,0.625,Na3 I0.625 Br0.375 O3.5,0.9675236897537005
Na3OBr0.25(IO4)0.75,Na,O,Br,0.25,IO4,0.75,Na3 I0.75 Br0.25 O4,0.9868814683708942
Na3OBr0.125(IO4)0.875,Na,O,Br,0.125,IO4,0.875,Na3 I0.875 Br0.125 O4.5,1.0062392469880879
Na3OBr0.875(CN)0.125,Na,O,Br,0.875,CN,0.125,Na3 C0.125 Br0.875 N0.125 O1,0.868908591137808
Na3OBr0.75(CN)0.25,Na,O,Br,0.75,CN,0.25,Na3 C0.25 Br0.75 N0.25 O1,0.8670823856078841
Na3OBr0.625(CN)0.375,Na,O,Br,0.625,CN,0.375,Na3 C0.375 Br0.625 N0.375 O1,0.8652561800779602
Na3OBr0.5(CN)0.5,Na,O,Br,0.5,CN,0.5,Na3 C0.5 Br0.5 N0.5 O1,0.8634299745480363
Na3OBr0.375(CN)0.625,Na,O,Br,0.375,CN,0.625,Na3 C0.625 Br0.375 N0.625 O1,0.8616037690181123
Na3OBr0.25(CN)0.75,Na,O,Br,0.25,CN,0.75,Na3 C0.75 Br0.25 N0.75 O1,0.8597775634881883
Na3OBr0.125(CN)0.875,Na,O,Br,0.125,CN,0.875,Na3 C0.875 Br0.125 N0.875 O1,0.8579513579582645
Na3OBr0.875Cl0.125,Na,O,Br,0.875,Cl,0.125,Na3 Br0.875 Cl0.125 O1,0.8652561800779602
Na3OBr0.75Cl0.25,Na,O,Br,0.75,Cl,0.25,Na3 Br0.75 Cl0.25 O1,0.8597775634881883
Na3OBr0.625Cl0.375,Na,O,Br,0.625,Cl,0.375,Na3 Br0.625 Cl0.375 O1,0.8542989468984166
Na3OBr0.5Cl0.5,Na,O,Br,0.5,Cl,0.5,Na3 Br0.5 Cl0.5 O1,0.8488203303086448
Na3OBr0.375Cl0.625,Na,O,Br,0.375,Cl,0.625,Na3 Br0.375 Cl0.625 O1,0.843341713718873
Na3OBr0.25Cl0.75,Na,O,Br,0.25,Cl,0.75,Na3 Br0.25 Cl0.75 O1,0.8378630971291011
Na3OBr0.125Cl0.875,Na,O,Br,0.125,Cl,0.875,Na3 Br0.125 Cl0.875 O1,0.8323844805393293
Na3OBr0.875(ICl4)0.125,Na,O,Br,0.875,ICl4,0.125,Na3 I0.125 Br0.875 Cl0.5 O1,0.893014504132804
Na3OBr0.75(ICl4)0.25,Na,O,Br,0.75,ICl4,0.25,Na3 I0.25 Br0.75 Cl1 O1,0.9152942115978759
Na3OBr0.625(ICl4)0.375,Na,O,Br,0.625,ICl4,0.375,Na3 I0.375 Br0.625 Cl1.5 O1,0.937573919062948
Na3OBr0.5(ICl4)0.5,Na,O,Br,0.5,ICl4,0.5,Na3 I0.5 Br0.5 Cl2 O1,0.95985362652802
Na3OBr0.375(ICl4)0.625,Na,O,Br,0.375,ICl4,0.625,Na3 I0.625 Br0.375 Cl2.5 O1,0.982133333993092
Na3OBr0.25(ICl4)0.75,Na,O,Br,0.25,ICl4,0.75,Na3 I0.75 Br0.25 Cl3 O1,1.004413041458164
Na3OBr0.125(ICl4)0.875,Na,O,Br,0.125,ICl4,0.875,Na3 I0.875 Br0.125 Cl3.5 O1,1.026692748923236
Na3OBr0.875F0.125,Na,O,Br,0.875,F,0.125,Na3 Br0.875 O1 F0.125,0.8477246069906904
Na3OBr0.75F0.25,Na,O,Br,0.75,F,0.25,Na3 Br0.75 O1 F0.25,0.8247144173136488
Na3OBr0.625F0.375,Na,O,Br,0.625,F,0.375,Na3 Br0.625 O1 F0.375,0.8017042276366073
Na3OBr0.5F0.5,Na,O,Br,0.5,F,0.5,Na3 Br0.5 O1 F0.5,0.7786940379595657
Na3OBr0.375F0.625,Na,O,Br,0.375,F,0.625,Na3 Br0.375 O1 F0.625,0.7556838482825241
Na3OBr0.25F0.75,Na,O,Br,0.25,F,0.75,Na3 Br0.25 O1 F0.75,0.7326736586054825
Na3OBr0.125F0.875,Na,O,Br,0.125,F,0.875,Na3 Br0.125 O1 F0.875,0.709663468928441
Na3OBr0.875(ClO4)0.125,Na,O,Br,0.875,ClO4,0.125,Na3 Br0.875 Cl0.125 O1.5,0.8868054053310626
Na3OBr0.75(ClO4)0.25,Na,O,Br,0.75,ClO4,0.25,Na3 Br0.75 Cl0.25 O2,0.9028760139943932
Na3OBr0.625(ClO4)0.375,Na,O,Br,0.625,ClO4,0.375,Na3 Br0.625 Cl0.375 O2.5,0.9189466226577239
Na3OBr0.5(ClO4)0.5,Na,O,Br,0.5,ClO4,0.5,Na3 Br0.5 Cl0.5 O3,0.9350172313210545
Na3OBr0.375(ClO4)0.625,Na,O,Br,0.375,ClO4,0.625,Na3 Br0.375 Cl0.625 O3.5,0.9510878399843851
Na3OBr0.25(ClO4)0.75,Na,O,Br,0.25,ClO4,0.75,Na3 Br0.25 Cl0.75 O4,0.9671584486477157
Na3OBr0.125(ClO4)0.875,Na,O,Br,0.125,ClO4,0.875,Na3 Br0.125 Cl0.875 O4.5,0.9832290573110464
Na3OBr0.875(NH2)0.125,Na,O,Br,0.875,NH2,0.125,Na3 H0.25 Br0.875 N0.125 O1,0.8616037690181123
Na3OBr0.75(NH2)0.25,Na,O,Br,0.75,NH2,0.25,Na3 H0.5 Br0.75 N0.25 O1,0.8524727413684926
Na3OBr0.625(NH2)0.375,Na,O,Br,0.625,NH2,0.375,Na3 H0.75 Br0.625 N0.375 O1,0.843341713718873
Na3OBr0.5(NH2)0.5,Na,O,Br,0.5,NH2,0.5,Na3 H1 Br0.5 N0.5 O1,0.8342106860692533
Na3OBr0.375(NH2)0.625,Na,O,Br,0.375,NH2,0.625,Na3 H1.25 Br0.375 N0.625 O1,0.8250796584196336
Na3OBr0.25(NH2)0.75,Na,O,Br,0.25,NH2,0.75,Na3 H1.5 Br0.25 N0.75 O1,0.8159486307700139
Na3OBr0.125(NH2)0.875,Na,O,Br,0.125,NH2,0.875,Na3 H1.75 Br0.125 N0.875 O1,0.8068176031203943
Na3ONH2,Na,O,NH2,1.0,,,Na3 H2 N1 O1,0.7976865754707746
Na3O(NH2)0.875(NO2)0.125,Na,O,NH2,0.875,NO2,0.125,Na3 H1.75 N1 O1.25,0.8053566386964551
Na3O(NH2)0.75(NO2)0.25,Na,O,NH2,0.75,NO2,0.25,Na3 H1.5 N1 O1.5,0.8130267019221357
Na3O(NH2)0.625(NO2)0.375,Na,O,NH2,0.625,NO2,0.375,Na3 H1.25 N1 O1.75,0.8206967651478162
Na3O(NH2)0.5(NO2)0.5,Na,O,NH2,0.5,NO2,0.5,Na3 H1 N1 O2,0.8283668283734967
Na3O(NH2)0.375(NO2)0.625,Na,O,NH2,0.375,NO2,0.625,Na3 H0.75 N1 O2.25,0.8360368915991773
Na3O(NH2)0.25(NO2)0.75,Na,O,NH2,0.25,NO2,0.75,Na3 H0.5 N1 O2.5,0.8437069548248578
Na3O(NH2)0.125(NO2)0.875,Na,O,NH2,0.125,NO2,0.875,Na3 H0.25 N1 O2.75,0.8513770180505382
Na3SI,Na,S,I,1.0,,,Na3 S1 I1,0.7961132291680709
Na3SI0.875(NO2)0.125,Na,S,I,0.875,NO2,0.125,Na3 S1 I0.875 N0.125 O0.25,0.7874598245032006
Na3SI0.75(NO2)0.25,Na,S,I,0.75,NO2,0.25,Na3 S1 I0.75 N0.25 O0.5,0.7788064198383302
Na3SI0.625(NO2)0.375,Na,S,I,0.625,NO2,0.375,Na3 S1 I0.625 N0.375 O0.75,0.7701530151734599
Na3SI0.5(NO2)0.5,Na,S,I,0.5,NO2,0.5,Na3 S1 I0.5 N0.5 O1,0.7614996105085896
Na3SI0.375(NO2)0.625,Na,S,I,0.375,NO2,0.625,Na3 S1 I0.375 N0.625 O1.25,0.7528462058437193
Na3SI0.25(NO2)0.75,Na,S,I,0.25,NO2,0.75,Na3 S1 I0.25 N0.75 O1.5,0.7441928011788489
Na3SI0.125(NO2)0.875,Na,S,I,0.125,NO2,0.875,Na3 S1 I0.125 N0.875 O1.75,0.7355393965139786
Na3SI0.875(IO4)0.125,Na,S,I,0.875,IO4,0.125,Na3 S1 I1 O0.5,0.8050756839995438
Na3SI0.75(IO4)0.25,Na,S,I,0.75,IO4,0.25,Na3 S1 I1 O1,0.8140381388310166
Na3SI0.625(IO4)0.375,Na,S,I,0.625,IO4,0.375,Na3 S1 I1 O1.5,0.8230005936624895
Na3SI0.5(IO4)0.5,Na,S,I,0.5,IO4,0.5,Na3 S1 I1 O2,0.8319630484939623
Na3SI0.375(IO4)0.625,Na,S,I,0.375,IO4,0.625,Na3 S1 I1 O2.5,0.8409255033254351
Na3SI0.25(IO4)0.75,Na,S,I,0.25,IO4,0.75,Na3 S1 I1 O3,0.849887958156908
Na3SI0.125(IO4)0.875,Na,S,I,0.125,IO4,0.875,Na3 S1 I1 O3.5,0.8588504129883808
Na3SI0.875(ICl4)0.125,Na,S,I,0.875,ICl4,0.125,Na3 S1 I1 Cl0.5,0.8075480853323639
Na3SI0.75(ICl4)0.25,Na,S,I,0.75,ICl4,0.25,Na3 S1 I1 Cl1,0.8189829414966568
Na3SI0.625(ICl4)0.375,Na,S,I,0.625,ICl4,0.375,Na3 S1 I1 Cl1.5,0.8304177976609498
Na3SI0.5(ICl4)0.5,Na,S,I,0.5,ICl4,0.5,Na3 S1 I1 Cl2,0.8418526538252428
Na3SI0.375(ICl4)0.625,Na,S,I,0.375,ICl4,0.625,Na3 S1 I1 Cl2.5,0.8532875099895356
Na3SI0.25(ICl4)0.75,Na,S,I,0.25,ICl4,0.75,Na3 S1 I1 Cl3,0.8647223661538286
Na3SI0.125(ICl4)0.875,Na,S,I,0.125,ICl4,0.875,Na3 S1 I1 Cl3.5,0.8761572223181215
Na3SI0.875(NH2)0.125,Na,S,I,0.875,NH2,0.125,Na3 H0.25 S1 I0.875 N0.125,0.7809697710045479
Na3SI0.75(NH2)0.25,Na,S,I,0.75,NH2,0.25,Na3 H0.5 S1 I0.75 N0.25,0.7658263128410248
Na3SI0.625(NH2)0.375,Na,S,I,0.625,NH2,0.375,Na3 H0.75 S1 I0.625 N0.375,0.7506828546775016
Na3SI0.5(NH2)0.5,Na,S,I,0.5,NH2,0.5,Na3 H1 S1 I0.5 N0.5,0.7355393965139786
Na3SI0.375(NH2)0.625,Na,S,I,0.375,NH2,0.625,Na3 H1.25 S1 I0.375 N0.625,0.7203959383504555
Na3SI0.25(NH2)0.75,Na,S,I,0.25,NH2,0.75,Na3 H1.5 S1 I0.25 N0.75,0.7052524801869324
Na3SI0.125(NH2)0.875,Na,S,I,0.125,NH2,0.875,Na3 H1.75 S1 I0.125 N0.875,0.6901090220234093
Na3SNO2,Na,S,NO2,1.0,,,Na3 S1 N1 O2,0.7268859918491083
Na3SIO4,Na,S,IO4,1.0,,,Na3 S1 I1 O4,0.8678128678198537
Na3S(IO4)0.875(NO2)0.125,Na,S,IO4,0.875,NO2,0.125,Na3 S1 I0.875 N0.125 O3.75,0.8501970083235105
Na3S(IO4)0.75(NO2)0.25,Na,S,IO4,0.75,NO2,0.25,Na3 S1 I0.75 N0.25 O3.5,0.8325811488271674
Na3S(IO4)0.625(NO2)0.375,Na,S,IO4,0.625,NO2,0.375,Na3 S1 I0.625 N0.375 O3.25,0.8149652893308241
Na3S(IO4)0.5(NO2)0.5,Na,S,IO4,0.5,NO2,0.5,Na3 S1 I0.5 N0.5 O3,0.797349429834481
Na3S(IO4)0.375(NO2)0.625,Na,S,IO4,0.375,NO2,0.625,Na3 S1 I0.375 N0.625 O2.75,0.7797335703381378
Na3S(IO4)0.25(NO2)0.75,Na,S,IO4,0.25,NO2,0.75,Na3 S1 I0.25 N0.75 O2.5,0.7621177108417946
Na3S(IO4)0.125(NO2)0.875,Na,S,IO4,0.125,NO2,0.875,Na3 S1 I0.125 N0.875 O2.25,0.7445018513454514
Na3S(IO4)0.875(NH2)0.125,Na,S,IO4,0.875,NH2,0.125,Na3 H0.25 S1 I0.875 N0.125 O3.5,0.8437069548248578
Na3S(IO4)0.75(NH2)0.25,Na,S,IO4,0.75,NH2,0.25,Na3 H0.5 S1 I0.75 N0.25 O3,0.8196010418298618
Na3S(IO4)0.625(NH2)0.375,Na,S,IO4,0.625,NH2,0.375,Na3 H0.75 S1 I0.625 N0.375 O2.5,0.795495128834866
Na3S(IO4)0.5(NH2)0.5,Na,S,IO4,0.5,NH2,0.5,Na3 H1 S1 I0.5 N0.5 O2,0.77138921583987
Na3S(IO4)0.375(NH2)0.625,Na,S,IO4,0.375,NH2,0.625,Na3 H1.25 S1 I0.375 N0.625 O1.5,0.747283302844874
Na3S(IO4)0.25(NH2)0.75,Na,S,IO4,0.25,NH2,0.75,Na3 H1.5 S1 I0.25 N0.75 O1,0.7231773898498781
Na3S(IO4)0.125(NH2)0.875,Na,S,IO4,0.125,NH2,0.875,Na3 H1.75 S1 I0.125 N0.875 O0.5,0.6990714768548821
Na3SCN,Na,S,CN,1.0,,,Na3 C1 S1 N1,0.7244135905162882
Na3S(CN)0.875I0.125,Na,S,CN,0.875,I,0.125,Na3 C0.875 S1 I0.125 N0.875,0.733376045347761
Na3S(CN)0.75I0.25,Na,S,CN,0.75,I,0.25,Na3 C0.75 S1 I0.25 N0.75,0.7423385001792339
Na3S(CN)0.625I0.375,Na,S,CN,0.625,I,0.375,Na3 C0.625 S1 I0.375 N0.625,0.7513009550107067
Na3S(CN)0.5I0.5,Na,S,CN,0.5,I,0.5,Na3 C0.5 S1 I0.5 N0.5,0.7602634098421795
Na3S(CN)0.375I0.625,Na,S,CN,0.375,I,0.625,Na3 C0.375 S1 I0.625 N0.375,0.7692258646736524
Na3S(CN)0.25I0.75,Na,S,CN,0.25,I,0.75,Na3 C0.25 S1 I0.75 N0.25,0.7781883195051252
Na3S(CN)0.125I0.875,Na,S,CN,0.125,I,0.875,Na3 C0.125 S1 I0.875 N0.125,0.7871507743365981
Na3S(CN)0.875(NO2)0.125,Na,S,CN,0.875,NO2,0.125,Na3 C0.875 S1 N1 O0.25,0.7247226406828907
Na3S(CN)0.75(NO2)0.25,Na,S,CN,0.75,NO2,0.25,Na3 C0.75 S1 N1 O0.5,0.7250316908494931
Na3S(CN)0.625(NO2)0.375,Na,S,CN,0.625,NO2,0.375,Na3 C0.625 S1 N1 O0.75,0.7253407410160957
Na3S(CN)0.5(NO2)0.5,Na,S,CN,0.5,NO2,0.5,Na3 C0.5 S1 N1 O1,0.7256497911826982
Na3S(CN)0.375(NO2)0.625,Na,S,CN,0.375,NO2,0.625,Na3 C0.375 S1 N1 O1.25,0.7259588413493007
Na3S(CN)0.25(NO2)0.75,Na,S,CN,0.25,NO2,0.75,Na3 C0.25 S1 N1 O1.5,0.7262678915159032
Na3S(CN)0.125(NO2)0.875,Na,S,CN,0.125,NO2,0.875,Na3 C0.125 S1 N1 O1.75,0.7265769416825058
Na3S(CN)0.875(IO4)0.125,Na,S,CN,0.875,IO4,0.125,Na3 C0.875 S1 I0.125 N0.875 O0.5,0.7423385001792339
Na3S(CN)0.75(IO4)0.25,Na,S,CN,0.75,IO4,0.25,Na3 C0.75 S1 I0.25 N0.75 O1,0.7602634098421795
Na3S(CN)0.625(IO4)0.375,Na,S,CN,0.625,IO4,0.375,Na3 C0.625 S1 I0.375 N0.625 O1.5,0.7781883195051252
Na3S(CN)0.5(IO4)0.5,Na,S,CN,0.5,IO4,0.5,Na3 C0.5 S1 I0.5 N0.5 O2,0.7961132291680709
Na3S(CN)0.375(IO4)0.625,Na,S,CN,0.375,IO4,0.625,Na3 C0.375 S1 I0.625 N0.375 O2.5,0.8140381388310166
Na3S(CN)0.25(IO4)0.75,Na,S,CN,0.25,IO4,0.75,Na3 C0.25 S1 I0.75 N0.25 O3,0.8319630484939623
Na3S(CN)0.125(IO4)0.875,Na,S,CN,0.125,IO4,0.875,Na3 C0.125 S1 I0.875 N0.125 O3.5,0.849887958156908
Na3S(CN)0.875Cl0.125,Na,S,CN,0.875,Cl,0.125,Na3 C0.875 S1 N0.875 Cl0.125,0.7213230888502631
Na3S(CN)0.75Cl0.25,Na,S,CN,0.75,Cl,0.25,Na3 C0.75 S1 N0.75 Cl0.25,0.7182325871842379
Na3S(CN)0.625Cl0.375,Na,S,CN,0.625,Cl,0.375,Na3 C0.625 S1 N0.625 Cl0.375,0.7151420855182128
Na3S(CN)0.5Cl0.5,Na,S,CN,0.5,Cl,0.5,Na3 C0.5 S1 N0.5 Cl0.5,0.7120515838521877
Na3S(CN)0.375Cl0.625,Na,S,CN,0.375,Cl,0.625,Na3 C0.375 S1 N0.375 Cl0.625,0.7089610821861626
Na3S(CN)0.25Cl0.75,Na,S,CN,0.25,Cl,0.75,Na3 C0.25 S1 N0.25 Cl0.75,0.7058705805201374
Na3S(CN)0.125Cl0.875,Na,S,CN,0.125,Cl,0.875,Na3 C0.125 S1 N0.125 Cl0.875,0.7027800788541123
Na3S(CN)0.875(ICl4)0.125,Na,S,CN,0.875,ICl4,0.125,Na3 C0.875 S1 I0.125 N0.875 Cl0.5,0.744810901512054
Na3S(CN)0.75(ICl4)0.25,Na,S,CN,0.75,ICl4,0.25,Na3 C0.75 S1 I0.25 N0.75 Cl1,0.7652082125078198
Na3S(CN)0.625(ICl4)0.375,Na,S,CN,0.625,ICl4,0.375,Na3 C0.625 S1 I0.375 N0.625 Cl1.5,0.7856055235035855
Na3S(CN)0.5(ICl4)0.5,Na,S,CN,0.5,ICl4,0.5,Na3 C0.5 S1 I0.5 N0.5 Cl2,0.8060028344993513
Na3S(CN)0.375(ICl4)0.625,Na,S,CN,0.375,ICl4,0.625,Na3 C0.375 S1 I0.625 N0.375 Cl2.5,0.8264001454951171
Na3S(CN)0.25(ICl4)0.75,Na,S,CN,0.25,ICl4,0.75,Na3 C0.25 S1 I0.75 N0.25 Cl3,0.8467974564908829
Na3S(CN)0.125(ICl4)0.875,Na,S,CN,0.125,ICl4,0.875,Na3 C0.125 S1 I0.875 N0.125 Cl3.5,0.8671947674866487
Na3S(CN)0.875F0.125,Na,S,CN,0.875,F,0.125,Na3 C0.875 S1 N0.875 F0.125,0.7064886808533425
Na3S(CN)0.75F0.25,Na,S,CN,0.75,F,0.25,Na3 C0.75 S1 N0.75 F0.25,0.6885637711903968
Na3S(CN)0.625F0.375,Na,S,CN,0.625,F,0.375,Na3 C0.625 S1 N0.625 F0.375,0.6706388615274511
Na3S(CN)0.5F0.5,Na,S,CN,0.5,F,0.5,Na3 C0.5 S1 N0.5 F0.5,0.6527139518645053
Na3S(CN)0.375F0.625,Na,S,CN,0.375,F,0.625,Na3 C0.375 S1 N0.375 F0.625,0.6347890422015596
Na3S(CN)0.25F0.75,Na,S,CN,0.25,F,0.75,Na3 C0.25 S1 N0.25 F0.75,0.6168641325386139
Na3S(CN)0.125F0.875,Na,S,CN,0.125,F,0.875,Na3 C0.125 S1 N0.125 F0.875,0.5989392228756683
Na3S(CN)0.875(ClO4)0.125,Na,S,CN,0.875,ClO4,0.125,Na3 C0.875 S1 N0.875 Cl0.125 O0.5,0.7395570486798112
Na3S(CN)0.75(ClO4)0.25,Na,S,CN,0.75,ClO4,0.25,Na3 C0.75 S1 N0.75 Cl0.25 O1,0.7547005068433343
Na3S(CN)0.625(ClO4)0.375,Na,S,CN,0.625,ClO4,0.375,Na3 C0.625 S1 N0.625 Cl0.375 O1.5,0.7698439650068574
Na3S(CN)0.5(ClO4)0.5,Na,S,CN,0.5,ClO4,0.5,Na3 C0.5 S1 N0.5 Cl0.5 O2,0.7849874231703805
Na3S(CN)0.375(ClO4)0.625,Na,S,CN,0.375,ClO4,0.625,Na3 C0.375 S1 N0.375 Cl0.625 O2.5,0.8001308813339036
Na3S(CN)0.25(ClO4)0.75,Na,S,CN,0.25,ClO4,0.75,Na3 C0.25 S1 N0.25 Cl0.75 O3,0.8152743394974267
Na3S(CN)0.125(ClO4)0.875,Na,S,CN,0.125,ClO4,0.875,Na3 C0.125 S1 N0.125 Cl0.875 O3.5,0.8304177976609498
Na3S(CN)0.875(NH2)0.125,Na,S,CN,0.875,NH2,0.125,Na3 H0.25 C0.875 S1 N1,0.7182325871842379
Na3S(CN)0.75(NH2)0.25,Na,S,CN,0.75,NH2,0.25,Na3 H0.5 C0.75 S1 N1,0.7120515838521877
Na3S(CN)0.625(NH2)0.375,Na,S,CN,0.625,NH2,0.375,Na3 H0.75 C0.625 S1 N1,0.7058705805201374
Na3S(CN)0.5(NH2)0.5,Na,S,CN,0.5,NH2,0.5,Na3 H1 C0.5 S1 N1,0.6996895771880872
Na3S(CN)0.375(NH2)0.625,Na,S,CN,0.375,NH2,0.625,Na3 H1.25 C0.375 S1 N1,0.6935085738560369
Na3S(CN)0.25(NH2)0.75,Na,S,CN,0.25,NH2,0.75,Na3 H1.5 C0.25 S1 N1,0.6873275705239867
Na3S(CN)0.125(NH2)0.875,Na,S,CN,0.125,NH2,0.875,Na3 H1.75 C0.125 S1 N1,0.6811465671919364
Na3SCl,Na,S,Cl,1.0,,,Na3 S1 Cl1,0.6996895771880872
Na3SCl0.875I0.125,Na,S,Cl,0.875,I,0.125,Na3 S1 I0.125 Cl0.875,0.7117425336855852
Na3SCl0.75I0.25,Na,S,Cl,0.75,I,0.25,Na3 S1 I0.25 Cl0.75,0.7237954901830831
Na3SCl0.625I0.375,Na,S,Cl,0.625,I,0.375,Na3 S1 I0.375 Cl0.625,0.7358484466805811
Na3SCl0.5I0.5,Na,S,Cl,0.5,I,0.5,Na3 S1 I0.5 Cl0.5,0.7479014031780791
Na3SCl0.375I0.625,Na,S,Cl,0.375,I,0.625,Na3 S1 I0.625 Cl0.375,0.759954359675577
Na3SCl0.25I0.75,Na,S,Cl,0.25,I,0.75,Na3 S1 I0.75 Cl0.25,0.772007316173075
Na3SCl0.125I0.875,Na,S,Cl,0.125,I,0.875,Na3 S1 I0.875 Cl0.125,0.784060272670573
Na3SCl0.875(NO2)0.125,Na,S,Cl,0.875,NO2,0.125,Na3 S1 N0.125 Cl0.875 O0.25,0.7030891290207149
Na3SCl0.75(NO2)0.25,Na,S,Cl,0.75,NO2,0.25,Na3 S1 N0.25 Cl0.75 O0.5,0.7064886808533425
Na3SCl0.625(NO2)0.375,Na,S,Cl,0.625,NO2,0.375,Na3 S1 N0.375 Cl0.625 O0.75,0.7098882326859701
Na3SCl0.5(NO2)0.5,Na,S,Cl,0.5,NO2,0.5,Na3 S1 N0.5 Cl0.5 O1,0.7132877845185978
Na3SCl0.375(NO2)0.625,Na,S,Cl,0.375,NO2,0.625,Na3 S1 N0.625 Cl0.375 O1.25,0.7166873363512254
Na3SCl0.25(NO2)0.75,Na,S,Cl,0.25,NO2,0.75,Na3 S1 N0.75 Cl0.25 O1.5,0.720086888183853
