formula,X,B,A,A_w,A_d,A_dw,composition,Tolerance_Factor
Li3Se(AlF4)0.75(AlH4)0.25,Li,Se,AlF4,0.75,AlH4,0.25,Li3 Al1 H1 Se1 F3,0.9000127370029506
Li3Se(AlF4)0.625(AlH4)0.375,Li,Se,AlF4,0.625,AlH4,0.375,Li3 Al1 H1.5 Se1 F2.5,0.8971094701093927
Li3Se(AlF4)0.5(AlH4)0.5,Li,Se,AlF4,0.5,AlH4,0.5,Li3 Al1 H2 Se1 F2,0.8942062032158348
Li3Se(AlF4)0.375(AlH4)0.625,Li,Se,AlF4,0.375,AlH4,0.625,Li3 Al1 H2.5 Se1 F1.5,0.8913029363222769
Li3Se(AlF4)0.25(AlH4)0.75,Li,Se,AlF4,0.25,AlH4,0.75,Li3 Al1 H3 Se1 F1,0.888399669428719
Li3Se(AlF4)0.125(AlH4)0.875,Li,Se,AlF4,0.125,AlH4,0.875,Li3 Al1 H3.5 Se1 F0.5,0.885496402535161
Li3Se(AlF4)0.875F0.125,Li,Se,AlF4,0.875,F,0.125,Li3 Al0.875 Se1 F3.625,0.8600121709139306
Li3Se(AlF4)0.75F0.25,Li,Se,AlF4,0.75,F,0.25,Li3 Al0.75 Se1 F3.25,0.8142050710377947
Li3Se(AlF4)0.625F0.375,Li,Se,AlF4,0.625,F,0.375,Li3 Al0.625 Se1 F2.875,0.7683979711616589
Li3Se(AlF4)0.5F0.5,Li,Se,AlF4,0.5,F,0.5,Li3 Al0.5 Se1 F2.5,0.722590871285523
Li3Se(AlF4)0.875(ClO4)0.125,Li,Se,AlF4,0.875,ClO4,0.125,Li3 Al0.875 Se1 Cl0.125 O0.5 F3.5,0.8945287884262301
Li3Se(AlF4)0.75(ClO4)0.25,Li,Se,AlF4,0.75,ClO4,0.25,Li3 Al0.75 Se1 Cl0.25 O1 F3,0.8832383060623937
Li3Se(AlF4)0.625(ClO4)0.375,Li,Se,AlF4,0.625,ClO4,0.375,Li3 Al0.625 Se1 Cl0.375 O1.5 F2.5,0.8719478236985575
Li3Se(AlF4)0.5(ClO4)0.5,Li,Se,AlF4,0.5,ClO4,0.5,Li3 Al0.5 Se1 Cl0.5 O2 F2,0.8606573413347212
Li3Se(AlF4)0.375(ClO4)0.625,Li,Se,AlF4,0.375,ClO4,0.625,Li3 Al0.375 Se1 Cl0.625 O2.5 F1.5,0.8493668589708848
Li3Se(AlF4)0.25(ClO4)0.75,Li,Se,AlF4,0.25,ClO4,0.75,Li3 Al0.25 Se1 Cl0.75 O3 F1,0.8380763766070486
Li3Se(AlF4)0.125(ClO4)0.875,Li,Se,AlF4,0.125,ClO4,0.875,Li3 Al0.125 Se1 Cl0.875 O3.5 F0.5,0.8267858942432122
Li3Se(AlF4)0.875(BCl4)0.125,Li,Se,AlF4,0.875,BCl4,0.125,Li3 Al0.875 B0.125 Se1 Cl0.5 F3.5,0.9232388721514138
Li3Se(AlF4)0.75(BCl4)0.25,Li,Se,AlF4,0.75,BCl4,0.25,Li3 Al0.75 B0.25 Se1 Cl1 F3,0.9406584735127612
Li3Se(AlF4)0.625(BCl4)0.375,Li,Se,AlF4,0.625,BCl4,0.375,Li3 Al0.625 B0.375 Se1 Cl1.5 F2.5,0.9580780748741088
Li3Se(AlF4)0.5(BCl4)0.5,Li,Se,AlF4,0.5,BCl4,0.5,Li3 Al0.5 B0.5 Se1 Cl2 F2,0.975497676235456
Li3Se(AlF4)0.375(BCl4)0.625,Li,Se,AlF4,0.375,BCl4,0.625,Li3 Al0.375 B0.625 Se1 Cl2.5 F1.5,0.9929172775968036
Li3Se(AlF4)0.25(BCl4)0.75,Li,Se,AlF4,0.25,BCl4,0.75,Li3 Al0.25 B0.75 Se1 Cl3 F1,1.0103368789581508
Li3Se(AlF4)0.125(BCl4)0.875,Li,Se,AlF4,0.125,BCl4,0.875,Li3 Al0.125 B0.875 Se1 Cl3.5 F0.5,1.0277564803194983
Li3Se(AlF4)0.875Br0.125,Li,Se,AlF4,0.875,Br,0.125,Li3 Al0.875 Se1 Br0.125 F3.5,0.8803350391688358
Li3Se(AlF4)0.75Br0.25,Li,Se,AlF4,0.75,Br,0.25,Li3 Al0.75 Se1 Br0.25 F3,0.8548508075476053
Li3Se(AlF4)0.625Br0.375,Li,Se,AlF4,0.625,Br,0.375,Li3 Al0.625 Se1 Br0.375 F2.5,0.8293665759263749
Li3Se(AlF4)0.5Br0.5,Li,Se,AlF4,0.5,Br,0.5,Li3 Al0.5 Se1 Br0.5 F2,0.8038823443051444
Li3Se(AlF4)0.375Br0.625,Li,Se,AlF4,0.375,Br,0.625,Li3 Al0.375 Se1 Br0.625 F1.5,0.7783981126839139
Li3Se(AlF4)0.25Br0.75,Li,Se,AlF4,0.25,Br,0.75,Li3 Al0.25 Se1 Br0.75 F1,0.7529138810626833
Li3Se(AlF4)0.125Br0.875,Li,Se,AlF4,0.125,Br,0.875,Li3 Al0.125 Se1 Br0.875 F0.5,0.7274296494414528
Li3Se(AlF4)0.875(NH2)0.125,Li,Se,AlF4,0.875,NH2,0.125,Li3 Al0.875 H0.25 Se1 N0.125 F3.5,0.8722704089089528
Li3Se(AlF4)0.75(NH2)0.25,Li,Se,AlF4,0.75,NH2,0.25,Li3 Al0.75 H0.5 Se1 N0.25 F3,0.8387215470278392
Li3Se(AlF4)0.625(NH2)0.375,Li,Se,AlF4,0.625,NH2,0.375,Li3 Al0.625 H0.75 Se1 N0.375 F2.5,0.8051726851467257
Li3Se(AlF4)0.5(NH2)0.5,Li,Se,AlF4,0.5,NH2,0.5,Li3 Al0.5 H1 Se1 N0.5 F2,0.7716238232656121
Li3Se(AlF4)0.375(NH2)0.625,Li,Se,AlF4,0.375,NH2,0.625,Li3 Al0.375 H1.25 Se1 N0.625 F1.5,0.7380749613844985
Li3Se(AlF4)0.25(NH2)0.75,Li,Se,AlF4,0.25,NH2,0.75,Li3 Al0.25 H1.5 Se1 N0.75 F1,0.704526099503385
Li3SeBH4,Li,Se,BH4,1.0,,,Li3 B1 H4 Se1,0.7200101896023604
Li3Se(BH4)0.875I0.125,Li,Se,BH4,0.875,I,0.125,Li3 B0.875 H3.5 Se1 I0.125,0.7254941381790809
Li3Se(BH4)0.75I0.25,Li,Se,BH4,0.75,I,0.25,Li3 B0.75 H3 Se1 I0.25,0.7309780867558014
Li3Se(BH4)0.625I0.375,Li,Se,BH4,0.625,I,0.375,Li3 B0.625 H2.5 Se1 I0.375,0.7364620353325219
Li3Se(BH4)0.5I0.5,Li,Se,BH4,0.5,I,0.5,Li3 B0.5 H2 Se1 I0.5,0.7419459839092424
Li3Se(BH4)0.375I0.625,Li,Se,BH4,0.375,I,0.625,Li3 B0.375 H1.5 Se1 I0.625,0.7474299324859629
Li3Se(BH4)0.25I0.75,Li,Se,BH4,0.25,I,0.75,Li3 B0.25 H1 Se1 I0.75,0.7529138810626833
Li3Se(BH4)0.125I0.875,Li,Se,BH4,0.125,I,0.875,Li3 B0.125 H0.5 Se1 I0.875,0.7583978296394038
Li3Se(BH4)0.875(NO2)0.125,Li,Se,BH4,0.875,NO2,0.125,Li3 B0.875 H3.5 Se1 N0.125 O0.25,0.7164617522880119
Li3Se(BH4)0.75(NO2)0.25,Li,Se,BH4,0.75,NO2,0.25,Li3 B0.75 H3 Se1 N0.25 O0.5,0.7129133149736633
Li3Se(BH4)0.625(NO2)0.375,Li,Se,BH4,0.625,NO2,0.375,Li3 B0.625 H2.5 Se1 N0.375 O0.75,0.7093648776593148
Li3Se(BH4)0.5(NO2)0.5,Li,Se,BH4,0.5,NO2,0.5,Li3 B0.5 H2 Se1 N0.5 O1,0.7058164403449663
Li3Se(BH4)0.375(NO2)0.625,Li,Se,BH4,0.375,NO2,0.625,Li3 B0.375 H1.5 Se1 N0.625 O1.25,0.7022680030306176
Li3Se(BH4)0.875(IO4)0.125,Li,Se,BH4,0.875,IO4,0.125,Li3 B0.875 H3.5 Se1 I0.125 O0.5,0.7348491092805453
Li3Se(BH4)0.75(IO4)0.25,Li,Se,BH4,0.75,IO4,0.25,Li3 B0.75 H3 Se1 I0.25 O1,0.7496880289587301
Li3Se(BH4)0.625(IO4)0.375,Li,Se,BH4,0.625,IO4,0.375,Li3 B0.625 H2.5 Se1 I0.375 O1.5,0.764526948636915
Li3Se(BH4)0.5(IO4)0.5,Li,Se,BH4,0.5,IO4,0.5,Li3 B0.5 H2 Se1 I0.5 O2,0.7793658683150998
Li3Se(BH4)0.375(IO4)0.625,Li,Se,BH4,0.375,IO4,0.625,Li3 B0.375 H1.5 Se1 I0.625 O2.5,0.7942047879932846
Li3Se(BH4)0.25(IO4)0.75,Li,Se,BH4,0.25,IO4,0.75,Li3 B0.25 H1 Se1 I0.75 O3,0.8090437076714695
Li3Se(BH4)0.125(IO4)0.875,Li,Se,BH4,0.125,IO4,0.875,Li3 B0.125 H0.5 Se1 I0.875 O3.5,0.8238826273496543
Li3Se(BH4)0.875(CN)0.125,Li,Se,BH4,0.875,CN,0.125,Li3 B0.875 H3.5 Se1 C0.125 N0.125,0.7161391670776166
Li3Se(BH4)0.75(CN)0.25,Li,Se,BH4,0.75,CN,0.25,Li3 B0.75 H3 Se1 C0.25 N0.25,0.7122681445528727
Li3Se(BH4)0.625(CN)0.375,Li,Se,BH4,0.625,CN,0.375,Li3 B0.625 H2.5 Se1 C0.375 N0.375,0.7083971220281288
Li3Se(BH4)0.5(CN)0.5,Li,Se,BH4,0.5,CN,0.5,Li3 B0.5 H2 Se1 C0.5 N0.5,0.704526099503385
Li3Se(BH4)0.375(CN)0.625,Li,Se,BH4,0.375,CN,0.625,Li3 B0.375 H1.5 Se1 C0.625 N0.625,0.700655076978641
Li3Se(BH4)0.875Cl0.125,Li,Se,BH4,0.875,Cl,0.125,Li3 B0.875 H3.5 Se1 Cl0.125,0.7129133149736633
Li3Se(BH4)0.75Cl0.25,Li,Se,BH4,0.75,Cl,0.25,Li3 B0.75 H3 Se1 Cl0.25,0.7058164403449663
Li3Se(BH4)0.875(ICl4)0.125,Li,Se,BH4,0.875,ICl4,0.125,Li3 B0.875 H3.5 Se1 I0.125 Cl0.5,0.7374297909637079
Li3Se(BH4)0.75(ICl4)0.25,Li,Se,BH4,0.75,ICl4,0.25,Li3 B0.75 H3 Se1 I0.25 Cl1,0.7548493923250553
Li3Se(BH4)0.625(ICl4)0.375,Li,Se,BH4,0.625,ICl4,0.375,Li3 B0.625 H2.5 Se1 I0.375 Cl1.5,0.7722689936864027
Li3Se(BH4)0.5(ICl4)0.5,Li,Se,BH4,0.5,ICl4,0.5,Li3 B0.5 H2 Se1 I0.5 Cl2,0.7896885950477501
Li3Se(BH4)0.375(ICl4)0.625,Li,Se,BH4,0.375,ICl4,0.625,Li3 B0.375 H1.5 Se1 I0.625 Cl2.5,0.8071081964090976
Li3Se(BH4)0.25(ICl4)0.75,Li,Se,BH4,0.25,ICl4,0.75,Li3 B0.25 H1 Se1 I0.75 Cl3,0.824527797770445
Li3Se(BH4)0.125(ICl4)0.875,Li,Se,BH4,0.125,ICl4,0.875,Li3 B0.125 H0.5 Se1 I0.875 Cl3.5,0.8419473991317924
Li3Se(BH4)0.875(ClO4)0.125,Li,Se,BH4,0.875,ClO4,0.125,Li3 B0.875 H3.5 Se1 Cl0.125 O0.5,0.7319458423869873
Li3Se(BH4)0.75(ClO4)0.25,Li,Se,BH4,0.75,ClO4,0.25,Li3 B0.75 H3 Se1 Cl0.25 O1,0.7438814951716143
Li3Se(BH4)0.625(ClO4)0.375,Li,Se,BH4,0.625,ClO4,0.375,Li3 B0.625 H2.5 Se1 Cl0.375 O1.5,0.7558171479562412
Li3Se(BH4)0.5(ClO4)0.5,Li,Se,BH4,0.5,ClO4,0.5,Li3 B0.5 H2 Se1 Cl0.5 O2,0.7677528007408682
Li3Se(BH4)0.375(ClO4)0.625,Li,Se,BH4,0.375,ClO4,0.625,Li3 B0.375 H1.5 Se1 Cl0.625 O2.5,0.7796884535254951
Li3Se(BH4)0.25(ClO4)0.75,Li,Se,BH4,0.25,ClO4,0.75,Li3 B0.25 H1 Se1 Cl0.75 O3,0.791624106310122
Li3Se(BH4)0.125(ClO4)0.875,Li,Se,BH4,0.125,ClO4,0.875,Li3 B0.125 H0.5 Se1 Cl0.875 O3.5,0.8035597590947491
Li3Se(BH4)0.875Br0.125,Li,Se,BH4,0.875,Br,0.125,Li3 B0.875 H3.5 Se1 Br0.125,0.7177520931295932
Li3Se(BH4)0.75Br0.25,Li,Se,BH4,0.75,Br,0.25,Li3 B0.75 H3 Se1 Br0.25,0.7154939966568259
Li3Se(BH4)0.625Br0.375,Li,Se,BH4,0.625,Br,0.375,Li3 B0.625 H2.5 Se1 Br0.375,0.7132359001840587
Li3Se(BH4)0.5Br0.5,Li,Se,BH4,0.5,Br,0.5,Li3 B0.5 H2 Se1 Br0.5,0.7109778037112914
Li3Se(BH4)0.375Br0.625,Li,Se,BH4,0.375,Br,0.625,Li3 B0.375 H1.5 Se1 Br0.625,0.7087197072385242
Li3Se(BH4)0.25Br0.75,Li,Se,BH4,0.25,Br,0.75,Li3 B0.25 H1 Se1 Br0.75,0.7064616107657569
Li3Se(BH4)0.125Br0.875,Li,Se,BH4,0.125,Br,0.875,Li3 B0.125 H0.5 Se1 Br0.875,0.7042035142929897
Li3Se(BH4)0.875(NH2)0.125,Li,Se,BH4,0.875,NH2,0.125,Li3 B0.875 H3.75 Se1 N0.125,0.7096874628697101
Li3SeBF4,Li,Se,BF4,1.0,,,Li3 B1 Se1 F4,0.8232374569288637
Li3Se(BF4)0.875I0.125,Li,Se,BF4,0.875,I,0.125,Li3 B0.875 Se1 I0.125 F3.5,0.8158179970897713
Li3Se(BF4)0.75I0.25,Li,Se,BF4,0.75,I,0.25,Li3 B0.75 Se1 I0.25 F3,0.8083985372506789
Li3Se(BF4)0.625I0.375,Li,Se,BF4,0.625,I,0.375,Li3 B0.625 Se1 I0.375 F2.5,0.8009790774115865
Li3Se(BF4)0.5I0.5,Li,Se,BF4,0.5,I,0.5,Li3 B0.5 Se1 I0.5 F2,0.793559617572494
Li3Se(BF4)0.375I0.625,Li,Se,BF4,0.375,I,0.625,Li3 B0.375 Se1 I0.625 F1.5,0.7861401577334016
Li3Se(BF4)0.25I0.75,Li,Se,BF4,0.25,I,0.75,Li3 B0.25 Se1 I0.75 F1,0.7787206978943092
Li3Se(BF4)0.125I0.875,Li,Se,BF4,0.125,I,0.875,Li3 B0.125 Se1 I0.875 F0.5,0.7713012380552168
Li3Se(BF4)0.875(NO2)0.125,Li,Se,BF4,0.875,NO2,0.125,Li3 B0.875 Se1 N0.125 O0.25 F3.5,0.8067856111987023
Li3Se(BF4)0.75(NO2)0.25,Li,Se,BF4,0.75,NO2,0.25,Li3 B0.75 Se1 N0.25 O0.5 F3,0.7903337654685408
Li3Se(BF4)0.625(NO2)0.375,Li,Se,BF4,0.625,NO2,0.375,Li3 B0.625 Se1 N0.375 O0.75 F2.5,0.7738819197383794
Li3Se(BF4)0.5(NO2)0.5,Li,Se,BF4,0.5,NO2,0.5,Li3 B0.5 Se1 N0.5 O1 F2,0.7574300740082178
Li3Se(BF4)0.375(NO2)0.625,Li,Se,BF4,0.375,NO2,0.625,Li3 B0.375 Se1 N0.625 O1.25 F1.5,0.7409782282780564
Li3Se(BF4)0.25(NO2)0.75,Li,Se,BF4,0.25,NO2,0.75,Li3 B0.25 Se1 N0.75 O1.5 F1,0.7245263825478949
Li3Se(BF4)0.125(NO2)0.875,Li,Se,BF4,0.125,NO2,0.875,Li3 B0.125 Se1 N0.875 O1.75 F0.5,0.7080745368177335
Li3Se(BF4)0.875(IO4)0.125,Li,Se,BF4,0.875,IO4,0.125,Li3 B0.875 Se1 I0.125 O0.5 F3.5,0.8251729681912356
Li3Se(BF4)0.75(IO4)0.25,Li,Se,BF4,0.75,IO4,0.25,Li3 B0.75 Se1 I0.25 O1 F3,0.8271084794536075
Li3Se(BF4)0.625(IO4)0.375,Li,Se,BF4,0.625,IO4,0.375,Li3 B0.625 Se1 I0.375 O1.5 F2.5,0.8290439907159796
Li3Se(BF4)0.5(IO4)0.5,Li,Se,BF4,0.5,IO4,0.5,Li3 B0.5 Se1 I0.5 O2 F2,0.8309795019783515
Li3Se(BF4)0.375(IO4)0.625,Li,Se,BF4,0.375,IO4,0.625,Li3 B0.375 Se1 I0.625 O2.5 F1.5,0.8329150132407234
Li3Se(BF4)0.25(IO4)0.75,Li,Se,BF4,0.25,IO4,0.75,Li3 B0.25 Se1 I0.75 O3 F1,0.8348505245030954
Li3Se(BF4)0.125(IO4)0.875,Li,Se,BF4,0.125,IO4,0.875,Li3 B0.125 Se1 I0.875 O3.5 F0.5,0.8367860357654673
Li3Se(BF4)0.875(CN)0.125,Li,Se,BF4,0.875,CN,0.125,Li3 B0.875 Se1 C0.125 N0.125 F3.5,0.8064630259883069
Li3Se(BF4)0.75(CN)0.25,Li,Se,BF4,0.75,CN,0.25,Li3 B0.75 Se1 C0.25 N0.25 F3,0.7896885950477501
Li3Se(BF4)0.625(CN)0.375,Li,Se,BF4,0.625,CN,0.375,Li3 B0.625 Se1 C0.375 N0.375 F2.5,0.7729141641071934
Li3Se(BF4)0.5(CN)0.5,Li,Se,BF4,0.5,CN,0.5,Li3 B0.5 Se1 C0.5 N0.5 F2,0.7561397331666366
Li3Se(BF4)0.375(CN)0.625,Li,Se,BF4,0.375,CN,0.625,Li3 B0.375 Se1 C0.625 N0.625 F1.5,0.7393653022260798
Li3Se(BF4)0.25(CN)0.75,Li,Se,BF4,0.25,CN,0.75,Li3 B0.25 Se1 C0.75 N0.75 F1,0.722590871285523
Li3Se(BF4)0.125(CN)0.875,Li,Se,BF4,0.125,CN,0.875,Li3 B0.125 Se1 C0.875 N0.875 F0.5,0.7058164403449663
Li3Se(BF4)0.875Cl0.125,Li,Se,BF4,0.875,Cl,0.125,Li3 B0.875 Se1 Cl0.125 F3.5,0.8032371738843537
Li3Se(BF4)0.75Cl0.25,Li,Se,BF4,0.75,Cl,0.25,Li3 B0.75 Se1 Cl0.25 F3,0.7832368908398437
Li3Se(BF4)0.625Cl0.375,Li,Se,BF4,0.625,Cl,0.375,Li3 B0.625 Se1 Cl0.375 F2.5,0.7632366077953336
Li3Se(BF4)0.5Cl0.5,Li,Se,BF4,0.5,Cl,0.5,Li3 B0.5 Se1 Cl0.5 F2,0.7432363247508237
Li3Se(BF4)0.375Cl0.625,Li,Se,BF4,0.375,Cl,0.625,Li3 B0.375 Se1 Cl0.625 F1.5,0.7232360417063136
Li3Se(BF4)0.25Cl0.75,Li,Se,BF4,0.25,Cl,0.75,Li3 B0.25 Se1 Cl0.75 F1,0.7032357586618037
Li3Se(BF4)0.875(ICl4)0.125,Li,Se,BF4,0.875,ICl4,0.125,Li3 B0.875 Se1 I0.125 Cl0.5 F3.5,0.8277536498743983
Li3Se(BF4)0.75(ICl4)0.25,Li,Se,BF4,0.75,ICl4,0.25,Li3 B0.75 Se1 I0.25 Cl1 F3,0.8322698428199328
Li3Se(BF4)0.625(ICl4)0.375,Li,Se,BF4,0.625,ICl4,0.375,Li3 B0.625 Se1 I0.375 Cl1.5 F2.5,0.8367860357654673
Li3Se(BF4)0.5(ICl4)0.5,Li,Se,BF4,0.5,ICl4,0.5,Li3 B0.5 Se1 I0.5 Cl2 F2,0.8413022287110018
Li3Se(BF4)0.375(ICl4)0.625,Li,Se,BF4,0.375,ICl4,0.625,Li3 B0.375 Se1 I0.625 Cl2.5 F1.5,0.8458184216565363
Li3Se(BF4)0.25(ICl4)0.75,Li,Se,BF4,0.25,ICl4,0.75,Li3 B0.25 Se1 I0.75 Cl3 F1,0.8503346146020708
Li3Se(BF4)0.125(ICl4)0.875,Li,Se,BF4,0.125,ICl4,0.875,Li3 B0.125 Se1 I0.875 Cl3.5 F0.5,0.8548508075476053
Li3Se(BF4)0.875(BH4)0.125,Li,Se,BF4,0.875,BH4,0.125,Li3 B1 H0.5 Se1 F3.5,0.8103340485130508
Li3Se(BF4)0.75(BH4)0.25,Li,Se,BF4,0.75,BH4,0.25,Li3 B1 H1 Se1 F3,0.7974306400972379
Li3Se(BF4)0.625(BH4)0.375,Li,Se,BF4,0.625,BH4,0.375,Li3 B1 H1.5 Se1 F2.5,0.784527231681425
Li3Se(BF4)0.5(BH4)0.5,Li,Se,BF4,0.5,BH4,0.5,Li3 B1 H2 Se1 F2,0.7716238232656121
Li3Se(BF4)0.375(BH4)0.625,Li,Se,BF4,0.375,BH4,0.625,Li3 B1 H2.5 Se1 F1.5,0.7587204148497991
Li3Se(BF4)0.25(BH4)0.75,Li,Se,BF4,0.25,BH4,0.75,Li3 B1 H3 Se1 F1,0.7458170064339863
Li3Se(BF4)0.125(BH4)0.875,Li,Se,BF4,0.125,BH4,0.875,Li3 B1 H3.5 Se1 F0.5,0.7329135980181734
Li3Se(BF4)0.875F0.125,Li,Se,BF4,0.875,F,0.125,Li3 B0.875 Se1 F3.625,0.7877530837853782
Li3Se(BF4)0.75F0.25,Li,Se,BF4,0.75,F,0.25,Li3 B0.75 Se1 F3.25,0.7522687106418927
Li3Se(BF4)0.625F0.375,Li,Se,BF4,0.625,F,0.375,Li3 B0.625 Se1 F2.875,0.7167843374984072
Li3Se(BF4)0.875(ClO4)0.125,Li,Se,BF4,0.875,ClO4,0.125,Li3 B0.875 Se1 Cl0.125 O0.5 F3.5,0.8222697012976777
Li3Se(BF4)0.75(ClO4)0.25,Li,Se,BF4,0.75,ClO4,0.25,Li3 B0.75 Se1 Cl0.25 O1 F3,0.8213019456664917
Li3Se(BF4)0.625(ClO4)0.375,Li,Se,BF4,0.625,ClO4,0.375,Li3 B0.625 Se1 Cl0.375 O1.5 F2.5,0.8203341900353058
Li3Se(BF4)0.5(ClO4)0.5,Li,Se,BF4,0.5,ClO4,0.5,Li3 B0.5 Se1 Cl0.5 O2 F2,0.8193664344041198
Li3Se(BF4)0.375(ClO4)0.625,Li,Se,BF4,0.375,ClO4,0.625,Li3 B0.375 Se1 Cl0.625 O2.5 F1.5,0.8183986787729339
Li3Se(BF4)0.25(ClO4)0.75,Li,Se,BF4,0.25,ClO4,0.75,Li3 B0.25 Se1 Cl0.75 O3 F1,0.8174309231417479
Li3Se(BF4)0.125(ClO4)0.875,Li,Se,BF4,0.125,ClO4,0.875,Li3 B0.125 Se1 Cl0.875 O3.5 F0.5,0.8164631675105619
Li3Se(BF4)0.875Br0.125,Li,Se,BF4,0.875,Br,0.125,Li3 B0.875 Se1 Br0.125 F3.5,0.8080759520402836
Li3Se(BF4)0.75Br0.25,Li,Se,BF4,0.75,Br,0.25,Li3 B0.75 Se1 Br0.25 F3,0.7929144471517033
Li3Se(BF4)0.625Br0.375,Li,Se,BF4,0.625,Br,0.375,Li3 B0.625 Se1 Br0.375 F2.5,0.7777529422631232
Li3Se(BF4)0.5Br0.5,Li,Se,BF4,0.5,Br,0.5,Li3 B0.5 Se1 Br0.5 F2,0.762591437374543
Li3Se(BF4)0.375Br0.625,Li,Se,BF4,0.375,Br,0.625,Li3 B0.375 Se1 Br0.625 F1.5,0.7474299324859629
Li3Se(BF4)0.25Br0.75,Li,Se,BF4,0.25,Br,0.75,Li3 B0.25 Se1 Br0.75 F1,0.7322684275973826
Li3Se(BF4)0.125Br0.875,Li,Se,BF4,0.125,Br,0.875,Li3 B0.125 Se1 Br0.875 F0.5,0.7171069227088025
Li3Se(BF4)0.875(NH2)0.125,Li,Se,BF4,0.875,NH2,0.125,Li3 B0.875 H0.25 Se1 N0.125 F3.5,0.8000113217804005
Li3Se(BF4)0.75(NH2)0.25,Li,Se,BF4,0.75,NH2,0.25,Li3 B0.75 H0.5 Se1 N0.25 F3,0.7767851866319372
Li3Se(BF4)0.625(NH2)0.375,Li,Se,BF4,0.625,NH2,0.375,Li3 B0.625 H0.75 Se1 N0.375 F2.5,0.753559051483474
Li3Se(BF4)0.5(NH2)0.5,Li,Se,BF4,0.5,NH2,0.5,Li3 B0.5 H1 Se1 N0.5 F2,0.7303329163350107
Li3Se(BF4)0.375(NH2)0.625,Li,Se,BF4,0.375,NH2,0.625,Li3 B0.375 H1.25 Se1 N0.625 F1.5,0.7071067811865476
Li3SeAlH4,Li,Se,AlH4,1.0,,,Li3 Al1 H4 Se1,0.8825931356416031
Li3Se(AlH4)0.875I0.125,Li,Se,AlH4,0.875,I,0.125,Li3 Al0.875 H3.5 Se1 I0.125,0.8677542159634183
Li3Se(AlH4)0.75I0.25,Li,Se,AlH4,0.75,I,0.25,Li3 Al0.75 H3 Se1 I0.25,0.8529152962852334
Li3Se(AlH4)0.625I0.375,Li,Se,AlH4,0.625,I,0.375,Li3 Al0.625 H2.5 Se1 I0.375,0.8380763766070486
Li3Se(AlH4)0.5I0.5,Li,Se,AlH4,0.5,I,0.5,Li3 Al0.5 H2 Se1 I0.5,0.8232374569288637
Li3Se(AlH4)0.375I0.625,Li,Se,AlH4,0.375,I,0.625,Li3 Al0.375 H1.5 Se1 I0.625,0.8083985372506789
Li3Se(AlH4)0.25I0.75,Li,Se,AlH4,0.25,I,0.75,Li3 Al0.25 H1 Se1 I0.75,0.793559617572494
Li3Se(AlH4)0.125I0.875,Li,Se,AlH4,0.125,I,0.875,Li3 Al0.125 H0.5 Se1 I0.875,0.7787206978943092
Li3Se(AlH4)0.875(NO2)0.125,Li,Se,AlH4,0.875,NO2,0.125,Li3 Al0.875 H3.5 Se1 N0.125 O0.25,0.8587218300723493
Li3Se(AlH4)0.75(NO2)0.25,Li,Se,AlH4,0.75,NO2,0.25,Li3 Al0.75 H3 Se1 N0.25 O0.5,0.8348505245030954
Li3Se(AlH4)0.625(NO2)0.375,Li,Se,AlH4,0.625,NO2,0.375,Li3 Al0.625 H2.5 Se1 N0.375 O0.75,0.8109792189338415
Li3Se(AlH4)0.5(NO2)0.5,Li,Se,AlH4,0.5,NO2,0.5,Li3 Al0.5 H2 Se1 N0.5 O1,0.7871079133645875
Li3Se(AlH4)0.375(NO2)0.625,Li,Se,AlH4,0.375,NO2,0.625,Li3 Al0.375 H1.5 Se1 N0.625 O1.25,0.7632366077953336
Li3Se(AlH4)0.25(NO2)0.75,Li,Se,AlH4,0.25,NO2,0.75,Li3 Al0.25 H1 Se1 N0.75 O1.5,0.7393653022260798
Li3Se(AlH4)0.125(NO2)0.875,Li,Se,AlH4,0.125,NO2,0.875,Li3 Al0.125 H0.5 Se1 N0.875 O1.75,0.7154939966568259
Li3Se(AlH4)0.875(IO4)0.125,Li,Se,AlH4,0.875,IO4,0.125,Li3 Al0.875 H3.5 Se1 I0.125 O0.5,0.8771091870648826
Li3Se(AlH4)0.75(IO4)0.25,Li,Se,AlH4,0.75,IO4,0.25,Li3 Al0.75 H3 Se1 I0.25 O1,0.8716252384881621
Li3Se(AlH4)0.625(IO4)0.375,Li,Se,AlH4,0.625,IO4,0.375,Li3 Al0.625 H2.5 Se1 I0.375 O1.5,0.8661412899114417
Li3Se(AlH4)0.5(IO4)0.5,Li,Se,AlH4,0.5,IO4,0.5,Li3 Al0.5 H2 Se1 I0.5 O2,0.8606573413347212
Li3Se(AlH4)0.375(IO4)0.625,Li,Se,AlH4,0.375,IO4,0.625,Li3 Al0.375 H1.5 Se1 I0.625 O2.5,0.8551733927580006
Li3Se(AlH4)0.25(IO4)0.75,Li,Se,AlH4,0.25,IO4,0.75,Li3 Al0.25 H1 Se1 I0.75 O3,0.8496894441812802
Li3Se(AlH4)0.125(IO4)0.875,Li,Se,AlH4,0.125,IO4,0.875,Li3 Al0.125 H0.5 Se1 I0.875 O3.5,0.8442054956045597
Li3Se(AlH4)0.875(CN)0.125,Li,Se,AlH4,0.875,CN,0.125,Li3 Al0.875 H3.5 Se1 C0.125 N0.125,0.8583992448619538
