formula,X,B,A,A_w,A_d,A_dw,composition,Tolerance_Factor
Na2OH(CN)0.375Cl0.625,Na,OH,CN,0.375,Cl,0.625,Na2 H1 C0.375 N0.375 Cl0.625 O1,0.8378630971291011
Na2OH(CN)0.25Cl0.75,Na,OH,CN,0.25,Cl,0.75,Na2 H1 C0.25 N0.25 Cl0.75 O1,0.8342106860692533
Na2OH(CN)0.125Cl0.875,Na,OH,CN,0.125,Cl,0.875,Na2 H1 C0.125 N0.125 Cl0.875 O1,0.8305582750094054
Na2OH(CN)0.875(ICl4)0.125,Na,OH,CN,0.875,ICl4,0.125,Na2 H1 C0.875 I0.125 N0.875 Cl0.5 O1,0.8802310654233364
Na2OH(CN)0.75(ICl4)0.25,Na,OH,CN,0.75,ICl4,0.25,Na2 H1 C0.75 I0.25 N0.75 Cl1 O1,0.9043369784183324
Na2OH(CN)0.625(ICl4)0.375,Na,OH,CN,0.625,ICl4,0.375,Na2 H1 C0.625 I0.375 N0.625 Cl1.5 O1,0.9284428914133284
Na2OH(CN)0.5(ICl4)0.5,Na,OH,CN,0.5,ICl4,0.5,Na2 H1 C0.5 I0.5 N0.5 Cl2 O1,0.9525488044083242
Na2OH(CN)0.375(ICl4)0.625,Na,OH,CN,0.375,ICl4,0.625,Na2 H1 C0.375 I0.625 N0.375 Cl2.5 O1,0.9766547174033202
Na2OH(CN)0.25(ICl4)0.75,Na,OH,CN,0.25,ICl4,0.75,Na2 H1 C0.25 I0.75 N0.25 Cl3 O1,1.000760630398316
Na2OH(CN)0.125(ICl4)0.875,Na,OH,CN,0.125,ICl4,0.875,Na2 H1 C0.125 I0.875 N0.125 Cl3.5 O1,1.024866543393312
Na2OH(CN)0.875F0.125,Na,OH,CN,0.875,F,0.125,Na2 H1 C0.875 N0.875 O1 F0.125,0.8349411682812229
Na2OH(CN)0.75F0.25,Na,OH,CN,0.75,F,0.25,Na2 H1 C0.75 N0.75 O1 F0.25,0.8137571841341052
Na2OH(CN)0.625F0.375,Na,OH,CN,0.625,F,0.375,Na2 H1 C0.625 N0.625 O1 F0.375,0.7925731999869876
Na2OH(CN)0.5F0.5,Na,OH,CN,0.5,F,0.5,Na2 H1 C0.5 N0.5 O1 F0.5,0.77138921583987
Na2OH(CN)0.375F0.625,Na,OH,CN,0.375,F,0.625,Na2 H1 C0.375 N0.375 O1 F0.625,0.7502052316927523
Na2OH(CN)0.25F0.75,Na,OH,CN,0.25,F,0.75,Na2 H1 C0.25 N0.25 O1 F0.75,0.7290212475456347
Na2OH(CN)0.125F0.875,Na,OH,CN,0.125,F,0.875,Na2 H1 C0.125 N0.125 O1 F0.875,0.707837263398517
Na2OH(CN)0.875(ClO4)0.125,Na,OH,CN,0.875,ClO4,0.125,Na2 H1 C0.875 N0.875 Cl0.125 O1.5,0.874021966621595
Na2OH(CN)0.75(ClO4)0.25,Na,OH,CN,0.75,ClO4,0.25,Na2 H1 C0.75 N0.75 Cl0.25 O2,0.8919187808148497
Na2OH(CN)0.625(ClO4)0.375,Na,OH,CN,0.625,ClO4,0.375,Na2 H1 C0.625 N0.625 Cl0.375 O2.5,0.9098155950081042
Na2OH(CN)0.5(ClO4)0.5,Na,OH,CN,0.5,ClO4,0.5,Na2 H1 C0.5 N0.5 Cl0.5 O3,0.9277124092013588
Na2OH(CN)0.375(ClO4)0.625,Na,OH,CN,0.375,ClO4,0.625,Na2 H1 C0.375 N0.375 Cl0.625 O3.5,0.9456092233946132
Na2OH(CN)0.25(ClO4)0.75,Na,OH,CN,0.25,ClO4,0.75,Na2 H1 C0.25 N0.25 Cl0.75 O4,0.963506037587868
Na2OH(CN)0.125(ClO4)0.875,Na,OH,CN,0.125,ClO4,0.875,Na2 H1 C0.125 N0.125 Cl0.875 O4.5,0.9814028517811224
Na2OH(CN)0.875(NH2)0.125,Na,OH,CN,0.875,NH2,0.125,Na2 H1.25 C0.875 N1 O1,0.8488203303086448
Na2OH(CN)0.75(NH2)0.25,Na,OH,CN,0.75,NH2,0.25,Na2 H1.5 C0.75 N1 O1,0.841515508188949
Na2OH(CN)0.625(NH2)0.375,Na,OH,CN,0.625,NH2,0.375,Na2 H1.75 C0.625 N1 O1,0.8342106860692533
Na2OH(CN)0.5(NH2)0.5,Na,OH,CN,0.5,NH2,0.5,Na2 H2 C0.5 N1 O1,0.8269058639495576
Na2OH(CN)0.375(NH2)0.625,Na,OH,CN,0.375,NH2,0.625,Na2 H2.25 C0.375 N1 O1,0.8196010418298618
Na2OH(CN)0.25(NH2)0.75,Na,OH,CN,0.25,NH2,0.75,Na2 H2.5 C0.25 N1 O1,0.8122962197101661
Na2OH(CN)0.125(NH2)0.875,Na,OH,CN,0.125,NH2,0.875,Na2 H2.75 C0.125 N1 O1,0.8049913975904703
Na2OHCl,Na,OH,Cl,1.0,,,Na2 H1 Cl1 O1,0.8269058639495576
Na2OHCl0.875I0.125,Na,OH,Cl,0.875,I,0.125,Na2 H1 I0.125 Cl0.875 O1,0.8411502670829643
Na2OHCl0.75I0.25,Na,OH,Cl,0.75,I,0.25,Na2 H1 I0.25 Cl0.75 O1,0.855394670216371
Na2OHCl0.625I0.375,Na,OH,Cl,0.625,I,0.375,Na2 H1 I0.375 Cl0.625 O1,0.8696390733497776
Na2OHCl0.5I0.5,Na,OH,Cl,0.5,I,0.5,Na2 H1 I0.5 Cl0.5 O1,0.8838834764831843
Na2OHCl0.375I0.625,Na,OH,Cl,0.375,I,0.625,Na2 H1 I0.625 Cl0.375 O1,0.898127879616591
Na2OHCl0.25I0.75,Na,OH,Cl,0.25,I,0.75,Na2 H1 I0.75 Cl0.25 O1,0.9123722827499976
Na2OHCl0.125I0.875,Na,OH,Cl,0.125,I,0.875,Na2 H1 I0.875 Cl0.125 O1,0.9266166858834044
Na2OHCl0.875(NO2)0.125,Na,OH,Cl,0.875,NO2,0.125,Na2 H1 N0.125 Cl0.875 O1.25,0.8309235161153902
Na2OHCl0.75(NO2)0.25,Na,OH,Cl,0.75,NO2,0.25,Na2 H1 N0.25 Cl0.75 O1.5,0.8349411682812229
Na2OHCl0.625(NO2)0.375,Na,OH,Cl,0.625,NO2,0.375,Na2 H1 N0.375 Cl0.625 O1.75,0.8389588204470555
Na2OHCl0.5(NO2)0.5,Na,OH,Cl,0.5,NO2,0.5,Na2 H1 N0.5 Cl0.5 O2,0.8429764726128882
Na2OHCl0.375(NO2)0.625,Na,OH,Cl,0.375,NO2,0.625,Na2 H1 N0.625 Cl0.375 O2.25,0.8469941247787208
Na2OHCl0.25(NO2)0.75,Na,OH,Cl,0.25,NO2,0.75,Na2 H1 N0.75 Cl0.25 O2.5,0.8510117769445535
Na2OHCl0.125(NO2)0.875,Na,OH,Cl,0.125,NO2,0.875,Na2 H1 N0.875 Cl0.125 O2.75,0.8550294291103862
Na2OHCl0.875(IO4)0.125,Na,OH,Cl,0.875,IO4,0.125,Na2 H1 I0.125 Cl0.875 O1.5,0.851742259156523
Na2OHCl0.75(IO4)0.25,Na,OH,Cl,0.75,IO4,0.25,Na2 H1 I0.25 Cl0.75 O2,0.8765786543634886
Na2OHCl0.625(IO4)0.375,Na,OH,Cl,0.625,IO4,0.375,Na2 H1 I0.375 Cl0.625 O2.5,0.901415049570454
Na2OHCl0.5(IO4)0.5,Na,OH,Cl,0.5,IO4,0.5,Na2 H1 I0.5 Cl0.5 O3,0.9262514447774196
Na2OHCl0.375(IO4)0.625,Na,OH,Cl,0.375,IO4,0.625,Na2 H1 I0.625 Cl0.375 O3.5,0.9510878399843852
Na2OHCl0.25(IO4)0.75,Na,OH,Cl,0.25,IO4,0.75,Na2 H1 I0.75 Cl0.25 O4,0.9759242351913506
Na2OHCl0.125(IO4)0.875,Na,OH,Cl,0.125,IO4,0.875,Na2 H1 I0.875 Cl0.125 O4.5,1.000760630398316
Na2OHCl0.875(ICl4)0.125,Na,OH,Cl,0.875,ICl4,0.125,Na2 H1 I0.125 Cl1.375 O1,0.8546641880044014
Na2OHCl0.75(ICl4)0.25,Na,OH,Cl,0.75,ICl4,0.25,Na2 H1 I0.25 Cl1.75 O1,0.8824225120592452
Na2OHCl0.625(ICl4)0.375,Na,OH,Cl,0.625,ICl4,0.375,Na2 H1 I0.375 Cl2.125 O1,0.910180836114089
Na2OHCl0.5(ICl4)0.5,Na,OH,Cl,0.5,ICl4,0.5,Na2 H1 I0.5 Cl2.5 O1,0.9379391601689328
Na2OHCl0.375(ICl4)0.625,Na,OH,Cl,0.375,ICl4,0.625,Na2 H1 I0.625 Cl2.875 O1,0.9656974842237764
Na2OHCl0.25(ICl4)0.75,Na,OH,Cl,0.25,ICl4,0.75,Na2 H1 I0.75 Cl3.25 O1,0.9934558082786203
Na2OHCl0.125(ICl4)0.875,Na,OH,Cl,0.125,ICl4,0.875,Na2 H1 I0.875 Cl3.625 O1,1.0212141323334645
Na2OHCl0.875F0.125,Na,OH,Cl,0.875,F,0.125,Na2 H1 Cl0.875 O1 F0.125,0.8093742908622877
Na2OHCl0.75F0.25,Na,OH,Cl,0.75,F,0.25,Na2 H1 Cl0.75 O1 F0.25,0.791842717775018
Na2OHCl0.625F0.375,Na,OH,Cl,0.625,F,0.375,Na2 H1 Cl0.625 O1 F0.375,0.7743111446877482
Na2OHCl0.5F0.5,Na,OH,Cl,0.5,F,0.5,Na2 H1 Cl0.5 O1 F0.5,0.7567795716004785
Na2OHCl0.375F0.625,Na,OH,Cl,0.375,F,0.625,Na2 H1 Cl0.375 O1 F0.625,0.7392479985132087
Na2OHCl0.25F0.75,Na,OH,Cl,0.25,F,0.75,Na2 H1 Cl0.25 O1 F0.75,0.721716425425939
Na2OHCl0.125F0.875,Na,OH,Cl,0.125,F,0.875,Na2 H1 Cl0.125 O1 F0.875,0.7041848523386691
Na2OHCl0.875(ClO4)0.125,Na,OH,Cl,0.875,ClO4,0.125,Na2 H1 Cl1 O1.5,0.84845508920266
Na2OHCl0.75(ClO4)0.25,Na,OH,Cl,0.75,ClO4,0.25,Na2 H1 Cl1 O2,0.8700043144557624
Na2OHCl0.625(ClO4)0.375,Na,OH,Cl,0.625,ClO4,0.375,Na2 H1 Cl1 O2.5,0.8915535397088649
Na2OHCl0.5(ClO4)0.5,Na,OH,Cl,0.5,ClO4,0.5,Na2 H1 Cl1 O3,0.9131027649619672
Na2OHCl0.375(ClO4)0.625,Na,OH,Cl,0.375,ClO4,0.625,Na2 H1 Cl1 O3.5,0.9346519902150696
Na2OHCl0.25(ClO4)0.75,Na,OH,Cl,0.25,ClO4,0.75,Na2 H1 Cl1 O4,0.9562012154681722
Na2OHCl0.125(ClO4)0.875,Na,OH,Cl,0.125,ClO4,0.875,Na2 H1 Cl1 O4.5,0.9777504407212746
Na2OHCl0.875(NH2)0.125,Na,OH,Cl,0.875,NH2,0.125,Na2 H1.25 N0.125 Cl0.875 O1,0.8232534528897096
Na2OHCl0.75(NH2)0.25,Na,OH,Cl,0.75,NH2,0.25,Na2 H1.5 N0.25 Cl0.75 O1,0.8196010418298618
Na2OHCl0.625(NH2)0.375,Na,OH,Cl,0.625,NH2,0.375,Na2 H1.75 N0.375 Cl0.625 O1,0.8159486307700139
Na2OHCl0.5(NH2)0.5,Na,OH,Cl,0.5,NH2,0.5,Na2 H2 N0.5 Cl0.5 O1,0.8122962197101661
Na2OHCl0.375(NH2)0.625,Na,OH,Cl,0.375,NH2,0.625,Na2 H2.25 N0.625 Cl0.375 O1,0.8086438086503183
Na2OHCl0.25(NH2)0.75,Na,OH,Cl,0.25,NH2,0.75,Na2 H2.5 N0.75 Cl0.25 O1,0.8049913975904703
Na2OHCl0.125(NH2)0.875,Na,OH,Cl,0.125,NH2,0.875,Na2 H2.75 N0.875 Cl0.125 O1,0.8013389865306225
Na2OHICl4,Na,OH,ICl4,1.0,,,Na2 H1 I1 Cl4 O1,1.048972456388308
Na2OH(ICl4)0.875(NO2)0.125,Na,OH,ICl4,0.875,NO2,0.125,Na2 H1 I0.875 N0.125 Cl3.5 O1.25,1.0252317844992969
Na2OH(ICl4)0.75(NO2)0.25,Na,OH,ICl4,0.75,NO2,0.25,Na2 H1 I0.75 N0.25 Cl3 O1.5,1.0014911126102857
Na2OH(ICl4)0.625(NO2)0.375,Na,OH,ICl4,0.625,NO2,0.375,Na2 H1 I0.625 N0.375 Cl2.5 O1.75,0.9777504407212746
Na2OH(ICl4)0.5(NO2)0.5,Na,OH,ICl4,0.5,NO2,0.5,Na2 H1 I0.5 N0.5 Cl2 O2,0.9540097688322634
Na2OH(ICl4)0.375(NO2)0.625,Na,OH,ICl4,0.375,NO2,0.625,Na2 H1 I0.375 N0.625 Cl1.5 O2.25,0.9302690969432522
Na2OH(ICl4)0.25(NO2)0.75,Na,OH,ICl4,0.25,NO2,0.75,Na2 H1 I0.25 N0.75 Cl1 O2.5,0.9065284250542412
Na2OH(ICl4)0.125(NO2)0.875,Na,OH,ICl4,0.125,NO2,0.875,Na2 H1 I0.125 N0.875 Cl0.5 O2.75,0.88278775316523
Na2OH(ICl4)0.875(IO4)0.125,Na,OH,ICl4,0.875,IO4,0.125,Na2 H1 I1 Cl3.5 O1.5,1.0460505275404297
Na2OH(ICl4)0.75(IO4)0.25,Na,OH,ICl4,0.75,IO4,0.25,Na2 H1 I1 Cl3 O2,1.0431285986925514
Na2OH(ICl4)0.625(IO4)0.375,Na,OH,ICl4,0.625,IO4,0.375,Na2 H1 I1 Cl2.5 O2.5,1.040206669844673
Na2OH(ICl4)0.5(IO4)0.5,Na,OH,ICl4,0.5,IO4,0.5,Na2 H1 I1 Cl2 O3,1.037284740996795
Na2OH(ICl4)0.375(IO4)0.625,Na,OH,ICl4,0.375,IO4,0.625,Na2 H1 I1 Cl1.5 O3.5,1.0343628121489166
Na2OH(ICl4)0.25(IO4)0.75,Na,OH,ICl4,0.25,IO4,0.75,Na2 H1 I1 Cl1 O4,1.0314408833010382
Na2OH(ICl4)0.125(IO4)0.875,Na,OH,ICl4,0.125,IO4,0.875,Na2 H1 I1 Cl0.5 O4.5,1.02851895445316
Na2OH(ICl4)0.875(NH2)0.125,Na,OH,ICl4,0.875,NH2,0.125,Na2 H1.25 I0.875 N0.125 Cl3.5 O1,1.0175617212736163
Na2OH(ICl4)0.75(NH2)0.25,Na,OH,ICl4,0.75,NH2,0.25,Na2 H1.5 I0.75 N0.25 Cl3 O1,0.9861509861589246
Na2OH(ICl4)0.625(NH2)0.375,Na,OH,ICl4,0.625,NH2,0.375,Na2 H1.75 I0.625 N0.375 Cl2.5 O1,0.954740251044233
Na2OH(ICl4)0.5(NH2)0.5,Na,OH,ICl4,0.5,NH2,0.5,Na2 H2 I0.5 N0.5 Cl2 O1,0.9233295159295412
Na2OH(ICl4)0.375(NH2)0.625,Na,OH,ICl4,0.375,NH2,0.625,Na2 H2.25 I0.375 N0.625 Cl1.5 O1,0.8919187808148497
Na2OH(ICl4)0.25(NH2)0.75,Na,OH,ICl4,0.25,NH2,0.75,Na2 H2.5 I0.25 N0.75 Cl1 O1,0.8605080457001579
Na2OH(ICl4)0.125(NH2)0.875,Na,OH,ICl4,0.125,NH2,0.875,Na2 H2.75 I0.125 N0.875 Cl0.5 O1,0.8290973105854663
Na2OH(AlF4)0.875I0.125,Na,OH,AlF4,0.875,I,0.125,Na2 Al0.875 H1 I0.125 O1 F3.5,1.081478914820954
Na2OH(AlF4)0.75I0.25,Na,OH,AlF4,0.75,I,0.25,Na2 Al0.75 H1 I0.25 O1 F3,1.0613906539917908
Na2OH(AlF4)0.625I0.375,Na,OH,AlF4,0.625,I,0.375,Na2 Al0.625 H1 I0.375 O1 F2.5,1.0413023931626275
Na2OH(AlF4)0.5I0.5,Na,OH,AlF4,0.5,I,0.5,Na2 Al0.5 H1 I0.5 O1 F2,1.0212141323334645
Na2OH(AlF4)0.375I0.625,Na,OH,AlF4,0.375,I,0.625,Na2 Al0.375 H1 I0.625 O1 F1.5,1.001125871504301
Na2OH(AlF4)0.25I0.75,Na,OH,AlF4,0.25,I,0.75,Na2 Al0.25 H1 I0.75 O1 F1,0.9810376106751376
Na2OH(AlF4)0.125I0.875,Na,OH,AlF4,0.125,I,0.875,Na2 Al0.125 H1 I0.875 O1 F0.5,0.9609493498459744
Na2OH(AlF4)0.875(NO2)0.125,Na,OH,AlF4,0.875,NO2,0.125,Na2 Al0.875 H1 N0.125 O1.25 F3.5,1.07125216385338
Na2OH(AlF4)0.75(NO2)0.25,Na,OH,AlF4,0.75,NO2,0.25,Na2 Al0.75 H1 N0.25 O1.5 F3,1.0409371520566426
Na2OH(AlF4)0.625(NO2)0.375,Na,OH,AlF4,0.625,NO2,0.375,Na2 Al0.625 H1 N0.375 O1.75 F2.5,1.0106221402599054
Na2OH(AlF4)0.5(NO2)0.5,Na,OH,AlF4,0.5,NO2,0.5,Na2 Al0.5 H1 N0.5 O2 F2,0.980307128463168
Na2OH(AlF4)0.375(NO2)0.625,Na,OH,AlF4,0.375,NO2,0.625,Na2 Al0.375 H1 N0.625 O2.25 F1.5,0.9499921166664308
Na2OH(AlF4)0.25(NO2)0.75,Na,OH,AlF4,0.25,NO2,0.75,Na2 Al0.25 H1 N0.75 O2.5 F1,0.9196771048696936
Na2OH(AlF4)0.125(NO2)0.875,Na,OH,AlF4,0.125,NO2,0.875,Na2 Al0.125 H1 N0.875 O2.75 F0.5,0.8893620930729561
Na2OH(AlF4)0.875(IO4)0.125,Na,OH,AlF4,0.875,IO4,0.125,Na2 Al0.875 H1 I0.125 O1.5 F3.5,1.092070906894513
Na2OH(AlF4)0.75(IO4)0.25,Na,OH,AlF4,0.75,IO4,0.25,Na2 Al0.75 H1 I0.25 O2 F3,1.0825746381389083
Na2OH(AlF4)0.625(IO4)0.375,Na,OH,AlF4,0.625,IO4,0.375,Na2 Al0.625 H1 I0.375 O2.5 F2.5,1.073078369383304
Na2OH(AlF4)0.5(IO4)0.5,Na,OH,AlF4,0.5,IO4,0.5,Na2 Al0.5 H1 I0.5 O3 F2,1.0635821006276995
Na2OH(AlF4)0.375(IO4)0.625,Na,OH,AlF4,0.375,IO4,0.625,Na2 Al0.375 H1 I0.625 O3.5 F1.5,1.054085831872095
Na2OH(AlF4)0.25(IO4)0.75,Na,OH,AlF4,0.25,IO4,0.75,Na2 Al0.25 H1 I0.75 O4 F1,1.0445895631164903
Na2OH(AlF4)0.125(IO4)0.875,Na,OH,AlF4,0.125,IO4,0.875,Na2 Al0.125 H1 I0.875 O4.5 F0.5,1.0350932943608862
Na2OH(AlF4)0.875(CN)0.125,Na,OH,AlF4,0.875,CN,0.125,Na2 Al0.875 H1 C0.125 N0.125 O1 F3.5,1.0708869227473952
Na2OH(AlF4)0.75(CN)0.25,Na,OH,AlF4,0.75,CN,0.25,Na2 Al0.75 H1 C0.25 N0.25 O1 F3,1.040206669844673
Na2OH(AlF4)0.625(CN)0.375,Na,OH,AlF4,0.625,CN,0.375,Na2 Al0.625 H1 C0.375 N0.375 O1 F2.5,1.009526416941951
Na2OH(AlF4)0.5(CN)0.5,Na,OH,AlF4,0.5,CN,0.5,Na2 Al0.5 H1 C0.5 N0.5 O1 F2,0.9788461640392287
Na2OH(AlF4)0.375(CN)0.625,Na,OH,AlF4,0.375,CN,0.625,Na2 Al0.375 H1 C0.625 N0.625 O1 F1.5,0.9481659111365068
Na2OH(AlF4)0.25(CN)0.75,Na,OH,AlF4,0.25,CN,0.75,Na2 Al0.25 H1 C0.75 N0.75 O1 F1,0.9174856582337848
Na2OH(AlF4)0.125(CN)0.875,Na,OH,AlF4,0.125,CN,0.875,Na2 Al0.125 H1 C0.875 N0.875 O1 F0.5,0.8868054053310626
Na2OH(AlF4)0.875Cl0.125,Na,OH,AlF4,0.875,Cl,0.125,Na2 Al0.875 H1 Cl0.125 O1 F3.5,1.0672345116875472
Na2OH(AlF4)0.75Cl0.25,Na,OH,AlF4,0.75,Cl,0.25,Na2 Al0.75 H1 Cl0.25 O1 F3,1.0329018477249774
Na2OH(AlF4)0.625Cl0.375,Na,OH,AlF4,0.625,Cl,0.375,Na2 Al0.625 H1 Cl0.375 O1 F2.5,0.9985691837624074
Na2OH(AlF4)0.5Cl0.5,Na,OH,AlF4,0.5,Cl,0.5,Na2 Al0.5 H1 Cl0.5 O1 F2,0.9642365197998376
Na2OH(AlF4)0.375Cl0.625,Na,OH,AlF4,0.375,Cl,0.625,Na2 Al0.375 H1 Cl0.625 O1 F1.5,0.9299038558372674
Na2OH(AlF4)0.25Cl0.75,Na,OH,AlF4,0.25,Cl,0.75,Na2 Al0.25 H1 Cl0.75 O1 F1,0.8955711918746975
Na2OH(AlF4)0.125Cl0.875,Na,OH,AlF4,0.125,Cl,0.875,Na2 Al0.125 H1 Cl0.875 O1 F0.5,0.8612385279121275
Na2OH(AlF4)0.875(ICl4)0.125,Na,OH,AlF4,0.875,ICl4,0.125,Na2 Al0.875 H1 I0.125 Cl0.5 O1 F3.5,1.094992835742391
Na2OH(AlF4)0.75(ICl4)0.25,Na,OH,AlF4,0.75,ICl4,0.25,Na2 Al0.75 H1 I0.25 Cl1 O1 F3,1.088418495834665
Na2OH(AlF4)0.625(ICl4)0.375,Na,OH,AlF4,0.625,ICl4,0.375,Na2 Al0.625 H1 I0.375 Cl1.5 O1 F2.5,1.0818441559269387
Na2OH(AlF4)0.5(ICl4)0.5,Na,OH,AlF4,0.5,ICl4,0.5,Na2 Al0.5 H1 I0.5 Cl2 O1 F2,1.075269816019213
Na2OH(AlF4)0.375(ICl4)0.625,Na,OH,AlF4,0.375,ICl4,0.625,Na2 Al0.375 H1 I0.625 Cl2.5 O1 F1.5,1.0686954761114864
Na2OH(AlF4)0.25(ICl4)0.75,Na,OH,AlF4,0.25,ICl4,0.75,Na2 Al0.25 H1 I0.75 Cl3 O1 F1,1.0621211362037604
Na2OH(AlF4)0.125(ICl4)0.875,Na,OH,AlF4,0.125,ICl4,0.875,Na2 Al0.125 H1 I0.875 Cl3.5 O1 F0.5,1.055546796296034
Na2OH(AlF4)0.875(BH4)0.125,Na,OH,AlF4,0.875,BH4,0.125,Na2 Al0.875 B0.125 H1.5 O1 F3.5,1.075269816019213
Na2OH(AlF4)0.75(BH4)0.25,Na,OH,AlF4,0.75,BH4,0.25,Na2 Al0.75 B0.25 H2 O1 F3,1.048972456388308
Na2OH(AlF4)0.625(BH4)0.375,Na,OH,AlF4,0.625,BH4,0.375,Na2 Al0.625 B0.375 H2.5 O1 F2.5,1.0226750967574034
Na2OH(AlF4)0.5(BH4)0.5,Na,OH,AlF4,0.5,BH4,0.5,Na2 Al0.5 B0.5 H3 O1 F2,0.9963777371264988
Na2OH(AlF4)0.375(BH4)0.625,Na,OH,AlF4,0.375,BH4,0.625,Na2 Al0.375 B0.625 H3.5 O1 F1.5,0.970080377495594
Na2OH(AlF4)0.25(BH4)0.75,Na,OH,AlF4,0.25,BH4,0.75,Na2 Al0.25 B0.75 H4 O1 F1,0.9437830178646892
Na2OH(AlF4)0.125(BH4)0.875,Na,OH,AlF4,0.125,BH4,0.875,Na2 Al0.125 B0.875 H4.5 O1 F0.5,0.9174856582337848
Na2OH(AlF4)0.875(BF4)0.125,Na,OH,AlF4,0.875,BF4,0.125,Na2 Al0.875 B0.125 H1 O1 F4,1.0898794602586042
Na2OH(AlF4)0.75(BF4)0.25,Na,OH,AlF4,0.75,BF4,0.25,Na2 Al0.75 B0.25 H1 O1 F4,1.078191744867091
Na2OH(AlF4)0.625(BF4)0.375,Na,OH,AlF4,0.625,BF4,0.375,Na2 Al0.625 B0.375 H1 O1 F4,1.066504029475578
Na2OH(AlF4)0.5(BF4)0.5,Na,OH,AlF4,0.5,BF4,0.5,Na2 Al0.5 B0.5 H1 O1 F4,1.0548163140840645
Na2OH(AlF4)0.375(BF4)0.625,Na,OH,AlF4,0.375,BF4,0.625,Na2 Al0.375 B0.625 H1 O1 F4,1.0431285986925514
Na2OH(AlF4)0.25(BF4)0.75,Na,OH,AlF4,0.25,BF4,0.75,Na2 Al0.25 B0.75 H1 O1 F4,1.0314408833010382
Na2OH(AlF4)0.125(BF4)0.875,Na,OH,AlF4,0.125,BF4,0.875,Na2 Al0.125 B0.875 H1 O1 F4,1.019753167909525
Na2OH(AlF4)0.875(AlH4)0.125,Na,OH,AlF4,0.875,AlH4,0.125,Na2 Al1 H1.5 O1 F3.5,1.0982800056962545
Na2OH(AlF4)0.75(AlH4)0.25,Na,OH,AlF4,0.75,AlH4,0.25,Na2 Al1 H2 O1 F3,1.094992835742391
Na2OH(AlF4)0.625(AlH4)0.375,Na,OH,AlF4,0.625,AlH4,0.375,Na2 Al1 H2.5 O1 F2.5,1.091705665788528
Na2OH(AlF4)0.5(AlH4)0.5,Na,OH,AlF4,0.5,AlH4,0.5,Na2 Al1 H3 O1 F2,1.088418495834665
Na2OH(AlF4)0.375(AlH4)0.625,Na,OH,AlF4,0.375,AlH4,0.625,Na2 Al1 H3.5 O1 F1.5,1.085131325880802
Na2OH(AlF4)0.25(AlH4)0.75,Na,OH,AlF4,0.25,AlH4,0.75,Na2 Al1 H4 O1 F1,1.0818441559269387
Na2OH(AlF4)0.125(AlH4)0.875,Na,OH,AlF4,0.125,AlH4,0.875,Na2 Al1 H4.5 O1 F0.5,1.0785569859730757
Na2OH(AlF4)0.875F0.125,Na,OH,AlF4,0.875,F,0.125,Na2 Al0.875 H1 O1 F3.625,1.0497029386002776
Na2OH(AlF4)0.75F0.25,Na,OH,AlF4,0.75,F,0.25,Na2 Al0.75 H1 O1 F3.25,0.997838701550438
Na2OH(AlF4)0.625F0.375,Na,OH,AlF4,0.625,F,0.375,Na2 Al0.625 H1 O1 F2.875,0.945974464500598
Na2OH(AlF4)0.5F0.5,Na,OH,AlF4,0.5,F,0.5,Na2 Al0.5 H1 O1 F2.5,0.8941102274507583
Na2OH(AlF4)0.375F0.625,Na,OH,AlF4,0.375,F,0.625,Na2 Al0.375 H1 O1 F2.125,0.8422459904009186
Na2OH(AlF4)0.25F0.75,Na,OH,AlF4,0.25,F,0.75,Na2 Al0.25 H1 O1 F1.75,0.7903817533510789
Na2OH(AlF4)0.125F0.875,Na,OH,AlF4,0.125,F,0.875,Na2 Al0.125 H1 O1 F1.375,0.7385175163012391
Na2OH(AlF4)0.875(ClO4)0.125,Na,OH,AlF4,0.875,ClO4,0.125,Na2 Al0.875 H1 Cl0.125 O1.5 F3.5,1.0887837369406497
Na2OH(AlF4)0.75(ClO4)0.25,Na,OH,AlF4,0.75,ClO4,0.25,Na2 Al0.75 H1 Cl0.25 O2 F3,1.0760002982311825
Na2OH(AlF4)0.625(ClO4)0.375,Na,OH,AlF4,0.625,ClO4,0.375,Na2 Al0.625 H1 Cl0.375 O2.5 F2.5,1.0632168595217146
Na2OH(AlF4)0.5(ClO4)0.5,Na,OH,AlF4,0.5,ClO4,0.5,Na2 Al0.5 H1 Cl0.5 O3 F2,1.0504334208122472
Na2OH(AlF4)0.375(ClO4)0.625,Na,OH,AlF4,0.375,ClO4,0.625,Na2 Al0.375 H1 Cl0.625 O3.5 F1.5,1.0376499821027796
Na2OH(AlF4)0.25(ClO4)0.75,Na,OH,AlF4,0.25,ClO4,0.75,Na2 Al0.25 H1 Cl0.75 O4 F1,1.024866543393312
Na2OH(AlF4)0.125(ClO4)0.875,Na,OH,AlF4,0.125,ClO4,0.875,Na2 Al0.125 H1 Cl0.875 O4.5 F0.5,1.0120831046838443
Na2OH(AlF4)0.875Br0.125,Na,OH,AlF4,0.875,Br,0.125,Na2 Al0.875 H1 Br0.125 O1 F3.5,1.0727131282773192
Na2OH(AlF4)0.75Br0.25,Na,OH,AlF4,0.75,Br,0.25,Na2 Al0.75 H1 Br0.25 O1 F3,1.043859080904521
