material_id,formula_pretty,composition,E_f,E_g
mp-1304173,NaV5O8,Na2 V10 O16,-2.3992834258128073,1.4611000000000005
mp-1210814,NaPO6,Na4 P4 O24,-0.9475724210652707,0.9954000000000001
mp-1195048,NaCaMn3Si5HO15,Na2 Ca2 Mn6 Si10 H2 O30,-2.8515762638047075,3.1151
mp-721988,NaAlSi3O8,Na2 Al2 Si6 O16,-3.2095396197214847,4.8862000000000005
mp-1303200,NaNi2O3,Na2 Ni4 O6,-1.2575406989798843,0.0
mp-1202504,Rb7NaSi8,Rb28 Na4 Si32,-0.013985237429957387,1.6935
mp-1199113,NaTbP2H2CO7,Na4 Tb4 P8 H8 C4 O28,-2.069787620523691,0.43610000000000004
mp-13755,BaNa(PO3)3,Ba4 Na4 P12 O36,-2.864943120021991,5.3055
mp-1215061,Ba2NaTi2MnRe2Si8HO26F,Ba4 Na2 Ti4 Mn2 Re4 Si16 H2 O52 F2,-2.7959314551074317,0.2375999999999996
mp-22614,NaFe(GeO3)2,Na2 Fe2 Ge4 O12,-2.047596715155173,2.4940999999999995
mp-1223552,KNaCaMg5(SiO3)8,K1 Na1 Ca1 Mg5 Si8 O24,-3.0750224713407306,0.000700000000000145
mp-1180486,NaC2(NO)4,Na4 C8 N16 O16,-0.18283372171630158,0.0
mp-1280674,NaMn2Mo2H3O10,Na1 Mn2 Mo2 H3 O10,-1.8948460292217437,2.4132
mp-1274483,NaNiO2,Na4 Ni4 O8,-1.318227100344826,0.6911
mp-561303,NaSb(PS3)2,Na2 Sb2 P4 S12,-0.7170047325665017,2.1510999999999996
mp-1111553,NaLi2AlF6,Na1 Li2 Al1 F6,-3.2292704771111134,5.8337
mp-2713883,NaNb3Zn(PO4)6,Na3 Nb9 Zn3 P18 O72,-2.7698319021686593,1.2198000000000002
mp-865099,NaLaHg2,Na1 La1 Hg2,-0.46799341250000737,0.0
mp-3056,NaTlO2,Na1 Tl1 O2,-1.2404583075000026,0.6208
mp-1113966,Rb2NaLuCl6,Rb2 Na1 Lu1 Cl6,-2.466082921304598,5.1975
mp-1521753,NaPrYSbO6,Na1 Pr1 Y1 Sb1 O6,-2.777592393804597,3.2821999999999996
mp-634418,NaCaSiHO4,Na2 Ca2 Si2 H2 O8,-2.777857603453663,4.4923
mp-1110830,K2NaPrF6,K2 Na1 Pr1 F6,-3.4773994424166665,5.9483
mp-1209980,NaLiBeF4,Na4 Li4 Be4 F16,-3.312151102816092,7.676499999999999
mp-1017360,NaSrMg6,Na2 Sr2 Mg12,0.11791436545258649,0.0
mp-1097233,NaGaHg2,Na1 Ga1 Hg2,0.6271912365301692,0.0
mp-642234,NaEu(PO3)4,Na4 Eu4 P16 O48,-2.771659615969485,0.0
mp-1201921,NaSb2H2OF7,Na4 Sb8 H8 O4 F28,-2.4181781485676392,4.5128
mp-1027787,NaMg14Fe,Na1 Mg14 Fe1,0.17707594178879327,0.0
mp-1096496,NaZn2Au,Na1 Zn2 Au1,0.6053987588163174,1.2132
mp-643273,NaH2Pd3,Na1 H2 Pd3,-0.1936599512500005,0.0
mp-1035183,NaLaMg14O16,Na1 La1 Mg14 O16,-2.9096854858243533,2.9745
mp-755144,NaLiO,Na2 Li2 O2,-1.6729306140708804,2.879
mp-2715693,NaYTa3SiP5O24,Na3 Y3 Ta9 Si3 P15 O72,-3.101181435902674,3.2162
mp-1021514,NaGe2(PO4)3,Na2 Ge4 P6 O24,-2.4707746247393256,3.1872
mp-1096090,NaTl2Hg,Na1 Tl2 Hg1,0.7752148052083356,0.0
mp-1031011,NaCeMg6O8,Na1 Ce1 Mg6 O8,-2.7456790941163787,0.0
mp-2228122,NaMgNiO2,Na1 Mg1 Ni1 O2,-1.2186446282758616,0.0
mp-1282783,NaMn3V4O12,Na2 Mn6 V8 O24,-2.30701090575862,0.14470000000000027
mp-1147543,NaNiO2,Na1 Ni1 O2,-0.9594821440948262,0.0
mp-1020630,Rb2Na(NO3)3,Rb4 Na2 N6 O18,-1.3947987442586205,3.0141999999999998
mp-557976,Na(CO)2,Na4 C8 O8,-1.2784284942758632,2.5202999999999998
mp-1186132,NaCa3,Na1 Ca3,0.08148771249999953,0.0
mp-1079339,K2NaMnF6,K2 Na1 Mn1 F6,-2.9848986768810346,1.5314
mp-24586,NaMn3P3(HO6)2,Na2 Mn6 P6 H4 O24,-2.397340396742903,3.3230999999999997
mp-725970,NaZrSi2O7,Na2 Zr2 Si4 O14,-3.0396647289890284,0.0
mp-1521567,NaSrPrNbO6,Na1 Sr1 Pr1 Nb1 O6,-2.8341680658045973,0.0
mp-2712745,NaZrInP2SO12,Na6 Zr6 In6 P12 S6 O72,-2.6408131207313903,3.8542999999999994
mp-1210144,NaCoF4,Na4 Co4 F16,-2.410163696896552,0.32210000000000005
mp-1212281,NaGaGeO4,Na12 Ga12 Ge12 O48,-2.219080971268473,3.1167
mp-1521559,NaLaHfSnO6,Na1 La1 Hf1 Sn1 O6,-3.0190309466379306,2.6241000000000003
mp-1112139,Cs2NaTlI6,Cs2 Na1 Tl1 I6,-1.2101129044023002,0.0817
mp-560721,NaCaBeSi2O6F,Na4 Ca4 Be4 Si8 O24 F4,-3.281605848031609,5.510999999999999
mp-1190761,NaGaCl4,Na4 Ga4 Cl16,-1.7908002898132194,4.2848
mp-2716352,NaIn2Sn2P3(SO8)3,Na3 In6 Sn6 P9 S9 O72,-2.1890595962707016,1.6534000000000002
mp-1180210,NaO5,Na2 O10,-0.08580369604166667,0.0
mp-976402,NaZnAs(H2O3)2,Na2 Zn2 As2 H8 O12,-1.583156932990716,3.0309
mp-2716374,NaGa2Ge2P3(SO8)3,Na3 Ga6 Ge6 P9 S9 O72,-2.175148319556416,2.057
mp-2233424,NaMgCr3O8,Na1 Mg1 Cr3 O8,-1.9365385112599465,0.9477
mp-675369,NaNO2,Na2 N2 O4,0.6703730634051723,0.0
mp-1110566,Cs2NaAsBr6,Cs2 Na1 As1 Br6,-1.6034142428189657,2.559
mp-1077240,NaFeAs,Na2 Fe2 As2,-0.21611175295977011,0.0
mp-1519923,NaLiV4O12,Na1 Li1 V4 O12,-2.0315965502618147,0.0
mp-1238847,Na(CrS2)2,Na1 Cr2 S4,-1.0349077387684724,0.0
mp-976031,NaAc,Na1 Ac1,0.1760536804741406,0.0
mp-6896,Rb2NaCo(CN)6,Rb4 Na2 Co2 C12 N12,-0.2846261566487067,4.3383
mp-1034618,NaMg14BO15,Na1 Mg14 B1 O15,-2.7242339755821283,1.8832000000000004
mp-1017289,NaHfMg6,Na2 Hf2 Mg12,0.22240699670258657,0.0
mp-2713801,NaZr3Nb(PO4)6,Na3 Zr9 Nb3 P18 O72,-3.10084539721628,2.6572999999999998
mp-1114016,Rb2NaScBr6,Rb2 Na1 Sc1 Br6,-2.1034202011379306,3.1115
mp-2714838,NaZnIn3(SO4)6,Na3 Zn3 In9 S18 O72,-1.9279223738013131,3.2213
mp-1520145,NaLaMn4O12,Na1 La1 Mn4 O12,-1.6824470548946355,0.0
mp-696990,NaPH3C2N3O4,Na4 P4 H12 C8 N12 O16,-0.9136548430194408,3.4113
mp-1193109,NaCaAsO4,Na4 Ca4 As4 O16,-2.496492102697044,3.5934
mp-13926,Rb2NaYF6,Rb2 Na1 Y1 F6,-3.5703714801379314,6.4475999999999996
mp-1274267,NaNiO2,Na4 Ni4 O8,-1.323319059719826,0.23030000000000017
mp-1246217,NaSrN,Na2 Sr2 N2,-0.18677729176724137,0.27190000000000003
mp-1077413,NaPO,Na2 P2 O2,-0.8172259428407221,0.0
mp-1238812,Na(CrS2)2,Na4 Cr8 S16,-1.0035383719827584,0.0
mp-1215159,Ba3NaMn4Si6O23,Ba12 Na4 Mn16 Si24 O92,-2.695530191300093,0.11629999999999985
mp-1221130,NaLi4(H2N)5,Na4 Li16 H40 N20,-0.5623296581106324,2.6774
mp-559209,NaCuAsO4,Na8 Cu8 As8 O32,-1.5844162451970436,0.0
mp-1022461,NaMg6Zr,Na2 Mg12 Zr2,0.17536261982758639,0.0
mp-1203079,NaLiB2(H5N)2,Na2 Li2 B4 H20 N4,-0.42375819722162333,4.0857
mp-1110861,K2NaMoCl6,K2 Na1 Mo1 Cl6,-1.7205038045833234,1.5542000000000002
mp-1190459,NaAsO6,Na2 As2 O12,-0.6751652192349127,0.16889999999999994
mp-1901,NaO2,Na2 O4,-0.8802643833333329,0.0
mp-505659,Rb2NaMn(CN)6,Rb4 Na2 Mn2 C12 N12,-0.2414847396443971,1.9485
mp-2716189,NaSc2Ta2P5SO24,Na3 Sc6 Ta6 P15 S3 O72,-2.9843343648121974,3.2185
mp-8470,NaPrO2,Na2 Pr2 O4,-2.867399185416664,3.1965
mp-676909,NaEu2Cl6,Eu6 Na3 Cl18,-2.51033177274585,0.0
mp-1210264,NaCu2(SeO5)2,Na1 Cu2 Se2 O10,-1.0410263920711202,0.04949999999999999
mp-558920,NaNbO3,Na8 Nb8 O24,-2.840425935275861,2.4364
mp-1220951,NaTiPO5,Na8 Ti8 P8 O40,-2.995576628356938,2.8659999999999997
mp-1114018,Rb2NaLaCl6,Rb2 Na1 La1 Cl6,-2.466890728137931,4.6431
mp-1199865,NaLa(GaS2)4,Na4 La4 Ga16 S32,-1.3358718192056653,2.2582
mp-555118,NaPO3,Na12 P12 O36,-2.634127569204435,5.081
mp-570876,NaNd(GaSe2)4,Na4 Nd4 Ga16 Se32,-1.1806168010806652,1.5138
mp-1111095,NaLi2RhF6,Na1 Li2 Rh1 F6,-2.365677258304597,1.9166
mp-27514,NaFeCl4,Na4 Fe4 Cl16,-1.5308185752298844,0.2252
mp-1521505,NaSrPrNbO6,Na4 Sr4 Pr4 Nb4 O24,-2.902705263054597,0.0
mp-1221078,NaEu(MoO4)2,Na1 Eu1 Mo2 O8,-2.3297323805316097,0.0
mp-1101699,NaFe11O17,Na2 Fe22 O34,-1.6076465985820447,1.2632999999999999
mp-1194433,K3NaOs2O9,K6 Na2 Os4 O18,-1.804248665375287,0.0
mp-2713518,NaNb2Si2PO12,Na6 Nb12 Si12 P6 O72,-3.009087809964196,2.9846000000000004
mp-1198462,KNaNbOF5,K4 Na4 Nb4 O4 F20,-3.263153030681034,4.3822
mp-559384,BaNaNdSi2O7,Ba8 Na8 Nd8 Si16 O56,-3.346949111052442,4.4466
mp-1518127,NaCaInWO6,Na1 Ca1 In1 W1 O6,-2.328799848304597,2.3994000000000004
mp-1281666,NaCoO2,Na4 Co4 O8,-1.478321049094828,0.6352000000000002
mp-505066,NaFeF3,Na4 Fe4 F12,-2.738650639275858,1.8013000000000001
mp-1517122,NaLaMnWO6,Na1 La1 Mn1 W1 O6,-2.5489504029310326,1.0187999999999997
mp-1110833,K2NaBiF6,K2 Na1 Bi1 F6,-2.897670154087931,4.8062000000000005
mp-1517333,NaSrYSeO6,Na1 Sr1 Y1 Se1 O6,-2.2305077922187535,2.0769999999999995
mp-1517519,NaLiCeWO6,Na1 Li1 Ce1 W1 O6,-2.5923704129712632,1.8641
mp-1100391,NaBeSb,Na1 Be1 Sb1,-0.08706246545977041,0.9980000000000002
mp-1026695,CsNaMg14,Cs1 Na1 Mg14,0.19100010030360437,0.0
mp-2713512,NaZrSn(PO4)3,Na6 Zr6 Sn6 P18 O72,-2.8380666969615493,3.0371
mp-1220873,NaSbS2,Na1 Sb1 S2,-0.6783313051562505,0.0
mp-18728,NaFe2O3,Na1 Fe2 O3,-1.5894874423132173,0.0
mp-1022090,NaMg6Cu,Na2 Mg12 Cu2,0.11164519036283505,0.0
mp-1113967,Rb2NaAsCl6,Rb2 Na1 As1 Cl6,-1.7921329993879311,3.1484
mp-16291,NaZr2PdF11,Na1 Zr2 Pd1 F11,-3.3864901579252873,0.0
mp-1224220,KNaV6(PbO3)8,K1 Na1 V6 Pb8 O24,-2.1172624069657315,2.943
mp-1199541,NaB5PbO9,Na4 B20 Pb4 O36,-2.67517570920079,4.586
mp-1183356,Ba3Na,Ba3 Na1,0.06931282715517262,0.0
mp-1201362,NaB6NO10,Na8 B48 N8 O80,-2.2432565303544063,0.0
mp-694049,NaCa4TaTi4(SiO5)5,Na2 Ca8 Ta2 Ti8 Si10 O50,-3.406466595238649,2.8068000000000004
mp-36235,Na(ScI3)2,Na2 Sc4 I12,-1.4990454946168583,0.0
mp-1220826,NaLaF4,Na3 La3 F12,-3.9911882730555543,6.105700000000001
mp-555792,Na(OsO3)2,Na2 Os4 O12,-1.5396510879310341,0.0
mp-1522088,NaPrHfSnO6,Na1 Pr1 Hf1 Sn1 O6,-2.9600651713045965,3.4145
mp-768072,NaMnPCO7,Na4 Mn4 P4 C4 O28,-2.1708775005866543,0.9575
mp-776529,NaLiMn2Fe4(PO4)6,Na1 Li1 Mn2 Fe4 P6 O24,-2.4140030096955747,1.3958
mp-1517013,NaLi(WO3)4,Na1 Li1 W4 O12,-2.167485171372923,0.0
mp-7240,NaRuO2,Na1 Ru1 O2,-1.4105720515948263,0.0
mp-1209960,NaYCl4,Na2 Y2 Cl8,-2.3717053408333335,4.6098
mp-720703,NaUHOF5,Na8 U8 H8 O8 F40,-2.9997154811254787,0.0
mp-2714216,NaMg2Ge2PS5O24,Na3 Mg6 Ge6 P3 S15 O72,-2.123517879005395,1.0084
mp-1111641,K2NaGaBr6,K2 Na1 Ga1 Br6,-1.6484513703379318,1.6303
mp-1110962,K2NaPrI6,K2 Na1 Pr1 I6,-1.608066099754597,3.1022000000000003
mp-1020648,NaLaSiO4,Na12 La12 Si12 O48,-3.3167264155541867,4.454600000000001
mp-1037595,NaYMg30O32,Na1 Y1 Mg30 O32,-3.0088715167403004,4.225
mp-1198435,K7Na(TeO8)4,K7 Na1 Te4 O32,-0.628424963381726,0.0
mp-977128,NaRu3,Na1 Ru3,0.8170243733620701,0.0
mp-554248,KNaMn(Si2O5)2,K2 Na2 Mn2 Si8 O20,-2.9633459506800204,3.0188000000000006
mp-2713806,NaCaNb3Si3(SO8)3,Na3 Ca3 Nb9 Si9 S9 O72,-2.654856102825124,1.0064
mp-1214476,BaNaPO4,Ba4 Na4 P4 O16,-2.9746524190745944,4.174
mp-1112013,Cs2NaRuF6,Cs2 Na1 Ru1 F6,-2.613003696568966,0.0
mp-768152,NaZrPCO7,Na2 Zr2 P2 C2 O14,-2.730472616911106,4.0075
mp-1223483,KNaAs6(PbO3)8,K1 Na1 As6 Pb8 O24,-1.7976229715907324,3.4598
mp-865113,NaNdAu2,Na1 Nd1 Au2,-0.5872367022198279,0.0
mp-1221411,Na(FeO2)2,Na1 Fe2 O4,-1.5952647116256153,0.1915
mp-1105542,NaFeH8(NF3)2,Na1 Fe1 H8 N2 F6,-1.614161714243295,4.2486999999999995
mp-1210219,NaCr(PS3)2,Na4 Cr4 P8 S24,-0.8462427110665012,1.1478000000000002
mp-1523138,KNa(SbO3)4,K1 Na1 Sb4 O12,-1.6227893193682936,0.0
mp-1211025,NaFeBP2O11,Na6 Fe6 B6 P12 O66,-1.806671772124897,0.0
mp-2714261,NaMgSc(SO4)3,Na6 Mg6 Sc6 S18 O72,-2.4592269896599617,4.237
mp-578606,NaCuO2,Na1 Cu1 O2,-1.0660939787500006,0.0
mp-560506,NaTiP2O7,Na4 Ti4 P8 O28,-2.834732037863486,0.0
mp-1110644,Rb2NaTaF6,Rb2 Na1 Ta1 F6,-2.9443864488712643,0.0
mp-560259,NaVCdO4,Na2 V2 Cd2 O8,-2.07047178591133,2.4462
mp-862945,NaPmTe2,Na1 Pm1 Te2,-1.3133058668750017,0.0
mp-1179864,NaMnCu3Se4,Na1 Mn1 Cu3 Se4,-0.5926786942983711,0.0
mp-2714607,NaScInP(SO6)2,Na6 Sc6 In6 P6 S12 O72,-2.459806705241972,3.5761000000000003
mp-28478,NaTe3,Na12 Te36,-0.47606470229166814,0.5092000000000003
mp-1206690,Rb2NaSmF6,Rb2 Na1 Sm1 F6,-3.5402884326379316,6.3067
mp-1184844,K3Na,K3 Na1,0.02311581218750014,0.0
mp-755959,NaLiO,Na4 Li4 O4,-1.6381301290708805,1.5957
mp-694918,NaCa2V3(CoO6)2,Na4 Ca8 V12 Co8 O48,-2.4725111013189656,2.0238
mp-13275,NaSrP,Na3 Sr3 P3,-0.9636403148809526,1.2357
mp-1245743,NaSbN2,Na16 Sb16 N32,0.11180937463541518,1.1547999999999998
mp-16777,NaAlP2O7,Na4 Al4 P8 O28,-2.8964188259695463,5.2801
mp-1200716,NaSr3CeP3O13,Na2 Sr6 Ce2 P6 O26,-3.1937939422765655,0.16570000000000018
mp-2712658,NaCaTaP2SO12,Na6 Ca6 Ta6 P12 S6 O72,-2.7214982891017607,2.6727999999999996
mp-1040283,KNaMg30O31,K1 Na1 Mg30 O31,-2.8612929611290365,1.9217999999999993
mp-1026804,NaCeMg14,Na1 Ce1 Mg14,0.07409773656705454,0.0
mp-1173581,NaTiPO5,Na8 Ti8 P8 O40,-2.9906910144506877,3.1919000000000004
mp-1204074,NaAuS,Na16 Au16 S16,-0.8322100137931029,2.3046999999999995
mp-555794,NaMg2V3O10,Na2 Mg4 V6 O20,-2.583568591961207,2.8158
mp-1034329,NaMg14SbO16,Na1 Mg14 Sb1 O16,-2.7808554328556028,1.2875999999999994
mp-1221004,NaLuTi2O6,Na2 Lu2 Ti4 O12,-3.4457888184712635,1.8433000000000002
mp-1246274,NaCuN,Na1 Cu1 N1,0.2587535567385058,0.0
mp-752918,NaTi6O12,Na1 Ti6 O12,-3.3072486211252268,0.0
mp-2714582,NaLaYP(SO6)2,Na6 La6 Y6 P6 S12 O72,-2.8039231903345656,4.495100000000001
mp-1034338,NaMg14SbO16,Na1 Mg14 Sb1 O16,-2.782810451293103,1.5487000000000002
mp-1202449,NaPO4,Na8 P8 O32,-1.9170896793370276,1.8212000000000002
mp-1111915,K2NaTlBr6,K2 Na1 Tl1 Br6,-1.5348808549212651,1.0308
mp-19391,NaVO2,Na1 V1 O2,-2.338692632844828,0.0
mp-1210198,NaCo2Se2O7,Na4 Co8 Se8 O28,-1.3883665940472347,0.6525000000000001
mp-28570,NaInI4,Na4 In4 I16,-1.066510253007662,2.4494
mp-1276496,NaV2O4,Na2 V4 O8,-2.4060869851970432,0.758
mp-560769,NaZnFe2(PO4)3,Na4 Zn4 Fe8 P12 O48,-2.381326443042519,2.5064
mp-776294,NaNiPO4,Na4 Ni4 P4 O16,-2.2771289701460233,3.3445
mp-504943,KNaP2H2O7,K4 Na4 P8 H8 O28,-2.336602174647309,5.2201
mp-554726,KNaCu3S3O13,K4 Na4 Cu12 S12 O52,-1.7222484774347289,0.15649999999999986
mp-1197419,Rb6NaU3Si4O20F,Rb12 Na2 U6 Si8 O40 F2,-3.1584147569679786,2.1473999999999998
mp-2712602,NaScTiSi(SO6)2,Na6 Sc6 Ti6 Si6 S12 O72,-2.7068600576692208,1.9722
mp-772293,NaLi5Fe2P2(CO7)2,Na2 Li10 Fe4 P4 C4 O28,-2.3218623337435256,4.0042
mp-976971,NaPd3,Na1 Pd3,0.00025291500000079736,0.0
mp-776599,NaTi2(PO4)3,Na2 Ti4 P6 O24,-2.986507187054141,2.6023
mp-1186226,NaGd3,Na2 Gd6,0.2405624821120682,0.0
mp-1111231,K2NaInI6,K2 Na1 In1 I6,-1.2208519762545975,0.6835
mp-2714395,NaAl2P(SO6)2,Na6 Al12 P6 S12 O72,-2.55200505051975,5.2589
mp-769564,NaVPCO7,Na4 V4 P4 C4 O28,-2.355892678047469,1.2233999999999998
mp-22851,NaCl,Na1 Cl1,-1.8840123312500001,3.9736000000000002
mp-1268190,NaSi6,Na1 Si6,0.31975696245689683,0.0
mp-865120,NaPaO3,Na1 Pa1 O3,-3.271482894999997,2.952
mp-22474,Na(CoO2)2,Na4 Co8 O16,-1.4397253105541867,0.0
mp-18005,NaYTiO4,Na4 Y4 Ti4 O16,-3.3582368035303776,2.3722
mp-866536,NaEu2Sn,Na1 Eu2 Sn1,-0.40677932038793685,0.0
mp-1220939,NaTi5(NCl)5,Na2 Ti10 N10 Cl10,-1.8016780943489579,0.0
mp-1196604,NaCeP2H2CO7,Na4 Ce4 P8 H8 C4 O28,-2.1575766423689293,0.7201000000000002
mp-1038011,NaMg30MnO32,Na1 Mg30 Mn1 O32,-2.9556300971767233,1.5133999999999999
mp-1022633,NaYMg6,Na2 Y2 Mg12,0.10498785107758657,0.0
mp-740733,NaAl(H2N)4,Na4 Al4 H32 N16,0.04506656517856961,0.0252
mp-631337,NaTaNi,Na1 Ta1 Ni1,1.4668833142222226,0.0
mp-542123,Ba3NaRu2O9,Ba6 Na2 Ru4 O18,-2.252400999591954,0.0
mp-1099324,NaCeMg6,Na1 Ce1 Mg6,0.12179546639551031,0.0
mp-2241208,K2NaMgVOF5,K2 Na1 Mg1 V1 O1 F5,-2.833079785534483,0.17790000000000017
mp-997089,NaAuO2,Na1 Au1 O2,-0.9201339924999985,1.1589999999999998
mp-1521407,NaCaLaSeO6,Na1 Ca1 La1 Se1 O6,-2.3816455343723058,2.4032999999999998
mp-2714253,NaLa4PS5O24,Na3 La12 P3 S15 O72,-2.7254247860530145,3.6929
mp-18435,NaMoP2O7,Na4 Mo4 P8 O28,-2.5604659457422723,3.9664
mp-684912,NaCa3Fe4(SiO3)8,Na1 Ca3 Fe4 Si8 O24,-2.7468072207844814,2.3848
mp-559618,NaB(CO2)4,Na2 B2 C8 O16,-1.8311197043247123,3.5338
mp-1210062,NaNdCoWO6,Na2 Nd2 Co2 W2 O12,-2.4943522324051726,2.4461
mp-1112141,Cs2NaScI6,Cs2 Na1 Sc1 I6,-1.640809634568966,2.2294
mp-973968,KNaO3,K1 Na1 O3,-0.49379520822586115,0.0
mp-1098107,CsNaMg6O7,Cs1 Na1 Mg6 O7,-2.205018498333326,0.0
mp-37267,NaYF4,Na3 Y3 F12,-3.9909690261111117,7.3745
mp-686543,NaSm9Si6(SO12)2,Na2 Sm18 Si12 S4 O48,-3.5320428522947447,3.0262
mp-677430,NaLiLa2Ti4O12,Na1 Li1 La2 Ti4 O12,-3.4431180579022977,1.9969000000000001
mp-558066,NaCaVO4,Na2 Ca2 V2 O8,-2.6918841501970436,3.4642999999999997
mp-1031453,KNaMg6O7,K1 Na1 Mg6 O7,-2.2624789207419536,0.0
mp-1210199,NaCaAlPHO5F2,Na2 Ca2 Al2 P2 H2 O10 F4,-3.0775213908143475,5.4043
mp-9068,K2NaAlP2,K4 Na2 Al2 P4,-0.69576564390873,1.242
mp-647450,NaCa2TiSi2O8F,Na4 Ca8 Ti4 Si8 O32 F4,-3.202063392980843,3.4385000000000003
mp-1193007,NaVH2I2O9,Na2 V2 H4 I4 O18,-1.4147299537586198,3.0634
mp-1120756,NaVF3,Na4 V4 F12,-3.0194223324999996,2.0206999999999997
mp-604368,K2NaV5H10O19,K4 Na2 V10 H20 O38,-1.9135085248886297,2.4848999999999997
mp-1206388,NaAgC2,Na1 Ag1 C2,0.42476663298850603,1.2033
mp-17876,NaMnAsO4,Na4 Mn4 As4 O16,-2.0196254891871916,1.7334999999999998
mp-1196753,NaMg(PO3)3,Na16 Mg16 P48 O144,-2.784443094039849,5.4755
mp-4360,NaCdF3,Na2 Cd2 F6,-2.662374417775862,3.482
mp-1221045,NaNd9(Ge3O13)2,Na1 Nd9 Ge6 O26,-3.1089318296161745,3.6060999999999996
mp-1186189,NaTl3,Na1 Tl3,-0.09725801750000329,0.0
mp-13599,NaSn2F5,Na8 Sn16 F40,-2.565853822187501,3.7838
mp-1093775,NaCaHg2,Na1 Ca1 Hg2,0.5460639531249996,0.19120000000000004
mp-758835,Na(Cu3O4)2,Na1 Cu6 O8,-0.7855059180000002,0.0
mp-1026646,NaMg14Cd,Na1 Mg14 Cd1,0.04314403866379335,0.0
mp-1521471,NaHfCuWO6,Na1 Hf1 Cu1 W1 O6,-2.3447298406379304,0.8338999999999999
mp-1023303,NaMg6Al,Na2 Mg12 Al2,0.09285602420258643,0.0
mp-1518401,NaEuYWO6,Na1 Eu1 Y1 W1 O6,-2.8609163781379308,0.29959999999999987
mp-1188818,NaAu(IO3)4,Na1 Au1 I4 O12,-0.8983917484099612,2.1041999999999996
mp-1199704,NaPrP2H4CO7,Na4 Pr4 P8 H16 C4 O28,-2.1215047024894806,4.8134999999999994
mp-644506,NaAlH2CO5,Na2 Al2 H4 C2 O10,-2.178672311387919,4.943
mp-1180167,NaBH4,Na4 B4 H16,-0.33867397624999995,5.640499999999999
mp-12337,NaLa2OsO6,Na2 La4 Os2 O12,-2.8091525001379303,0.5186999999999999
mp-1517995,BaNaSbWO6,Ba1 Na1 Sb1 W1 O6,-2.24724495363793,1.3942999999999994
mp-2964,NaNO2,Na1 N1 O2,-1.2314366828879306,0.0
mp-17142,NaCrP2O7,Na4 Cr4 P8 O28,-2.64778755210591,2.4284999999999997
mp-22464,NaO3,Na1 O3,-0.5763720121874991,0.6064
mp-697828,NaLaCoWO6,Na8 La8 Co8 W8 O48,-2.2750383876551723,2.2846999999999995
mp-1521870,NaSrYMnO6,Na1 Sr1 Y1 Mn1 O6,-2.368981296431035,0.0
mp-1016119,NaMnO2,Na4 Mn4 O8,-1.926774759202587,0.0
mp-2716220,NaHf2Sn2P5SO24,Na3 Hf6 Sn6 P15 S3 O72,-2.763427373821722,1.9844000000000002
mp-1210358,NaMo6O17,Na2 Mo12 O34,-1.9823252891199712,0.5921999999999998
mp-643394,NaInH8(NF3)2,Na1 In1 H8 N2 F6,-1.655732850169221,5.0081
mp-1516390,NaCaHfWO6,Na1 Ca1 Hf1 W1 O6,-2.8769533336379305,0.0
mp-9574,NaBeSb,Na2 Be2 Sb2,-0.22445702545977042,0.8866
mp-1114087,Cs2NaTaF6,Cs2 Na1 Ta1 F6,-2.9570611923022994,0.0
mp-1095961,NaIn2Ag,Na1 In2 Ag1,0.9473895317672039,0.10550000000000015
mp-1111871,K2NaTiF6,K2 Na1 Ti1 F6,-3.3077360374212645,0.0
mp-677573,NaCa2Mg2(AsO4)3,Na4 Ca8 Mg8 As12 O48,-2.534161499943964,2.9898000000000002
mp-1523004,NaSrTbSeO6,Na1 Sr1 Tb1 Se1 O6,-2.4275432005389717,2.0783000000000005
mp-1221086,NaMg3V3Cr3Si6B3H3O31,Na1 Mg3 V3 Cr3 Si6 B3 H3 O31,-2.7806009513231933,1.4672
mp-760927,NaTiPO5,Na4 Ti4 P4 O20,-2.978326264294438,2.7735000000000003
mp-1186126,NaCoO3,Na1 Co1 O3,-1.0567890527758614,0.0
mp-1039782,NaMg30WO32,Na1 Mg30 W1 O32,-2.9340149890840515,2.9178999999999995
mp-1199989,K3NaNp4H4(S2O13)2,K6 Na2 Np8 H8 S8 O52,-2.4532906284078413,0.45730000000000004
mp-1021304,KNaMg6,K2 Na2 Mg12,0.2109843564213365,0.0
mp-1519314,NaSrCeBiO6,Na1 Sr1 Ce1 Bi1 O6,-2.5259492506379297,1.7934999999999999
mp-6684,NaCdPO4,Na4 Cd4 P4 O16,-2.386305046574595,2.9173
mp-4247,NaZnSb,Na2 Zn2 Sb2,-0.4025635016666674,0.0
mp-1517978,NaEuHfTiO6,Na1 Eu1 Hf1 Ti1 O6,-3.2822391274712643,0.0
mp-1220757,NaLa(MoO4)2,Na1 La1 Mo2 O8,-2.5313700280316085,3.5204
mp-2715677,NaTa2Ti2SiP5O24,Na3 Ta6 Ti6 Si3 P15 O72,-3.056965044645532,2.5576
mp-1246938,NaRuN2,Na16 Ru16 N32,0.11235545721443785,0.0
mp-1246218,NaCdN,Na2 Cd2 N2,0.21931292954023007,0.013199999999999878
mp-1210191,NaAl(SO4)2,Na1 Al1 S2 O8,-2.302646159698275,5.7223
mp-1221125,NaBiS2,Na1 Bi1 S2,-1.0003154465948274,1.4468999999999994
mp-1200387,NaFePH2(CO3)2,Na8 Fe8 P8 H16 C16 O48,-1.6871976545017064,3.6274000000000006
