formula,X,B,A,A_w,A_d,A_dw,composition
K3TeCl0.55(AlH4)0.45,K,Te,Cl,0.55,AlH4,0.45,K3 Al0.45 Te1 H1.8 Cl0.55
K3TeCl0.5(AlH4)0.5,K,Te,Cl,0.5,AlH4,0.5,K3 Al0.5 Te1 H2 Cl0.5
K3TeCl0.95(BCl4)0.05,K,Te,Cl,0.95,BCl4,0.05,K3 B0.05 Te1 Cl1.15
K3TeCl0.9(BCl4)0.1,K,Te,Cl,0.9,BCl4,0.1,K3 B0.1 Te1 Cl1.3
K3TeCl0.85(BCl4)0.15,K,Te,Cl,0.85,BCl4,0.15,K3 B0.15 Te1 Cl1.45
K3TeCl0.8(BCl4)0.2,K,Te,Cl,0.8,BCl4,0.2,K3 B0.2 Te1 Cl1.6
K3TeCl0.75(BCl4)0.25,K,Te,Cl,0.75,BCl4,0.25,K3 B0.25 Te1 Cl1.75
K3TeCl0.7(BCl4)0.3,K,Te,Cl,0.7,BCl4,0.3,K3 B0.3 Te1 Cl1.9
K3TeCl0.65(BCl4)0.35,K,Te,Cl,0.65,BCl4,0.35,K3 B0.35 Te1 Cl2.05
K3TeCl0.6(BCl4)0.4,K,Te,Cl,0.6,BCl4,0.4,K3 B0.4 Te1 Cl2.2
K3TeCl0.55(BCl4)0.45,K,Te,Cl,0.55,BCl4,0.45,K3 B0.45 Te1 Cl2.35
K3TeCl0.5(BCl4)0.5,K,Te,Cl,0.5,BCl4,0.5,K3 B0.5 Te1 Cl2.5
K3TeCl0.95(NO2)0.05,K,Te,Cl,0.95,NO2,0.05,K3 Te1 N0.05 Cl0.95 O0.1
K3TeCl0.9(NO2)0.1,K,Te,Cl,0.9,NO2,0.1,K3 Te1 N0.1 Cl0.9 O0.2
K3TeCl0.85(NO2)0.15,K,Te,Cl,0.85,NO2,0.15,K3 Te1 N0.15 Cl0.85 O0.3
K3TeCl0.8(NO2)0.2,K,Te,Cl,0.8,NO2,0.2,K3 Te1 N0.2 Cl0.8 O0.4
K3TeCl0.75(NO2)0.25,K,Te,Cl,0.75,NO2,0.25,K3 Te1 N0.25 Cl0.75 O0.5
K3TeCl0.7(NO2)0.3,K,Te,Cl,0.7,NO2,0.3,K3 Te1 N0.3 Cl0.7 O0.6
K3TeCl0.65(NO2)0.35,K,Te,Cl,0.65,NO2,0.35,K3 Te1 N0.35 Cl0.65 O0.7
K3TeCl0.6(NO2)0.4,K,Te,Cl,0.6,NO2,0.4,K3 Te1 N0.4 Cl0.6 O0.8
K3TeCl0.55(NO2)0.45,K,Te,Cl,0.55,NO2,0.45,K3 Te1 N0.45 Cl0.55 O0.9
K3TeCl0.5(NO2)0.5,K,Te,Cl,0.5,NO2,0.5,K3 Te1 N0.5 Cl0.5 O1
K3TeCl0.95Br0.05,K,Te,Cl,0.95,Br,0.05,K3 Te1 Br0.05 Cl0.95
K3TeCl0.9Br0.1,K,Te,Cl,0.9,Br,0.1,K3 Te1 Br0.1 Cl0.9
K3TeCl0.85Br0.15,K,Te,Cl,0.85,Br,0.15,K3 Te1 Br0.15 Cl0.85
K3TeCl0.8Br0.2,K,Te,Cl,0.8,Br,0.2,K3 Te1 Br0.2 Cl0.8
K3TeCl0.75Br0.25,K,Te,Cl,0.75,Br,0.25,K3 Te1 Br0.25 Cl0.75
K3TeCl0.7Br0.3,K,Te,Cl,0.7,Br,0.3,K3 Te1 Br0.3 Cl0.7
K3TeCl0.65Br0.35,K,Te,Cl,0.65,Br,0.35,K3 Te1 Br0.35 Cl0.65
K3TeCl0.6Br0.4,K,Te,Cl,0.6,Br,0.4,K3 Te1 Br0.4 Cl0.6
K3TeCl0.55Br0.45,K,Te,Cl,0.55,Br,0.45,K3 Te1 Br0.45 Cl0.55
K3TeCl0.5Br0.5,K,Te,Cl,0.5,Br,0.5,K3 Te1 Br0.5 Cl0.5
K3TeCl0.95I0.05,K,Te,Cl,0.95,I,0.05,K3 Te1 I0.05 Cl0.95
K3TeCl0.9I0.1,K,Te,Cl,0.9,I,0.1,K3 Te1 I0.1 Cl0.9
K3TeCl0.85I0.15,K,Te,Cl,0.85,I,0.15,K3 Te1 I0.15 Cl0.85
K3TeCl0.8I0.2,K,Te,Cl,0.8,I,0.2,K3 Te1 I0.2 Cl0.8
K3TeCl0.75I0.25,K,Te,Cl,0.75,I,0.25,K3 Te1 I0.25 Cl0.75
K3TeCl0.7I0.3,K,Te,Cl,0.7,I,0.3,K3 Te1 I0.3 Cl0.7
K3TeCl0.65I0.35,K,Te,Cl,0.65,I,0.35,K3 Te1 I0.35 Cl0.65
K3TeCl0.6I0.4,K,Te,Cl,0.6,I,0.4,K3 Te1 I0.4 Cl0.6
K3TeCl0.55I0.45,K,Te,Cl,0.55,I,0.45,K3 Te1 I0.45 Cl0.55
K3TeCl0.5I0.5,K,Te,Cl,0.5,I,0.5,K3 Te1 I0.5 Cl0.5
K3TeCl0.95(BF4)0.05,K,Te,Cl,0.95,BF4,0.05,K3 B0.05 Te1 Cl0.95 F0.2
K3TeCl0.9(BF4)0.1,K,Te,Cl,0.9,BF4,0.1,K3 B0.1 Te1 Cl0.9 F0.4
K3TeCl0.85(BF4)0.15,K,Te,Cl,0.85,BF4,0.15,K3 B0.15 Te1 Cl0.85 F0.6
K3TeCl0.8(BF4)0.2,K,Te,Cl,0.8,BF4,0.2,K3 B0.2 Te1 Cl0.8 F0.8
K3TeCl0.75(BF4)0.25,K,Te,Cl,0.75,BF4,0.25,K3 B0.25 Te1 Cl0.75 F1
K3TeCl0.7(BF4)0.3,K,Te,Cl,0.7,BF4,0.3,K3 B0.3 Te1 Cl0.7 F1.2
K3TeCl0.65(BF4)0.35,K,Te,Cl,0.65,BF4,0.35,K3 B0.35 Te1 Cl0.65 F1.4
K3TeCl0.6(BF4)0.4,K,Te,Cl,0.6,BF4,0.4,K3 B0.4 Te1 Cl0.6 F1.6
K3TeCl0.55(BF4)0.45,K,Te,Cl,0.55,BF4,0.45,K3 B0.45 Te1 Cl0.55 F1.8
K3TeCl0.5(BF4)0.5,K,Te,Cl,0.5,BF4,0.5,K3 B0.5 Te1 Cl0.5 F2
K3TeCl0.95(CN)0.05,K,Te,Cl,0.95,CN,0.05,K3 Te1 C0.05 N0.05 Cl0.95
K3TeCl0.9(CN)0.1,K,Te,Cl,0.9,CN,0.1,K3 Te1 C0.1 N0.1 Cl0.9
K3TeCl0.85(CN)0.15,K,Te,Cl,0.85,CN,0.15,K3 Te1 C0.15 N0.15 Cl0.85
K3TeCl0.8(CN)0.2,K,Te,Cl,0.8,CN,0.2,K3 Te1 C0.2 N0.2 Cl0.8
K3TeCl0.75(CN)0.25,K,Te,Cl,0.75,CN,0.25,K3 Te1 C0.25 N0.25 Cl0.75
K3TeCl0.7(CN)0.3,K,Te,Cl,0.7,CN,0.3,K3 Te1 C0.3 N0.3 Cl0.7
K3TeCl0.65(CN)0.35,K,Te,Cl,0.65,CN,0.35,K3 Te1 C0.35 N0.35 Cl0.65
K3TeCl0.6(CN)0.4,K,Te,Cl,0.6,CN,0.4,K3 Te1 C0.4 N0.4 Cl0.6
K3TeCl0.55(CN)0.45,K,Te,Cl,0.55,CN,0.45,K3 Te1 C0.45 N0.45 Cl0.55
K3TeCl0.5(CN)0.5,K,Te,Cl,0.5,CN,0.5,K3 Te1 C0.5 N0.5 Cl0.5
K3TeCl0.95(NH2)0.05,K,Te,Cl,0.95,NH2,0.05,K3 Te1 H0.1 N0.05 Cl0.95
K3TeCl0.9(NH2)0.1,K,Te,Cl,0.9,NH2,0.1,K3 Te1 H0.2 N0.1 Cl0.9
K3TeCl0.85(NH2)0.15,K,Te,Cl,0.85,NH2,0.15,K3 Te1 H0.3 N0.15 Cl0.85
K3TeCl0.8(NH2)0.2,K,Te,Cl,0.8,NH2,0.2,K3 Te1 H0.4 N0.2 Cl0.8
K3TeCl0.75(NH2)0.25,K,Te,Cl,0.75,NH2,0.25,K3 Te1 H0.5 N0.25 Cl0.75
K3TeCl0.7(NH2)0.3,K,Te,Cl,0.7,NH2,0.3,K3 Te1 H0.6 N0.3 Cl0.7
K3TeCl0.65(NH2)0.35,K,Te,Cl,0.65,NH2,0.35,K3 Te1 H0.7 N0.35 Cl0.65
K3TeCl0.6(NH2)0.4,K,Te,Cl,0.6,NH2,0.4,K3 Te1 H0.8 N0.4 Cl0.6
K3TeCl0.55(NH2)0.45,K,Te,Cl,0.55,NH2,0.45,K3 Te1 H0.9 N0.45 Cl0.55
K3TeCl0.5(NH2)0.5,K,Te,Cl,0.5,NH2,0.5,K3 Te1 H1 N0.5 Cl0.5
K3TeCl0.95(BH4)0.05,K,Te,Cl,0.95,BH4,0.05,K3 B0.05 Te1 H0.2 Cl0.95
K3TeCl0.9(BH4)0.1,K,Te,Cl,0.9,BH4,0.1,K3 B0.1 Te1 H0.4 Cl0.9
K3TeCl0.85(BH4)0.15,K,Te,Cl,0.85,BH4,0.15,K3 B0.15 Te1 H0.6 Cl0.85
K3TeCl0.8(BH4)0.2,K,Te,Cl,0.8,BH4,0.2,K3 B0.2 Te1 H0.8 Cl0.8
K3TeCl0.75(BH4)0.25,K,Te,Cl,0.75,BH4,0.25,K3 B0.25 Te1 H1 Cl0.75
K3TeCl0.7(BH4)0.3,K,Te,Cl,0.7,BH4,0.3,K3 B0.3 Te1 H1.2 Cl0.7
K3TeCl0.65(BH4)0.35,K,Te,Cl,0.65,BH4,0.35,K3 B0.35 Te1 H1.4 Cl0.65
K3TeCl0.6(BH4)0.4,K,Te,Cl,0.6,BH4,0.4,K3 B0.4 Te1 H1.6 Cl0.6
K3TeCl0.55(BH4)0.45,K,Te,Cl,0.55,BH4,0.45,K3 B0.45 Te1 H1.8 Cl0.55
K3TeCl0.5(BH4)0.5,K,Te,Cl,0.5,BH4,0.5,K3 B0.5 Te1 H2 Cl0.5
K3TeBF4,K,Te,BF4,1.0,,,K3 B1 Te1 F4
K3Te(BF4)0.95F0.05,K,Te,BF4,0.95,F,0.05,K3 B0.95 Te1 F3.85
K3Te(BF4)0.9F0.1,K,Te,BF4,0.9,F,0.1,K3 B0.9 Te1 F3.7
K3Te(BF4)0.85F0.15,K,Te,BF4,0.85,F,0.15,K3 B0.85 Te1 F3.55
K3Te(BF4)0.8F0.2,K,Te,BF4,0.8,F,0.2,K3 B0.8 Te1 F3.4
K3Te(BF4)0.75F0.25,K,Te,BF4,0.75,F,0.25,K3 B0.75 Te1 F3.25
K3Te(BF4)0.7F0.3,K,Te,BF4,0.7,F,0.3,K3 B0.7 Te1 F3.1
K3Te(BF4)0.65F0.35,K,Te,BF4,0.65,F,0.35,K3 B0.65 Te1 F2.95
K3Te(BF4)0.6F0.4,K,Te,BF4,0.6,F,0.4,K3 B0.6 Te1 F2.8
K3Te(BF4)0.55F0.45,K,Te,BF4,0.55,F,0.45,K3 B0.55 Te1 F2.65
K3Te(BF4)0.5F0.5,K,Te,BF4,0.5,F,0.5,K3 B0.5 Te1 F2.5
K3Te(BF4)0.95(AlH4)0.05,K,Te,BF4,0.95,AlH4,0.05,K3 Al0.05 B0.95 Te1 H0.2 F3.8
K3Te(BF4)0.9(AlH4)0.1,K,Te,BF4,0.9,AlH4,0.1,K3 Al0.1 B0.9 Te1 H0.4 F3.6
K3Te(BF4)0.85(AlH4)0.15,K,Te,BF4,0.85,AlH4,0.15,K3 Al0.15 B0.85 Te1 H0.6 F3.4
K3Te(BF4)0.8(AlH4)0.2,K,Te,BF4,0.8,AlH4,0.2,K3 Al0.2 B0.8 Te1 H0.8 F3.2
K3Te(BF4)0.75(AlH4)0.25,K,Te,BF4,0.75,AlH4,0.25,K3 Al0.25 B0.75 Te1 H1 F3
K3Te(BF4)0.7(AlH4)0.3,K,Te,BF4,0.7,AlH4,0.3,K3 Al0.3 B0.7 Te1 H1.2 F2.8
K3Te(BF4)0.65(AlH4)0.35,K,Te,BF4,0.65,AlH4,0.35,K3 Al0.35 B0.65 Te1 H1.4 F2.6
K3Te(BF4)0.6(AlH4)0.4,K,Te,BF4,0.6,AlH4,0.4,K3 Al0.4 B0.6 Te1 H1.6 F2.4
K3Te(BF4)0.55(AlH4)0.45,K,Te,BF4,0.55,AlH4,0.45,K3 Al0.45 B0.55 Te1 H1.8 F2.2
K3Te(BF4)0.5(AlH4)0.5,K,Te,BF4,0.5,AlH4,0.5,K3 Al0.5 B0.5 Te1 H2 F2
K3Te(BF4)0.95(BCl4)0.05,K,Te,BF4,0.95,BCl4,0.05,K3 B1 Te1 Cl0.2 F3.8
K3Te(BF4)0.9(BCl4)0.1,K,Te,BF4,0.9,BCl4,0.1,K3 B1 Te1 Cl0.4 F3.6
K3Te(BF4)0.85(BCl4)0.15,K,Te,BF4,0.85,BCl4,0.15,K3 B1 Te1 Cl0.6 F3.4
K3Te(BF4)0.8(BCl4)0.2,K,Te,BF4,0.8,BCl4,0.2,K3 B1 Te1 Cl0.8 F3.2
K3Te(BF4)0.75(BCl4)0.25,K,Te,BF4,0.75,BCl4,0.25,K3 B1 Te1 Cl1 F3
K3Te(BF4)0.7(BCl4)0.3,K,Te,BF4,0.7,BCl4,0.3,K3 B1 Te1 Cl1.2 F2.8
K3Te(BF4)0.65(BCl4)0.35,K,Te,BF4,0.65,BCl4,0.35,K3 B1 Te1 Cl1.4 F2.6
K3Te(BF4)0.6(BCl4)0.4,K,Te,BF4,0.6,BCl4,0.4,K3 B1 Te1 Cl1.6 F2.4
K3Te(BF4)0.55(BCl4)0.45,K,Te,BF4,0.55,BCl4,0.45,K3 B1 Te1 Cl1.8 F2.2
K3Te(BF4)0.5(BCl4)0.5,K,Te,BF4,0.5,BCl4,0.5,K3 B1 Te1 Cl2 F2
K3Te(BF4)0.95(NO2)0.05,K,Te,BF4,0.95,NO2,0.05,K3 B0.95 Te1 N0.05 O0.1 F3.8
K3Te(BF4)0.9(NO2)0.1,K,Te,BF4,0.9,NO2,0.1,K3 B0.9 Te1 N0.1 O0.2 F3.6
K3Te(BF4)0.85(NO2)0.15,K,Te,BF4,0.85,NO2,0.15,K3 B0.85 Te1 N0.15 O0.3 F3.4
K3Te(BF4)0.8(NO2)0.2,K,Te,BF4,0.8,NO2,0.2,K3 B0.8 Te1 N0.2 O0.4 F3.2
K3Te(BF4)0.75(NO2)0.25,K,Te,BF4,0.75,NO2,0.25,K3 B0.75 Te1 N0.25 O0.5 F3
K3Te(BF4)0.7(NO2)0.3,K,Te,BF4,0.7,NO2,0.3,K3 B0.7 Te1 N0.3 O0.6 F2.8
K3Te(BF4)0.65(NO2)0.35,K,Te,BF4,0.65,NO2,0.35,K3 B0.65 Te1 N0.35 O0.7 F2.6
K3Te(BF4)0.6(NO2)0.4,K,Te,BF4,0.6,NO2,0.4,K3 B0.6 Te1 N0.4 O0.8 F2.4
K3Te(BF4)0.55(NO2)0.45,K,Te,BF4,0.55,NO2,0.45,K3 B0.55 Te1 N0.45 O0.9 F2.2
K3Te(BF4)0.5(NO2)0.5,K,Te,BF4,0.5,NO2,0.5,K3 B0.5 Te1 N0.5 O1 F2
K3Te(BF4)0.95Br0.05,K,Te,BF4,0.95,Br,0.05,K3 B0.95 Te1 Br0.05 F3.8
K3Te(BF4)0.9Br0.1,K,Te,BF4,0.9,Br,0.1,K3 B0.9 Te1 Br0.1 F3.6
K3Te(BF4)0.85Br0.15,K,Te,BF4,0.85,Br,0.15,K3 B0.85 Te1 Br0.15 F3.4
K3Te(BF4)0.8Br0.2,K,Te,BF4,0.8,Br,0.2,K3 B0.8 Te1 Br0.2 F3.2
K3Te(BF4)0.75Br0.25,K,Te,BF4,0.75,Br,0.25,K3 B0.75 Te1 Br0.25 F3
K3Te(BF4)0.7Br0.3,K,Te,BF4,0.7,Br,0.3,K3 B0.7 Te1 Br0.3 F2.8
K3Te(BF4)0.65Br0.35,K,Te,BF4,0.65,Br,0.35,K3 B0.65 Te1 Br0.35 F2.6
K3Te(BF4)0.6Br0.4,K,Te,BF4,0.6,Br,0.4,K3 B0.6 Te1 Br0.4 F2.4
K3Te(BF4)0.55Br0.45,K,Te,BF4,0.55,Br,0.45,K3 B0.55 Te1 Br0.45 F2.2
K3Te(BF4)0.5Br0.5,K,Te,BF4,0.5,Br,0.5,K3 B0.5 Te1 Br0.5 F2
K3Te(BF4)0.95I0.05,K,Te,BF4,0.95,I,0.05,K3 B0.95 Te1 I0.05 F3.8
K3Te(BF4)0.9I0.1,K,Te,BF4,0.9,I,0.1,K3 B0.9 Te1 I0.1 F3.6
K3Te(BF4)0.85I0.15,K,Te,BF4,0.85,I,0.15,K3 B0.85 Te1 I0.15 F3.4
K3Te(BF4)0.8I0.2,K,Te,BF4,0.8,I,0.2,K3 B0.8 Te1 I0.2 F3.2
K3Te(BF4)0.75I0.25,K,Te,BF4,0.75,I,0.25,K3 B0.75 Te1 I0.25 F3
K3Te(BF4)0.7I0.3,K,Te,BF4,0.7,I,0.3,K3 B0.7 Te1 I0.3 F2.8
K3Te(BF4)0.65I0.35,K,Te,BF4,0.65,I,0.35,K3 B0.65 Te1 I0.35 F2.6
K3Te(BF4)0.6I0.4,K,Te,BF4,0.6,I,0.4,K3 B0.6 Te1 I0.4 F2.4
K3Te(BF4)0.55I0.45,K,Te,BF4,0.55,I,0.45,K3 B0.55 Te1 I0.45 F2.2
K3Te(BF4)0.5I0.5,K,Te,BF4,0.5,I,0.5,K3 B0.5 Te1 I0.5 F2
K3Te(BF4)0.95Cl0.05,K,Te,BF4,0.95,Cl,0.05,K3 B0.95 Te1 Cl0.05 F3.8
K3Te(BF4)0.9Cl0.1,K,Te,BF4,0.9,Cl,0.1,K3 B0.9 Te1 Cl0.1 F3.6
K3Te(BF4)0.85Cl0.15,K,Te,BF4,0.85,Cl,0.15,K3 B0.85 Te1 Cl0.15 F3.4
K3Te(BF4)0.8Cl0.2,K,Te,BF4,0.8,Cl,0.2,K3 B0.8 Te1 Cl0.2 F3.2
K3Te(BF4)0.75Cl0.25,K,Te,BF4,0.75,Cl,0.25,K3 B0.75 Te1 Cl0.25 F3
K3Te(BF4)0.7Cl0.3,K,Te,BF4,0.7,Cl,0.3,K3 B0.7 Te1 Cl0.3 F2.8
K3Te(BF4)0.65Cl0.35,K,Te,BF4,0.65,Cl,0.35,K3 B0.65 Te1 Cl0.35 F2.6
K3Te(BF4)0.6Cl0.4,K,Te,BF4,0.6,Cl,0.4,K3 B0.6 Te1 Cl0.4 F2.4
K3Te(BF4)0.55Cl0.45,K,Te,BF4,0.55,Cl,0.45,K3 B0.55 Te1 Cl0.45 F2.2
K3Te(BF4)0.5Cl0.5,K,Te,BF4,0.5,Cl,0.5,K3 B0.5 Te1 Cl0.5 F2
K3Te(BF4)0.95(CN)0.05,K,Te,BF4,0.95,CN,0.05,K3 B0.95 Te1 C0.05 N0.05 F3.8
K3Te(BF4)0.9(CN)0.1,K,Te,BF4,0.9,CN,0.1,K3 B0.9 Te1 C0.1 N0.1 F3.6
K3Te(BF4)0.85(CN)0.15,K,Te,BF4,0.85,CN,0.15,K3 B0.85 Te1 C0.15 N0.15 F3.4
K3Te(BF4)0.8(CN)0.2,K,Te,BF4,0.8,CN,0.2,K3 B0.8 Te1 C0.2 N0.2 F3.2
K3Te(BF4)0.75(CN)0.25,K,Te,BF4,0.75,CN,0.25,K3 B0.75 Te1 C0.25 N0.25 F3
K3Te(BF4)0.7(CN)0.3,K,Te,BF4,0.7,CN,0.3,K3 B0.7 Te1 C0.3 N0.3 F2.8
K3Te(BF4)0.65(CN)0.35,K,Te,BF4,0.65,CN,0.35,K3 B0.65 Te1 C0.35 N0.35 F2.6
K3Te(BF4)0.6(CN)0.4,K,Te,BF4,0.6,CN,0.4,K3 B0.6 Te1 C0.4 N0.4 F2.4
K3Te(BF4)0.55(CN)0.45,K,Te,BF4,0.55,CN,0.45,K3 B0.55 Te1 C0.45 N0.45 F2.2
K3Te(BF4)0.5(CN)0.5,K,Te,BF4,0.5,CN,0.5,K3 B0.5 Te1 C0.5 N0.5 F2
K3Te(BF4)0.95(NH2)0.05,K,Te,BF4,0.95,NH2,0.05,K3 B0.95 Te1 H0.1 N0.05 F3.8
K3Te(BF4)0.9(NH2)0.1,K,Te,BF4,0.9,NH2,0.1,K3 B0.9 Te1 H0.2 N0.1 F3.6
K3Te(BF4)0.85(NH2)0.15,K,Te,BF4,0.85,NH2,0.15,K3 B0.85 Te1 H0.3 N0.15 F3.4
K3Te(BF4)0.8(NH2)0.2,K,Te,BF4,0.8,NH2,0.2,K3 B0.8 Te1 H0.4 N0.2 F3.2
K3Te(BF4)0.75(NH2)0.25,K,Te,BF4,0.75,NH2,0.25,K3 B0.75 Te1 H0.5 N0.25 F3
K3Te(BF4)0.7(NH2)0.3,K,Te,BF4,0.7,NH2,0.3,K3 B0.7 Te1 H0.6 N0.3 F2.8
K3Te(BF4)0.65(NH2)0.35,K,Te,BF4,0.65,NH2,0.35,K3 B0.65 Te1 H0.7 N0.35 F2.6
K3Te(BF4)0.6(NH2)0.4,K,Te,BF4,0.6,NH2,0.4,K3 B0.6 Te1 H0.8 N0.4 F2.4
K3Te(BF4)0.55(NH2)0.45,K,Te,BF4,0.55,NH2,0.45,K3 B0.55 Te1 H0.9 N0.45 F2.2
K3Te(BF4)0.5(NH2)0.5,K,Te,BF4,0.5,NH2,0.5,K3 B0.5 Te1 H1 N0.5 F2
K3Te(BF4)0.95(BH4)0.05,K,Te,BF4,0.95,BH4,0.05,K3 B1 Te1 H0.2 F3.8
K3Te(BF4)0.9(BH4)0.1,K,Te,BF4,0.9,BH4,0.1,K3 B1 Te1 H0.4 F3.6
K3Te(BF4)0.85(BH4)0.15,K,Te,BF4,0.85,BH4,0.15,K3 B1 Te1 H0.6 F3.4
K3Te(BF4)0.8(BH4)0.2,K,Te,BF4,0.8,BH4,0.2,K3 B1 Te1 H0.8 F3.2
K3Te(BF4)0.75(BH4)0.25,K,Te,BF4,0.75,BH4,0.25,K3 B1 Te1 H1 F3
K3Te(BF4)0.7(BH4)0.3,K,Te,BF4,0.7,BH4,0.3,K3 B1 Te1 H1.2 F2.8
K3Te(BF4)0.65(BH4)0.35,K,Te,BF4,0.65,BH4,0.35,K3 B1 Te1 H1.4 F2.6
K3Te(BF4)0.6(BH4)0.4,K,Te,BF4,0.6,BH4,0.4,K3 B1 Te1 H1.6 F2.4
K3Te(BF4)0.55(BH4)0.45,K,Te,BF4,0.55,BH4,0.45,K3 B1 Te1 H1.8 F2.2
K3Te(BF4)0.5(BH4)0.5,K,Te,BF4,0.5,BH4,0.5,K3 B1 Te1 H2 F2
K3TeCN,K,Te,CN,1.0,,,K3 Te1 C1 N1
K3Te(CN)0.95F0.05,K,Te,CN,0.95,F,0.05,K3 Te1 C0.95 N0.95 F0.05
K3Te(CN)0.9F0.1,K,Te,CN,0.9,F,0.1,K3 Te1 C0.9 N0.9 F0.1
K3Te(CN)0.85F0.15,K,Te,CN,0.85,F,0.15,K3 Te1 C0.85 N0.85 F0.15
K3Te(CN)0.8F0.2,K,Te,CN,0.8,F,0.2,K3 Te1 C0.8 N0.8 F0.2
K3Te(CN)0.75F0.25,K,Te,CN,0.75,F,0.25,K3 Te1 C0.75 N0.75 F0.25
K3Te(CN)0.7F0.3,K,Te,CN,0.7,F,0.3,K3 Te1 C0.7 N0.7 F0.3
K3Te(CN)0.65F0.35,K,Te,CN,0.65,F,0.35,K3 Te1 C0.65 N0.65 F0.35
K3Te(CN)0.6F0.4,K,Te,CN,0.6,F,0.4,K3 Te1 C0.6 N0.6 F0.4
K3Te(CN)0.55F0.45,K,Te,CN,0.55,F,0.45,K3 Te1 C0.55 N0.55 F0.45
K3Te(CN)0.5F0.5,K,Te,CN,0.5,F,0.5,K3 Te1 C0.5 N0.5 F0.5
K3Te(CN)0.95(AlH4)0.05,K,Te,CN,0.95,AlH4,0.05,K3 Al0.05 Te1 H0.2 C0.95 N0.95
K3Te(CN)0.9(AlH4)0.1,K,Te,CN,0.9,AlH4,0.1,K3 Al0.1 Te1 H0.4 C0.9 N0.9
K3Te(CN)0.85(AlH4)0.15,K,Te,CN,0.85,AlH4,0.15,K3 Al0.15 Te1 H0.6 C0.85 N0.85
K3Te(CN)0.8(AlH4)0.2,K,Te,CN,0.8,AlH4,0.2,K3 Al0.2 Te1 H0.8 C0.8 N0.8
K3Te(CN)0.75(AlH4)0.25,K,Te,CN,0.75,AlH4,0.25,K3 Al0.25 Te1 H1 C0.75 N0.75
K3Te(CN)0.7(AlH4)0.3,K,Te,CN,0.7,AlH4,0.3,K3 Al0.3 Te1 H1.2 C0.7 N0.7
K3Te(CN)0.65(AlH4)0.35,K,Te,CN,0.65,AlH4,0.35,K3 Al0.35 Te1 H1.4 C0.65 N0.65
K3Te(CN)0.6(AlH4)0.4,K,Te,CN,0.6,AlH4,0.4,K3 Al0.4 Te1 H1.6 C0.6 N0.6
K3Te(CN)0.55(AlH4)0.45,K,Te,CN,0.55,AlH4,0.45,K3 Al0.45 Te1 H1.8 C0.55 N0.55
K3Te(CN)0.5(AlH4)0.5,K,Te,CN,0.5,AlH4,0.5,K3 Al0.5 Te1 H2 C0.5 N0.5
K3Te(CN)0.95(BCl4)0.05,K,Te,CN,0.95,BCl4,0.05,K3 B0.05 Te1 C0.95 N0.95 Cl0.2
K3Te(CN)0.9(BCl4)0.1,K,Te,CN,0.9,BCl4,0.1,K3 B0.1 Te1 C0.9 N0.9 Cl0.4
K3Te(CN)0.85(BCl4)0.15,K,Te,CN,0.85,BCl4,0.15,K3 B0.15 Te1 C0.85 N0.85 Cl0.6
K3Te(CN)0.8(BCl4)0.2,K,Te,CN,0.8,BCl4,0.2,K3 B0.2 Te1 C0.8 N0.8 Cl0.8
K3Te(CN)0.75(BCl4)0.25,K,Te,CN,0.75,BCl4,0.25,K3 B0.25 Te1 C0.75 N0.75 Cl1
K3Te(CN)0.7(BCl4)0.3,K,Te,CN,0.7,BCl4,0.3,K3 B0.3 Te1 C0.7 N0.7 Cl1.2
K3Te(CN)0.65(BCl4)0.35,K,Te,CN,0.65,BCl4,0.35,K3 B0.35 Te1 C0.65 N0.65 Cl1.4
K3Te(CN)0.6(BCl4)0.4,K,Te,CN,0.6,BCl4,0.4,K3 B0.4 Te1 C0.6 N0.6 Cl1.6
K3Te(CN)0.55(BCl4)0.45,K,Te,CN,0.55,BCl4,0.45,K3 B0.45 Te1 C0.55 N0.55 Cl1.8
K3Te(CN)0.5(BCl4)0.5,K,Te,CN,0.5,BCl4,0.5,K3 B0.5 Te1 C0.5 N0.5 Cl2
K3Te(CN)0.95(NO2)0.05,K,Te,CN,0.95,NO2,0.05,K3 Te1 C0.95 N1 O0.1
K3Te(CN)0.9(NO2)0.1,K,Te,CN,0.9,NO2,0.1,K3 Te1 C0.9 N1 O0.2
K3Te(CN)0.85(NO2)0.15,K,Te,CN,0.85,NO2,0.15,K3 Te1 C0.85 N1 O0.3
K3Te(CN)0.8(NO2)0.2,K,Te,CN,0.8,NO2,0.2,K3 Te1 C0.8 N1 O0.4
K3Te(CN)0.75(NO2)0.25,K,Te,CN,0.75,NO2,0.25,K3 Te1 C0.75 N1 O0.5
K3Te(CN)0.7(NO2)0.3,K,Te,CN,0.7,NO2,0.3,K3 Te1 C0.7 N1 O0.6
K3Te(CN)0.65(NO2)0.35,K,Te,CN,0.65,NO2,0.35,K3 Te1 C0.65 N1 O0.7
K3Te(CN)0.6(NO2)0.4,K,Te,CN,0.6,NO2,0.4,K3 Te1 C0.6 N1 O0.8
K3Te(CN)0.55(NO2)0.45,K,Te,CN,0.55,NO2,0.45,K3 Te1 C0.55 N1 O0.9
K3Te(CN)0.5(NO2)0.5,K,Te,CN,0.5,NO2,0.5,K3 Te1 C0.5 N1 O1
K3Te(CN)0.95Br0.05,K,Te,CN,0.95,Br,0.05,K3 Te1 C0.95 Br0.05 N0.95
